nombre,temporada,club,entrenador,edad,posicion_normalizada,tipo_suceso,tipo_operacion,origen_desarrollo,partidos,minutos,goles,xg,goles_por_90,xg_por_90,valor_mercado,valor_llegada,valor_salida,revalorizacion_absoluta,revalorizacion_porcentual,revalorizacion_positiva,tiene_wyscout,club_pos_jugadores_sub23,club_pos_minutos_sub23,club_pos_goles_sub23,club_pos_xg_sub23,club_pos_pct_minutos,club_total_jugadores_sub23,club_total_minutos_sub23,club_total_goles_sub23,coach_total_jugadores_sub23,coach_total_minutos_sub23,coach_pos_minutos_sub23,demand_total_altas,demand_cesiones,demand_traspasos,demand_sub23,demand_recent,demand_score
José Matos,2025-26,AD Ceuta FC,,30.0,Lateral,libre,libre,Primera Division,32.0,2993.0,4.0,2.86,0.12,0.09,1000000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,2.0,3297.0,13.0,0.0,0.0,0.0,2,0,0,0,2,18.12
Juanto Ortuño,2025-26,AD Ceuta FC,,33.0,Delantero,libre,libre,Segunda Division,8.0,240.0,0.0,0.73,0.0,0.27,350000.0,350000.0,300000.0,-50000.0,-14.29,0,True,2.0,3297.0,13.0,11.39,100.0,2.0,3297.0,13.0,0.0,0.0,0.0,6,2,0,2,6,61.5
Konrad De La Fuente,2025-26,AD Ceuta FC,,24.0,Extremo,cesion,cesion,Extranjero,30.0,1513.0,3.0,4.12,0.18,0.25,800000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,2.0,3297.0,13.0,0.0,0.0,0.0,5,1,0,1,5,42.37
Manu Sánchez,2025-26,AD Ceuta FC,,29.0,Lateral,libre,libre,Primera Division,5.0,147.0,1.0,0.29,0.61,0.18,300000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,2.0,3297.0,13.0,0.0,0.0,0.0,2,0,0,0,2,18.12
Manu Vallejo,2025-26,AD Ceuta FC,,28.0,Delantero,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,300000.0,0.0,0.0,0,False,2.0,3297.0,13.0,11.39,100.0,2.0,3297.0,13.0,0.0,0.0,0.0,6,2,0,2,6,61.5
Marc Domènech,2025-26,AD Ceuta FC,,19.0,Delantero,cesion,cesion,Primera Division,8.0,216.0,1.0,0.19,0.42,0.08,1000000.0,,,,,0,True,2.0,3297.0,13.0,11.39,100.0,2.0,3297.0,13.0,0.0,0.0,0.0,6,2,0,2,6,61.5
Marcos Fernández,2025-26,AD Ceuta FC,,22.0,Delantero,cesion,cesion,Primera Division,33.0,3081.0,12.0,11.2,0.35,0.33,400000.0,,,,,0,True,2.0,3297.0,13.0,11.39,100.0,2.0,3297.0,13.0,0.0,0.0,0.0,6,2,0,2,6,61.5
Marino Illescas,2025-26,AD Ceuta FC,,25.0,Centrocampista,libre,libre,Segunda Division,29.0,2121.0,0.0,0.59,0.0,0.03,300000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,2.0,3297.0,13.0,0.0,0.0,0.0,4,1,0,1,4,36.78
Salvi Sánchez,2025-26,AD Ceuta FC,,34.0,Extremo,otro,otro,Sin club anterior,23.0,646.0,0.0,0.77,0.0,0.11,600000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,2.0,3297.0,13.0,0.0,0.0,0.0,5,1,0,1,5,42.37
Samuel Obeng,2025-26,AD Ceuta FC,,28.0,Delantero,libre,libre,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,550000.0,550000.0,500000.0,-50000.0,-9.09,0,False,2.0,3297.0,13.0,11.39,100.0,2.0,3297.0,13.0,0.0,0.0,0.0,6,2,0,2,6,61.5
Yann Bodiger,2025-26,AD Ceuta FC,,30.0,Centrocampista,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,2.0,3297.0,13.0,0.0,0.0,0.0,4,1,0,1,4,36.78
Antonio David,2025-26,Albacete Balompié,,19.0,Centrocampista,otro,otro,Cantera / Filial,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,100000.0,0.0,0.0,0,False,0.0,0.0,0.0,0.0,0.0,11.0,14976.0,8.0,0.0,0.0,0.0,15,3,1,9,10,89.15
Antonio Puertas,2025-26,Albacete Balompié,,33.0,Extremo,libre,libre,Segunda Division,28.0,2003.0,8.0,6.69,0.36,0.3,1000000.0,,,,,0,True,1.0,1165.0,0.0,2.19,7.78,11.0,14976.0,8.0,0.0,0.0,0.0,10,1,3,4,4,62.01
Capi,2025-26,Albacete Balompié,,18.0,Centrocampista,otro,otro,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,11.0,14976.0,8.0,0.0,0.0,0.0,15,3,1,9,10,89.15
Carlos Neva,2025-26,Albacete Balompié,,29.0,Lateral,libre,libre,Primera Division,31.0,2863.0,0.0,0.52,0.0,0.02,1500000.0,,,,,0,True,4.0,8898.0,3.0,5.15,59.42,11.0,14976.0,8.0,0.0,0.0,0.0,16,3,0,10,10,92.23
Dani Bernabéu,2025-26,Albacete Balompié,,18.0,Lateral,sub23_wyscout,otro,Otra categoria España,7.0,280.0,0.0,0.01,0.0,0.0,0.0,,,,,0,True,4.0,8898.0,3.0,5.15,59.42,11.0,14976.0,8.0,0.0,0.0,0.0,16,3,0,10,10,92.23
Diego Mariño,2025-26,Albacete Balompié,,35.0,Portero,libre,libre,Primera Division,19.0,1890.0,0.0,0.0,0.0,0.0,250000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,11.0,14976.0,8.0,0.0,0.0,0.0,5,1,0,1,3,37.02
Edward Cedeño,2025-26,Albacete Balompié,,22.0,Centrocampista,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,11.0,14976.0,8.0,0.0,0.0,0.0,15,3,1,9,10,89.15
Fran Gámez,2025-26,Albacete Balompié,,33.0,Lateral,libre,libre,Segunda Division,35.0,2542.0,0.0,0.54,0.0,0.02,300000.0,,,,,0,True,4.0,8898.0,3.0,5.15,59.42,11.0,14976.0,8.0,0.0,0.0,0.0,16,3,0,10,10,92.23
Jefté Betancor,2025-26,Albacete Balompié,,32.0,Delantero,cesion,cesion,Extranjero,37.0,2137.0,13.0,13.9,0.55,0.59,750000.0,,,,,0,True,2.0,1065.0,4.0,4.09,7.11,11.0,14976.0,8.0,0.0,0.0,0.0,12,3,2,4,7,78.43
Jesús Vallejo,2025-26,Albacete Balompié,,28.0,Central,libre,libre,Primera Division,30.0,2621.0,0.0,0.19,0.0,0.01,1000000.0,,,,,0,True,1.0,15.0,0.0,0.0,0.1,11.0,14976.0,8.0,0.0,0.0,0.0,12,2,1,3,8,73.17
Jonathan Gómez,2025-26,Albacete Balompié,,21.0,Lateral,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,,,,,0,False,4.0,8898.0,3.0,5.15,59.42,11.0,14976.0,8.0,0.0,0.0,0.0,16,3,0,10,10,92.23
Lluís López,2025-26,Albacete Balompié,,28.0,Central,libre,libre,Extranjero,14.0,1223.0,2.0,1.21,0.15,0.09,700000.0,,,,,0,True,1.0,15.0,0.0,0.0,0.1,11.0,14976.0,8.0,0.0,0.0,0.0,12,2,1,3,8,73.17
Lorenzo Aguado,2025-26,Albacete Balompié,,22.0,Lateral,libre,libre,Cantera / Filial,31.0,1654.0,0.0,1.12,0.0,0.06,100000.0,,,,,0,True,4.0,8898.0,3.0,5.15,59.42,11.0,14976.0,8.0,0.0,0.0,0.0,16,3,0,10,10,92.23
Martín Fernández,2025-26,Albacete Balompié,,24.0,Centrocampista,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,11.0,14976.0,8.0,0.0,0.0,0.0,15,3,1,9,10,89.15
Samuel Obeng,2025-26,Albacete Balompié,,28.0,Delantero,libre,libre,Segunda Division,27.0,1028.0,4.0,2.92,0.35,0.26,500000.0,,,,,0,True,2.0,1065.0,4.0,4.09,7.11,11.0,14976.0,8.0,0.0,0.0,0.0,12,3,2,4,7,78.43
Victor Valverde,2025-26,Albacete Balompié,,23.0,Extremo,traspaso,traspaso,Cantera / Filial,22.0,1165.0,0.0,2.19,0.0,0.17,400000.0,,,,,0,True,1.0,1165.0,0.0,2.19,7.78,11.0,14976.0,8.0,0.0,0.0,0.0,10,1,3,4,4,62.01
Víctor San Bartolomé,2025-26,Albacete Balompié,,26.0,Centrocampista,traspaso,traspaso,Otra categoria España,14.0,613.0,0.0,1.5,0.0,0.22,200000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,11.0,14976.0,8.0,0.0,0.0,0.0,15,3,1,9,10,89.15
Álex Rubio,2025-26,Albacete Balompié,,23.0,Delantero,traspaso,traspaso,Cantera / Filial,17.0,1046.0,4.0,4.09,0.34,0.35,300000.0,,,,,0,True,2.0,1065.0,4.0,4.09,7.11,11.0,14976.0,8.0,0.0,0.0,0.0,12,3,2,4,7,78.43
Aitor Buñuel,2025-26,Burgos CF,,27.0,Lateral,otro,otro,Sin club anterior,8.0,479.0,0.0,0.02,0.0,0.0,500000.0,,,,,0,True,2.0,3702.0,1.0,1.27,19.55,10.0,18932.0,28.0,0.0,0.0,0.0,13,4,1,4,8,84.66
Brais Martínez,2025-26,Burgos CF,,23.0,Lateral,libre,libre,Segunda Division,8.0,334.0,0.0,0.0,0.0,0.0,400000.0,,,,,0,True,2.0,3702.0,1.0,1.27,19.55,10.0,18932.0,28.0,0.0,0.0,0.0,13,4,1,4,8,84.66
Fermín García,2025-26,Burgos CF,,21.0,Extremo,otro,otro,Cantera / Filial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,False,2.0,4713.0,14.0,12.61,24.89,10.0,18932.0,28.0,0.0,0.0,0.0,20,2,0,7,9,86.0
Iván Chapela,2025-26,Burgos CF,,26.0,Extremo,libre,libre,Segunda Division,4.0,196.0,0.0,0.64,0.0,0.29,1000000.0,1000000.0,1000000.0,0.0,0.0,0,True,2.0,4713.0,14.0,12.61,24.89,10.0,18932.0,28.0,0.0,0.0,0.0,20,2,0,7,9,86.0
Jesús Ruiz,2025-26,Burgos CF,,28.0,Portero,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,10.0,18932.0,28.0,0.0,0.0,0.0,8,1,0,0,3,42.36
Mario González,2025-26,Burgos CF,,29.0,Delantero,libre,libre,Extranjero,24.0,728.0,4.0,2.99,0.49,0.37,1200000.0,,,,,0,True,2.0,3451.0,10.0,9.83,18.23,10.0,18932.0,28.0,0.0,0.0,0.0,9,3,2,4,3,67.28
Mateo Mejía,2025-26,Burgos CF,,22.0,Delantero,traspaso,traspaso,Otra categoria España,23.0,603.0,3.0,2.27,0.45,0.34,400000.0,,,,,0,True,2.0,3451.0,10.0,9.83,18.23,10.0,18932.0,28.0,0.0,0.0,0.0,9,3,2,4,3,67.28
Oier Luengo,2025-26,Burgos CF,,28.0,Central,cesion,cesion,Segunda Division,7.0,361.0,0.0,0.32,0.0,0.08,900000.0,,,,,0,True,1.0,290.0,0.0,0.0,1.53,10.0,18932.0,28.0,0.0,0.0,0.0,10,3,0,3,6,68.09
Pablo Galdames,2025-26,Burgos CF,,29.0,Centrocampista,libre,libre,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,10.0,18932.0,28.0,0.0,0.0,0.0,12,2,0,7,6,80.57
Sergio González,2025-26,Burgos CF,,28.0,Central,libre,libre,Segunda Division,31.0,2257.0,0.0,1.09,0.0,0.04,600000.0,,,,,0,True,1.0,290.0,0.0,0.0,1.53,10.0,18932.0,28.0,0.0,0.0,0.0,10,3,0,3,6,68.09
Víctor Mollejo,2025-26,Burgos CF,,24.0,Extremo,libre,libre,Otra categoria España,32.0,1035.0,0.0,0.92,0.0,0.08,300000.0,,,,,0,True,2.0,4713.0,14.0,12.61,24.89,10.0,18932.0,28.0,0.0,0.0,0.0,20,2,0,7,9,86.0
Álex Lizancos,2025-26,Burgos CF,,21.0,Lateral,traspaso,traspaso,Segunda Division,37.0,3368.0,1.0,1.27,0.03,0.03,200000.0,,,,,0,True,2.0,3702.0,1.0,1.27,19.55,10.0,18932.0,28.0,0.0,0.0,0.0,13,4,1,4,8,84.66
Adam Jakobsen,2025-26,CD Castellón,,26.0,Delantero,traspaso,traspaso,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,6.0,6529.0,3.0,0.0,0.0,0.0,5,1,3,3,5,47.45
Agustín Sienra,2025-26,CD Castellón,,25.0,Central,libre,libre,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,175000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,6.0,6529.0,3.0,0.0,0.0,0.0,4,0,1,0,4,29.19
Beñat Gerenabarrena,2025-26,CD Castellón,,22.0,Centrocampista,cesion,cesion,Primera Division,37.0,2878.0,2.0,2.43,0.06,0.08,250000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,6.0,6529.0,3.0,0.0,0.0,0.0,7,2,0,2,7,65.22
Diego Barri,2025-26,CD Castellón,,29.0,Centrocampista,libre,libre,Segunda Division,39.0,3223.0,4.0,5.2,0.11,0.15,250000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,6.0,6529.0,3.0,0.0,0.0,0.0,7,2,0,2,7,65.22
Fabrizio Brignani,2025-26,CD Castellón,,27.0,Central,traspaso,traspaso,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,6.0,6529.0,3.0,0.0,0.0,0.0,4,0,1,0,4,29.19
Jérémy Mellot,2025-26,CD Castellón,,31.0,Lateral,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,,,,,0,False,3.0,3397.0,1.0,3.42,52.03,6.0,6529.0,3.0,0.0,0.0,0.0,5,0,2,3,5,47.89
Lucas Alcázar,2025-26,CD Castellón,,22.0,Lateral,libre,libre,Otra categoria España,35.0,2800.0,1.0,2.57,0.03,0.08,300000.0,,,,,0,True,3.0,3397.0,1.0,3.42,52.03,6.0,6529.0,3.0,0.0,0.0,0.0,5,0,2,3,5,47.89
Marc-olivier Doué,2025-26,CD Castellón,,24.0,Centrocampista,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,6.0,6529.0,3.0,0.0,0.0,0.0,7,2,0,2,7,65.22
Pablo Santiago,2025-26,CD Castellón,,24.0,Extremo,libre,libre,Otra categoria España,32.0,1950.0,3.0,4.52,0.14,0.21,400000.0,,,,,0,True,2.0,254.0,0.0,0.25,3.89,6.0,6529.0,3.0,0.0,0.0,0.0,10,0,2,3,10,62.1
Raúl Sánchez,2025-26,CD Castellón,,28.0,Lateral,traspaso,traspaso,Extranjero,13.0,495.0,0.0,1.32,0.0,0.24,900000.0,900000.0,900000.0,0.0,0.0,0,True,3.0,3397.0,1.0,3.42,52.03,6.0,6529.0,3.0,0.0,0.0,0.0,5,0,2,3,5,47.89
Romain Matthys,2025-26,CD Castellón,,26.0,Portero,libre,libre,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,6.0,6529.0,3.0,0.0,0.0,0.0,2,0,0,0,2,18.12
Ronaldo,2025-26,CD Castellón,,35.0,Centrocampista,libre,libre,Extranjero,16.0,915.0,1.0,0.39,0.1,0.04,175000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,6.0,6529.0,3.0,0.0,0.0,0.0,7,2,0,2,7,65.22
Serpeta,2025-26,CD Castellón,,25.0,Extremo,libre,libre,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,200000.0,0.0,0.0,0,False,2.0,254.0,0.0,0.25,3.89,6.0,6529.0,3.0,0.0,0.0,0.0,10,0,2,3,10,62.1
Tincho Conde,2025-26,CD Castellón,,22.0,Lateral,traspaso,traspaso,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,,,,,0,False,3.0,3397.0,1.0,3.42,52.03,6.0,6529.0,3.0,0.0,0.0,0.0,5,0,2,3,5,47.89
Tommaso De Nipoti,2025-26,CD Castellón,,22.0,Delantero,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,450000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,6.0,6529.0,3.0,0.0,0.0,0.0,5,1,3,3,5,47.45
Álvaro García,2025-26,CD Castellón,,26.0,Delantero,traspaso,traspaso,Otra categoria España,16.0,289.0,1.0,1.02,0.31,0.32,400000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,6.0,6529.0,3.0,0.0,0.0,0.0,5,1,3,3,5,47.45
Amadou Diawara,2025-26,CD Leganés,,28.0,Centrocampista,libre,libre,Segunda Division,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,10.0,24980.0,35.0,0.0,0.0,0.0,14,1,2,4,4,66.21
Andrés Campos,2025-26,CD Leganés,,23.0,Centrocampista,libre,libre,Cantera / Filial,4.0,76.0,0.0,0.03,0.0,0.04,50000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,10.0,24980.0,35.0,0.0,0.0,0.0,14,1,2,4,4,66.21
Benjamin Pauwels,2025-26,CD Leganés,,20.0,Extremo,traspaso,traspaso,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,650000.0,650000.0,1000000.0,350000.0,53.85,1,False,2.0,3563.0,7.0,4.18,14.26,10.0,24980.0,35.0,0.0,0.0,0.0,8,6,1,5,1,62.4
Carlos Guirao,2025-26,CD Leganés,,22.0,Centrocampista,sub23_wyscout,otro,Cantera / Filial,20.0,719.0,0.0,1.55,0.0,0.19,300000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,10.0,24980.0,35.0,0.0,0.0,0.0,14,1,2,4,4,66.21
Dani Rodríguez,2025-26,CD Leganés,,37.0,Mediapunta,libre,libre,Primera Division,18.0,1285.0,0.0,1.23,0.0,0.09,100000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,10.0,24980.0,35.0,0.0,0.0,0.0,5,0,0,1,2,32.64
Gonzalo Melero,2025-26,CD Leganés,,31.0,Centrocampista,traspaso,traspaso,Primera Division,33.0,1287.0,5.0,3.07,0.35,0.21,1000000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,10.0,24980.0,35.0,0.0,0.0,0.0,14,1,2,4,4,66.21
Ignasi Miquel,2025-26,CD Leganés,,32.0,Central,libre,libre,Primera Division,29.0,2492.0,0.0,1.5,0.0,0.05,600000.0,600000.0,1000000.0,400000.0,66.67,1,True,4.0,11583.0,0.0,4.77,46.37,10.0,24980.0,35.0,0.0,0.0,0.0,13,3,2,4,5,78.22
Luis Asué,2025-26,CD Leganés,,24.0,Delantero,cesion,cesion,Extranjero,15.0,470.0,2.0,2.56,0.38,0.49,1500000.0,,,,,0,True,2.0,5456.0,25.0,25.33,21.84,10.0,24980.0,35.0,0.0,0.0,0.0,12,7,0,4,2,71.6
Marcos Leiva,2025-26,CD Leganés,,20.0,Lateral,otro,otro,Cantera / Filial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,False,2.0,2708.0,2.0,1.69,10.84,10.0,24980.0,35.0,0.0,0.0,0.0,10,5,1,3,3,65.98
Marvel,2025-26,CD Leganés,,22.0,Central,traspaso,traspaso,Cantera / Filial,36.0,3346.0,0.0,1.34,0.0,0.04,500000.0,,,,,0,True,4.0,11583.0,0.0,4.77,46.37,10.0,24980.0,35.0,0.0,0.0,0.0,13,3,2,4,5,78.22
Miguel San Román,2025-26,CD Leganés,,28.0,Portero,libre,libre,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,10.0,24980.0,35.0,0.0,0.0,0.0,5,1,0,0,1,29.28
Rubén Peña,2025-26,CD Leganés,,33.0,Lateral,libre,libre,Primera Division,23.0,1827.0,1.0,0.57,0.05,0.03,1200000.0,,,,,0,True,2.0,2708.0,2.0,1.69,10.84,10.0,24980.0,35.0,0.0,0.0,0.0,10,5,1,3,3,65.98
Rubén Pulido,2025-26,CD Leganés,,24.0,Central,libre,libre,Primera Division,4.0,89.0,0.0,0.0,0.0,0.0,600000.0,,,,,0,True,4.0,11583.0,0.0,4.77,46.37,10.0,24980.0,35.0,0.0,0.0,0.0,13,3,2,4,5,78.22
Sebastián Figueredo,2025-26,CD Leganés,,23.0,Lateral,traspaso,traspaso,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,350000.0,,,,,0,False,2.0,2708.0,2.0,1.69,10.84,10.0,24980.0,35.0,0.0,0.0,0.0,10,5,1,3,3,65.98
Álex Millán,2025-26,CD Leganés,,25.0,Delantero,libre,libre,Segunda Division,37.0,1761.0,7.0,8.01,0.36,0.41,500000.0,,,,,0,True,2.0,5456.0,25.0,25.33,21.84,10.0,24980.0,35.0,0.0,0.0,0.0,12,7,0,4,2,71.6
Óscar Plano,2025-26,CD Leganés,,34.0,Mediapunta,libre,libre,Primera Division,32.0,1488.0,3.0,2.8,0.18,0.17,500000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,10.0,24980.0,35.0,0.0,0.0,0.0,5,0,0,1,2,32.64
Aarón Martin,2025-26,CD Mirandés,,18.0,Centrocampista,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,23.0,32942.0,28.0,0.0,0.0,0.0,31,17,0,27,17,99.77
Adrián Pica,2025-26,CD Mirandés,,23.0,Central,cesion,cesion,Primera Division,8.0,578.0,1.0,0.28,0.16,0.04,1200000.0,,,,,0,True,3.0,6303.0,1.0,1.66,19.13,23.0,32942.0,28.0,0.0,0.0,0.0,23,8,0,12,9,97.23
Alberto Marí,2025-26,CD Mirandés,,24.0,Delantero,cesion,cesion,Primera Division,18.0,1026.0,1.0,2.76,0.09,0.24,1000000.0,,,,,0,True,5.0,3362.0,10.0,10.73,10.21,23.0,32942.0,28.0,0.0,0.0,0.0,24,19,0,16,13,97.95
Ali Houary,2025-26,CD Mirandés,,20.0,Centrocampista,cesion,cesion,Primera Division,15.0,848.0,0.0,1.03,0.0,0.11,300000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,23.0,32942.0,28.0,0.0,0.0,0.0,31,17,0,27,17,99.77
Carlos Fernández,2025-26,CD Mirandés,,29.0,Delantero,cesion,cesion,Primera Division,34.0,2753.0,15.0,10.48,0.49,0.34,1000000.0,,,,,0,True,5.0,3362.0,10.0,10.73,10.21,23.0,32942.0,28.0,0.0,0.0,0.0,24,19,0,16,13,97.95
Diego Sia,2025-26,CD Mirandés,,19.0,Extremo,cesion,cesion,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,,,,,0,False,5.0,3997.0,8.0,7.75,12.13,23.0,32942.0,28.0,0.0,0.0,0.0,23,19,0,21,9,97.23
Etienne Eto'o,2025-26,CD Mirandés,,23.0,Delantero,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,300000.0,100000.0,50.0,1,False,5.0,3362.0,10.0,10.73,10.21,23.0,32942.0,28.0,0.0,0.0,0.0,24,19,0,16,13,97.95
Fernando Medrano,2025-26,CD Mirandés,,25.0,Lateral,libre,libre,Segunda Division,32.0,2814.0,2.0,1.62,0.06,0.05,400000.0,,,,,0,True,3.0,5648.0,0.0,3.18,17.15,23.0,32942.0,28.0,0.0,0.0,0.0,22,18,1,19,8,96.78
Gonzalo Petit,2025-26,CD Mirandés,,18.0,Delantero,cesion,cesion,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,4000000.0,2500000.0,166.67,1,False,5.0,3362.0,10.0,10.73,10.21,23.0,32942.0,28.0,0.0,0.0,0.0,24,19,0,16,13,97.95
Hugo Novoa,2025-26,CD Mirandés,,22.0,Lateral,cesion,cesion,Primera Division,29.0,1969.0,0.0,0.72,0.0,0.03,1500000.0,,,,,0,True,3.0,5648.0,0.0,3.18,17.15,23.0,32942.0,28.0,0.0,0.0,0.0,22,18,1,19,8,96.78
Igor Nikic,2025-26,CD Mirandés,,24.0,Portero,otro,otro,Extranjero,0.0,0.0,0.0,0.0,0.0,0.0,650000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,23.0,32942.0,28.0,0.0,0.0,0.0,8,1,0,2,3,47.1
Iker Córdoba,2025-26,CD Mirandés,,19.0,Central,cesion,cesion,Primera Division,22.0,1463.0,0.0,0.89,0.0,0.05,100000.0,,,,,0,True,3.0,6303.0,1.0,1.66,19.13,23.0,32942.0,28.0,0.0,0.0,0.0,23,8,0,12,9,97.23
Iker Varela,2025-26,CD Mirandés,,22.0,Delantero,cesion,cesion,Otra categoria España,15.0,797.0,1.0,0.84,0.11,0.09,300000.0,,,,,0,True,5.0,3362.0,10.0,10.73,10.21,23.0,32942.0,28.0,0.0,0.0,0.0,24,19,0,16,13,97.95
Ismael Barea,2025-26,CD Mirandés,,20.0,Centrocampista,cesion,cesion,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,300000.0,300000.0,0.0,0.0,0,False,0.0,0.0,0.0,0.0,0.0,23.0,32942.0,28.0,0.0,0.0,0.0,31,17,0,27,17,99.77
Javi Hernández,2025-26,CD Mirandés,,21.0,Extremo,cesion,cesion,Primera Division,21.0,2023.0,7.0,5.71,0.31,0.25,500000.0,,,,,0,True,5.0,3997.0,8.0,7.75,12.13,23.0,32942.0,28.0,0.0,0.0,0.0,23,19,0,21,9,97.23
Jorge Cabello,2025-26,CD Mirandés,,21.0,Central,cesion,cesion,Primera Division,22.0,2078.0,0.0,0.45,0.0,0.02,900000.0,,,,,0,True,3.0,6303.0,1.0,1.66,19.13,23.0,32942.0,28.0,0.0,0.0,0.0,23,8,0,12,9,97.23
Juanpa Palomares,2025-26,CD Mirandés,,24.0,Portero,libre,libre,Otra categoria España,26.0,2539.0,0.0,0.0,0.0,0.0,250000.0,,,,,0,True,0.0,0.0,0.0,0.0,0.0,23.0,32942.0,28.0,0.0,0.0,0.0,8,1,0,2,3,47.1
Marino Illescas,2025-26,CD Mirandés,,24.0,Mediapunta,libre,libre,Otra categoria España,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,250000.0,300000.0,50000.0,20.0,1,False,0.0,0.0,0.0,0.0,0.0,23.0,32942.0,28.0,0.0,0.0,0.0,7,4,0,6,3,65.41
Martín Pascual,2025-26,CD Mirandés,,26.0,Central,libre,libre,Otra categoria España,23.0,1278.0,0.0,1.53,0.0,0.11,400000.0,,,,,0,True,3.0,6303.0,1.0,1.66,19.13,23.0,32942.0,28.0,0.0,0.0,0.0,23,8,0,12,9,97.23
Mickaël Malsa,2025-26,CD Mirandés,,30.0,Centrocampista,otro,otro,Sin club anterior,0.0,0.0,0.0,0.0,0.0,0.0,450000.0,,,,,0,False,0.0,0.0,0.0,0.0,0.0,23.0,32942.0,28.0,0.0,0.0,0.0,31,17,0,27,17,99.77
Nikola Maras,2025-26,CD Mirandés,,30.0,Central,cesion,cesion,Primera Division,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,,,,,0,False,3.0,6303.0,1.0,1.66,19.13,23.0,32942.0,28.0,0.0,0.0,0.0,23,8,0,12,9,97.23
