jugador,temporada,club,entrenador,edad,posicion,tipo_operacion,tipo_suceso,minutos,goles,xg,valor_mercado,revalorizacion_porcentual,revalorizacion_absoluta,comp_desarrollo,comp_mercado,comp_rendimiento,comp_progresion,dimensiones_usadas,operation_success_score
Raúl Lizoain,2024-25,Albacete Balompié,,33.0,Portero,libre,libre,3608.0,0.0,0.0,300000.0,,,1.0,,0.0,,desarrollo+rendimiento,66.67
Samu Vázquez,2024-25,Albacete Balompié,,23.0,Lateral,libre,libre,0.0,0.0,0.0,250000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Ander Cantero,2024-25,Burgos CF,José Alberto,29.0,Portero,libre,libre,4163.0,0.0,0.0,1000000.0,,,1.0,,0.0,,desarrollo+rendimiento,66.67
Borja Sánchez,2024-25,Burgos CF,José Alberto,28.0,Extremo,cesion,cesion,0.0,0.0,0.0,1000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
David González,2024-25,Burgos CF,José Alberto,22.0,Extremo,libre,libre,1223.0,2.0,2.12,100000.0,,,0.45296296296296296,,0.308,,desarrollo+rendimiento,40.46
David López,2024-25,Burgos CF,José Alberto,21.0,Central,cesion,cesion,0.0,0.0,0.0,100000.0,400.0,400000.0,,1.0,,1.0,mercado+progresion,100.0
Elady Zorrilla,2024-25,Burgos CF,José Alberto,34.0,Extremo,libre,libre,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Fernando Mimbacas,2024-25,Burgos CF,José Alberto,22.0,Delantero,traspaso,traspaso,0.0,0.0,0.0,500000.0,-60.0,-300000.0,,0.0,,0.0,mercado+progresion,0.0
Gabriel Barès,2024-25,Burgos CF,José Alberto,24.0,Centrocampista,libre,libre,0.0,0.0,0.0,400000.0,-25.0,-100000.0,,0.125,,0.0,mercado+progresion,7.81
Ghislain Konan,2024-25,Burgos CF,José Alberto,29.0,Lateral,otro,otro,0.0,0.0,0.0,5000000.0,-80.0,-4000000.0,,0.0,,0.0,mercado+progresion,0.0
Grego Sierra,2024-25,Burgos CF,José Alberto,31.0,Central,libre,libre,1783.0,0.0,0.23,700000.0,,,0.6603703703703704,,0.008,,desarrollo+rendimiento,44.29
Ian Forns,2024-25,Burgos CF,José Alberto,20.0,Lateral,cesion,cesion,0.0,0.0,0.0,150000.0,33.33,50000.0,,0.41664999999999996,,0.7,mercado+progresion,52.29
Iván Morante,2024-25,Burgos CF,José Alberto,23.0,Centrocampista,libre,libre,2227.0,0.0,0.69,700000.0,,,0.8248148148148148,,0.024,,desarrollo+rendimiento,55.79
Iñigo Córdoba,2024-25,Burgos CF,José Alberto,27.0,Extremo,libre,libre,1829.0,3.0,2.82,1500000.0,,,0.6774074074074075,,0.29200000000000004,,desarrollo+rendimiento,54.89
Lisandro López,2024-25,Burgos CF,José Alberto,34.0,Central,libre,libre,0.0,0.0,0.0,1000000.0,-20.0,-200000.0,,0.15,,0.0,mercado+progresion,9.38
Marcelo Expósito,2024-25,Burgos CF,José Alberto,21.0,Centrocampista,otro,sub23_wyscout,892.0,2.0,0.38,0.0,,,0.33037037037037037,,0.272,,desarrollo+rendimiento,31.09
Mario Cantero,2024-25,Burgos CF,José Alberto,22.0,Extremo,libre,libre,363.0,0.0,0.01,0.0,,,0.13444444444444445,,0.0,,desarrollo+rendimiento,8.96
Nikola Milicic,2024-25,Burgos CF,José Alberto,20.0,Central,libre,libre,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Pipa,2024-25,Burgos CF,José Alberto,26.0,Lateral,cesion,cesion,0.0,0.0,0.0,2000000.0,-30.0,-600000.0,,0.1,,0.0,mercado+progresion,6.25
Rubén Quintanilla,2024-25,Burgos CF,José Alberto,22.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,50000.0,300.0,150000.0,,1.0,,1.0,mercado+progresion,100.0
Thomas Rodríguez,2024-25,Burgos CF,José Alberto,28.0,Extremo,libre,libre,0.0,0.0,0.0,250000.0,-20.0,-50000.0,,0.15,,0.0,mercado+progresion,9.38
Tomeu Nadal,2024-25,Burgos CF,José Alberto,35.0,Portero,libre,libre,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Amir Abedzadeh,2024-25,CD Castellón,Óscar Cano,31.0,Portero,libre,libre,294.0,0.0,0.0,600000.0,,,0.10888888888888888,,0.0,,desarrollo+rendimiento,7.26
David Flakus Bosilj,2024-25,CD Castellón,Óscar Cano,22.0,Delantero,libre,libre,0.0,0.0,0.0,400000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Giovanni Zarfino,2024-25,CD Castellón,Óscar Cano,33.0,Centrocampista,otro,otro,0.0,0.0,0.0,300000.0,-33.33,-100000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Jetro Willems,2024-25,CD Castellón,Óscar Cano,30.0,Central,libre,libre,0.0,0.0,0.0,400000.0,-25.0,-100000.0,,0.125,,0.0,mercado+progresion,7.81
Juan Escobar,2024-25,CD Castellón,Óscar Cano,29.0,Central,otro,otro,0.0,0.0,0.0,3000000.0,-73.33,-2200000.0,,0.0,,0.0,mercado+progresion,0.0
Kenneth Mamah,2024-25,CD Castellón,Óscar Cano,26.0,Extremo,traspaso,traspaso,0.0,0.0,0.0,650000.0,7.69,50000.0,,0.28845,,0.7,mercado+progresion,44.28
Mamadou Traoré,2024-25,CD Castellón,Óscar Cano,22.0,Extremo,libre,libre,0.0,0.0,0.0,50000.0,100.0,50000.0,,0.75,,0.85,mercado+progresion,78.75
Mats Seuntjens,2024-25,CD Castellón,Óscar Cano,32.0,Mediapunta,libre,libre,0.0,0.0,0.0,850000.0,-17.65,-150000.0,,0.16175,,0.0,mercado+progresion,10.11
Milos Jojic,2024-25,CD Castellón,Óscar Cano,32.0,Centrocampista,libre,libre,0.0,0.0,0.0,500000.0,-40.0,-200000.0,,0.05,,0.0,mercado+progresion,3.12
Nick Markanich,2024-25,CD Castellón,Óscar Cano,25.0,Extremo,traspaso,traspaso,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Thomas Van Den Belt,2024-25,CD Castellón,Óscar Cano,23.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,1800000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Álex Calatrava,2024-25,CD Castellón,Óscar Cano,24.0,Extremo,libre,libre,2451.0,6.0,6.86,200000.0,,,0.9077777777777778,,0.464,,desarrollo+rendimiento,75.99
Alan Godoy,2024-25,CD Eldense,,21.0,Delantero,traspaso,traspaso,0.0,0.0,0.0,250000.0,20.0,50000.0,,0.35,,0.7,mercado+progresion,48.12
Chico Geraldes,2024-25,CD Eldense,,29.0,Mediapunta,cesion,cesion,0.0,0.0,0.0,2000000.0,-50.0,-1000000.0,,0.0,,0.0,mercado+progresion,0.0
Nacho Quintana,2024-25,CD Eldense,,23.0,Delantero,libre,libre,2478.0,1.0,4.1,250000.0,,,0.9177777777777778,,0.16799999999999998,,desarrollo+rendimiento,66.79
Ricardo Grigore,2024-25,CD Eldense,,25.0,Central,libre,libre,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Adrián Butzke,2024-25,CD Mirandés,Míchel Alonso,25.0,Delantero,cesion,cesion,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Alberto Dadie,2024-25,CD Mirandés,Míchel Alonso,22.0,Lateral,cesion,cesion,0.0,0.0,0.0,250000.0,-20.0,-50000.0,,0.15,,0.0,mercado+progresion,9.38
Ander Martín,2024-25,CD Mirandés,Míchel Alonso,23.0,Extremo,cesion,cesion,0.0,0.0,0.0,400000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Carlo García,2024-25,CD Mirandés,Míchel Alonso,23.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,400000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Hugo Rincón,2024-25,CD Mirandés,Míchel Alonso,21.0,Lateral,cesion,cesion,0.0,0.0,0.0,250000.0,700.0,1750000.0,,1.0,,1.0,mercado+progresion,100.0
Iker Benito,2024-25,CD Mirandés,Míchel Alonso,22.0,Extremo,cesion,cesion,0.0,0.0,0.0,800000.0,87.5,700000.0,,0.6875,,0.8125,mercado+progresion,73.44
Joaquín Panichelli,2024-25,CD Mirandés,Míchel Alonso,21.0,Delantero,cesion,cesion,0.0,0.0,0.0,300000.0,2233.33,6700000.0,,1.0,,1.0,mercado+progresion,100.0
Jon Gorrotxategi,2024-25,CD Mirandés,Míchel Alonso,22.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,500000.0,500.0,2500000.0,,1.0,,1.0,mercado+progresion,100.0
Juan Gutiérrez,2024-25,CD Mirandés,Míchel Alonso,24.0,Central,libre,libre,3487.0,0.0,1.49,200000.0,,,1.0,,0.032,,desarrollo+rendimiento,67.73
Julio Alonso,2024-25,CD Mirandés,Míchel Alonso,25.0,Lateral,libre,libre,0.0,0.0,0.0,600000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Raúl Fernández,2024-25,CD Mirandés,Míchel Alonso,36.0,Portero,libre,libre,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Santiago Homenchenko,2024-25,CD Mirandés,Míchel Alonso,20.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Sergio Postigo,2024-25,CD Mirandés,Míchel Alonso,35.0,Central,libre,libre,771.0,0.0,0.62,400000.0,,,0.28555555555555556,,0.05600000000000001,,desarrollo+rendimiento,20.9
Unai Egiluz,2024-25,CD Mirandés,Míchel Alonso,22.0,Central,cesion,cesion,0.0,0.0,0.0,100000.0,500.0,500000.0,,1.0,,1.0,mercado+progresion,100.0
Urko Izeta,2024-25,CD Mirandés,Míchel Alonso,24.0,Delantero,cesion,cesion,0.0,0.0,0.0,500000.0,300.0,1500000.0,,1.0,,1.0,mercado+progresion,100.0
Victor Parada,2024-25,CD Mirandés,Míchel Alonso,22.0,Lateral,cesion,cesion,0.0,0.0,0.0,200000.0,150.0,300000.0,,1.0,,1.0,mercado+progresion,100.0
Álex Calvo,2024-25,CD Mirandés,Míchel Alonso,20.0,Extremo,cesion,cesion,0.0,0.0,0.0,1000000.0,-60.0,-600000.0,,0.0,,0.0,mercado+progresion,0.0
Aarón Martin,2024-25,CD Tenerife,Óscar Cano,18.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,1000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Josep Gayá,2024-25,CD Tenerife,Óscar Cano,24.0,Central,libre,libre,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Maikel Mesa,2024-25,CD Tenerife,Óscar Cano,33.0,Delantero,traspaso,traspaso,1537.0,4.0,3.79,700000.0,,,0.5692592592592592,,0.45200000000000007,,desarrollo+rendimiento,53.02
Rubén Alves,2024-25,CD Tenerife,Óscar Cano,29.0,Central,libre,libre,0.0,0.0,0.0,800000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Yanis Senhadji,2024-25,CD Tenerife,Óscar Cano,19.0,Delantero,cesion,cesion,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Antonio Glauder,2024-25,Cádiz CF,Pako Ayestarán,28.0,Central,libre,libre,0.0,0.0,0.0,900000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Bojan Kovacevic,2024-25,Cádiz CF,Pako Ayestarán,20.0,Central,cesion,cesion,0.0,0.0,0.0,1500000.0,-20.0,-300000.0,,0.15,,0.0,mercado+progresion,9.38
Carlos Fernández,2024-25,Cádiz CF,Pako Ayestarán,28.0,Delantero,cesion,cesion,0.0,0.0,0.0,1500000.0,-33.33,-500000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Iker Recio,2024-25,Cádiz CF,Pako Ayestarán,23.0,Central,traspaso,traspaso,303.0,0.0,0.0,200000.0,,,0.11222222222222222,,0.0,,desarrollo+rendimiento,7.48
Javi Ontiveros,2024-25,Cádiz CF,Pako Ayestarán,26.0,Extremo,libre,libre,2671.0,10.0,7.22,1400000.0,,,0.9892592592592593,,0.6000000000000001,,desarrollo+rendimiento,85.95
José Antonio Caro,2024-25,Cádiz CF,Pako Ayestarán,30.0,Portero,libre,libre,0.0,0.0,0.0,1500000.0,-60.0,-900000.0,,0.0,,0.0,mercado+progresion,0.0
José Matos,2024-25,Cádiz CF,Pako Ayestarán,29.0,Lateral,libre,libre,0.0,0.0,0.0,1200000.0,-16.67,-200000.0,,0.16665,,0.0,mercado+progresion,10.42
Mario Climent,2024-25,Cádiz CF,Pako Ayestarán,22.0,Lateral,traspaso,traspaso,1895.0,3.0,0.62,150000.0,,,0.7018518518518518,,0.192,,desarrollo+rendimiento,53.19
Youba Diarra,2024-25,Cádiz CF,Pako Ayestarán,26.0,Centrocampista,otro,otro,0.0,0.0,0.0,300000.0,66.67,200000.0,,0.58335,,0.75001,mercado+progresion,64.58
Óscar Melendo,2024-25,Cádiz CF,Pako Ayestarán,27.0,Mediapunta,traspaso,traspaso,0.0,0.0,0.0,2000000.0,-60.0,-1200000.0,,0.0,,0.0,mercado+progresion,0.0
Alberto Del Moral,2024-25,Córdoba CF,Iván Ania,24.0,Centrocampista,cesion,cesion,808.0,1.0,1.14,800000.0,0.0,0.0,0.2992592592592593,0.25,0.23600000000000002,0.0,desarrollo+mercado+progresion+rendimiento,22.94
Ander Yoldi,2024-25,Córdoba CF,Iván Ania,23.0,Extremo,cesion,cesion,0.0,0.0,0.0,400000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Carlos Isaac,2024-25,Córdoba CF,Iván Ania,26.0,Lateral,libre,libre,0.0,0.0,0.0,500000.0,20.0,100000.0,,0.35,,0.7,mercado+progresion,48.12
Gabriele Corbo,2024-25,Córdoba CF,Iván Ania,25.0,Central,libre,libre,0.0,0.0,0.0,800000.0,-37.5,-300000.0,,0.0625,,0.0,mercado+progresion,3.91
Genaro Rodríguez,2024-25,Córdoba CF,Iván Ania,26.0,Centrocampista,libre,libre,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Jacobo González,2024-25,Córdoba CF,Iván Ania,27.0,Mediapunta,libre,libre,2777.0,9.0,7.17,900000.0,,,1.0,,0.532,,desarrollo+rendimiento,84.4
Jon Magunazelaia,2024-25,Córdoba CF,Iván Ania,23.0,Mediapunta,cesion,cesion,0.0,0.0,0.0,1000000.0,-40.0,-400000.0,,0.05,,0.0,mercado+progresion,3.12
Jude Soonsup-bell,2024-25,Córdoba CF,Iván Ania,20.0,Delantero,otro,otro,0.0,0.0,0.0,250000.0,-20.0,-50000.0,,0.15,,0.0,mercado+progresion,9.38
Marvel,2024-25,Córdoba CF,Iván Ania,21.0,Central,cesion,cesion,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Pedro Ortiz,2024-25,Córdoba CF,Iván Ania,24.0,Centrocampista,libre,libre,1075.0,4.0,2.32,300000.0,,,0.39814814814814814,,0.548,,desarrollo+rendimiento,44.81
Ramón Vila,2024-25,Córdoba CF,Iván Ania,22.0,Portero,libre,libre,0.0,0.0,0.0,150000.0,33.33,50000.0,,0.41664999999999996,,0.7,mercado+progresion,52.29
Rubén Alves,2024-25,Córdoba CF,Iván Ania,30.0,Central,cesion,cesion,1459.0,3.0,2.32,800000.0,-25.0,-200000.0,0.5403703703703704,0.125,0.33999999999999997,0.0,desarrollo+mercado+progresion+rendimiento,31.54
Théo Zidane,2024-25,Córdoba CF,Iván Ania,22.0,Mediapunta,libre,libre,2012.0,5.0,4.66,300000.0,,,0.7451851851851852,,0.43200000000000005,,desarrollo+rendimiento,64.08
Xavi Sintes,2024-25,Córdoba CF,Iván Ania,22.0,Central,libre,libre,2782.0,0.0,2.27,200000.0,,,1.0,,0.05600000000000001,,desarrollo+rendimiento,68.53
Álex Sala,2024-25,Córdoba CF,Iván Ania,23.0,Centrocampista,traspaso,traspaso,0.0,0.0,0.0,300000.0,233.33,700000.0,,1.0,,1.0,mercado+progresion,100.0
Cristian Herrera,2024-25,Deportivo de La Coruña,Óscar Gilsanz,33.0,Extremo,libre,libre,733.0,2.0,2.32,300000.0,,,0.2714814814814815,,0.524,,desarrollo+rendimiento,35.57
Davo,2024-25,Deportivo de La Coruña,Óscar Gilsanz,29.0,Extremo,traspaso,traspaso,0.0,0.0,0.0,500000.0,-40.0,-200000.0,,0.05,,0.0,mercado+progresion,3.12
Denis Genreau,2024-25,Deportivo de La Coruña,Óscar Gilsanz,25.0,Mediapunta,libre,libre,0.0,0.0,0.0,800000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Diego Gómez,2024-25,Deportivo de La Coruña,Óscar Gilsanz,19.0,Extremo,otro,otro,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Helton Leite,2024-25,Deportivo de La Coruña,Óscar Gilsanz,33.0,Portero,libre,libre,0.0,0.0,0.0,1000000.0,-40.0,-400000.0,,0.05,,0.0,mercado+progresion,3.12
Juan Carlos Gauto,2024-25,Deportivo de La Coruña,Óscar Gilsanz,20.0,Extremo,cesion,cesion,0.0,0.0,0.0,2500000.0,-52.0,-1300000.0,,0.0,,0.0,mercado+progresion,0.0
Luis Chacón,2024-25,Deportivo de La Coruña,Óscar Gilsanz,24.0,Centrocampista,libre,libre,6.0,0.0,0.0,350000.0,42.86,150000.0,0.0022222222222222222,0.4643,0.0,0.7,desarrollo+mercado+progresion+rendimiento,22.2
Mohamed Bouldini,2024-25,Deportivo de La Coruña,Óscar Gilsanz,28.0,Delantero,traspaso,traspaso,0.0,0.0,0.0,2200000.0,-72.73,-1600000.0,,0.0,,0.0,mercado+progresion,0.0
Nemanja Tosic,2024-25,Deportivo de La Coruña,Óscar Gilsanz,28.0,Central,cesion,cesion,0.0,0.0,0.0,1000000.0,-30.0,-300000.0,,0.1,,0.0,mercado+progresion,6.25
Nuke Mfulu,2024-25,Deportivo de La Coruña,Óscar Gilsanz,30.0,Centrocampista,libre,libre,0.0,0.0,0.0,700000.0,-28.57,-200000.0,,0.10715,,0.0,mercado+progresion,6.7
Rafa Obrador,2024-25,Deportivo de La Coruña,Óscar Gilsanz,20.0,Lateral,cesion,cesion,0.0,0.0,0.0,300000.0,66.67,200000.0,,0.58335,,0.75001,mercado+progresion,64.58
Rubén López,2024-25,Deportivo de La Coruña,Óscar Gilsanz,19.0,Extremo,otro,otro,0.0,0.0,0.0,200000.0,150.0,300000.0,,1.0,,1.0,mercado+progresion,100.0
Sergio Escudero,2024-25,Deportivo de La Coruña,Óscar Gilsanz,34.0,Lateral,libre,libre,630.0,0.0,0.14,800000.0,,,0.23333333333333334,,0.016,,desarrollo+rendimiento,16.09
Álex Petxarroman,2024-25,Deportivo de La Coruña,Óscar Gilsanz,27.0,Lateral,traspaso,traspaso,0.0,0.0,0.0,600000.0,-16.67,-100000.0,,0.16665,,0.0,mercado+progresion,10.42
Germán Valera,2024-25,Elche CF,,22.0,Mediapunta,cesion,cesion,1181.0,3.0,1.85,1500000.0,,,0.4374074074074074,,0.388,,desarrollo+rendimiento,42.09
Marc Aguado,2024-25,Elche CF,,24.0,Centrocampista,libre,libre,1686.0,0.0,0.21,1400000.0,,,0.6244444444444445,,0.008,,desarrollo+rendimiento,41.9
Rafa Núñez,2024-25,Elche CF,,22.0,Extremo,otro,otro,0.0,0.0,0.0,200000.0,50.0,100000.0,,0.5,,0.7,mercado+progresion,57.5
Yago Santiago,2024-25,Elche CF,,21.0,Extremo,libre,libre,1449.0,2.0,2.76,200000.0,,,0.5366666666666666,,0.28,,desarrollo+rendimiento,45.11
Cedric Teguia,2024-25,FC Cartagena,,22.0,Extremo,libre,libre,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Hugo González,2024-25,FC Cartagena,,21.0,Extremo,cesion,cesion,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Jhafets Reyes,2024-25,FC Cartagena,,17.0,Portero,otro,sub23_wyscout,100.0,0.0,0.0,50000.0,,,0.037037037037037035,,0.0,,desarrollo+rendimiento,2.47
José Ríos Reina,2024-25,FC Cartagena,,34.0,Lateral,libre,libre,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Julián Delmás,2024-25,FC Cartagena,,29.0,Lateral,libre,libre,0.0,0.0,0.0,600000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Lucas Román,2024-25,FC Cartagena,,20.0,Extremo,cesion,cesion,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Nacho Martínez,2024-25,FC Cartagena,,35.0,Lateral,otro,otro,1220.0,2.0,0.36,400000.0,,,0.45185185185185184,,0.204,,desarrollo+rendimiento,36.92
Abde Rebbach,2024-25,Granada CF,Fran Escribá,26.0,Extremo,cesion,cesion,0.0,0.0,0.0,700000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Borja Bastón,2024-25,Granada CF,Fran Escribá,32.0,Delantero,otro,otro,0.0,0.0,0.0,1500000.0,-60.0,-900000.0,,0.0,,0.0,mercado+progresion,0.0
Diego Mariño,2024-25,Granada CF,Fran Escribá,34.0,Portero,otro,otro,0.0,0.0,0.0,300000.0,-16.67,-50000.0,,0.16665,,0.0,mercado+progresion,10.42
Giorgi Tsitaishvili,2024-25,Granada CF,Fran Escribá,23.0,Extremo,cesion,cesion,0.0,0.0,0.0,800000.0,150.0,1200000.0,,1.0,,1.0,mercado+progresion,100.0
Loïc Williams,2024-25,Granada CF,Fran Escribá,22.0,Central,traspaso,traspaso,2671.0,1.0,0.59,500000.0,,,0.9892592592592593,,0.052,,desarrollo+rendimiento,67.68
Manu Lama,2024-25,Granada CF,Fran Escribá,23.0,Central,traspaso,traspaso,1120.0,2.0,1.17,250000.0,,,0.4148148148148148,,0.264,,desarrollo+rendimiento,36.45
Manu Trigueros,2024-25,Granada CF,Fran Escribá,32.0,Centrocampista,libre,libre,1621.0,3.0,2.42,1500000.0,,,0.6003703703703703,,0.30800000000000005,,desarrollo+rendimiento,50.29
Miguel Ángel Brau,2024-25,Granada CF,Fran Escribá,22.0,Lateral,otro,otro,0.0,0.0,0.0,150000.0,566.67,850000.0,,1.0,,1.0,mercado+progresion,100.0
Pablo Insua,2024-25,Granada CF,Fran Escribá,30.0,Central,libre,libre,0.0,0.0,0.0,1000000.0,-40.0,-400000.0,,0.05,,0.0,mercado+progresion,3.12
Pablo Sáenz,2024-25,Granada CF,Fran Escribá,23.0,Extremo,otro,otro,1892.0,5.0,2.35,150000.0,233.33,350000.0,0.7007407407407408,1.0,0.376,1.0,desarrollo+mercado+progresion+rendimiento,75.55
Reinier,2024-25,Granada CF,Fran Escribá,22.0,Mediapunta,cesion,cesion,0.0,0.0,0.0,3500000.0,-57.14,-2000000.0,,0.0,,0.0,mercado+progresion,0.0
Rubén Sánchez,2024-25,Granada CF,Fran Escribá,23.0,Lateral,cesion,cesion,0.0,0.0,0.0,700000.0,42.86,300000.0,,0.4643,,0.7,mercado+progresion,55.27
Siren Diao,2024-25,Granada CF,Fran Escribá,19.0,Delantero,cesion,cesion,0.0,0.0,0.0,1500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Stoichkov,2024-25,Granada CF,Fran Escribá,31.0,Delantero,traspaso,traspaso,0.0,0.0,0.0,2500000.0,-40.0,-1000000.0,,0.05,,0.0,mercado+progresion,3.12
Carlos Espí,2024-25,Levante UD,Julián Calero,18.0,Delantero,otro,sub23_wyscout,724.0,6.0,8.4,0.0,,,0.26814814814814814,,1.0,,desarrollo+rendimiento,51.21
Dani Martín,2024-25,Levante UD,Julián Calero,18.0,Portero,traspaso,traspaso,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Diego Pampín,2024-25,Levante UD,Julián Calero,24.0,Lateral,libre,libre,3313.0,1.0,2.18,700000.0,,,1.0,,0.08399999999999999,,desarrollo+rendimiento,69.47
José Luis Morales,2024-25,Levante UD,Julián Calero,36.0,Delantero,libre,libre,2844.0,11.0,9.45,1500000.0,166.67,2500000.0,1.0,1.0,0.6599999999999999,1.0,desarrollo+mercado+progresion+rendimiento,93.2
Unai Elgezabal,2024-25,Levante UD,Julián Calero,31.0,Central,libre,libre,3981.0,0.0,0.98,700000.0,,,1.0,,0.016,,desarrollo+rendimiento,67.2
Aarón Ochoa,2024-25,Málaga CF,,17.0,Delantero,otro,sub23_wyscout,1155.0,0.0,1.06,100000.0,,,0.42777777777777776,,0.064,,desarrollo+rendimiento,30.65
Antoñito Cordero,2024-25,Málaga CF,,17.0,Extremo,otro,otro,0.0,0.0,0.0,200000.0,900.0,1800000.0,,1.0,,1.0,mercado+progresion,100.0
Chupe,2024-25,Málaga CF,,20.0,Delantero,otro,sub23_wyscout,1054.0,4.0,2.98,0.0,,,0.39037037037037037,,0.6080000000000001,,desarrollo+rendimiento,46.29
Izan Merino,2024-25,Málaga CF,,18.0,Centrocampista,otro,sub23_wyscout,1351.0,0.0,0.49,100000.0,,,0.5003703703703704,,0.024,,desarrollo+rendimiento,34.16
Julen Lobete,2024-25,Málaga CF,,23.0,Delantero,libre,libre,2440.0,3.0,6.09,1500000.0,,,0.9037037037037037,,0.30800000000000005,,desarrollo+rendimiento,70.51
Roko Baturina,2024-25,Málaga CF,,24.0,Delantero,cesion,cesion,0.0,0.0,0.0,700000.0,-14.29,-100000.0,,0.17855000000000001,,0.0,mercado+progresion,11.16
Sergio Castel,2024-25,Málaga CF,,29.0,Delantero,libre,libre,0.0,0.0,0.0,800000.0,-12.5,-100000.0,,0.1875,,0.0,mercado+progresion,11.72
Yanis Rahmani,2024-25,Málaga CF,,29.0,Extremo,libre,libre,0.0,0.0,0.0,700000.0,-42.86,-300000.0,,0.0357,,0.0,mercado+progresion,2.23
Álex Pastor,2024-25,Málaga CF,,24.0,Central,libre,libre,2547.0,1.0,0.87,300000.0,,,0.9433333333333334,,0.07200000000000001,,desarrollo+rendimiento,65.29
Bebé,2024-25,Racing Ferrol,Cristóbal Parralo,34.0,Extremo,libre,libre,0.0,0.0,0.0,600000.0,-33.33,-200000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Héber Pena,2024-25,Racing Ferrol,Cristóbal Parralo,35.0,Extremo,libre,libre,0.0,0.0,0.0,100000.0,200.0,200000.0,,1.0,,1.0,mercado+progresion,100.0
Andrés Martín,2024-25,Racing Santander,,25.0,Mediapunta,traspaso,traspaso,3853.0,17.0,17.05,1200000.0,,,1.0,,0.8,,desarrollo+rendimiento,93.33
Clément Michelin,2024-25,Racing Santander,,27.0,Lateral,libre,libre,0.0,0.0,0.0,1200000.0,25.0,300000.0,,0.375,,0.7,mercado+progresion,49.69
Javi Castro,2024-25,Racing Santander,,23.0,Central,libre,libre,3301.0,3.0,4.85,600000.0,,,1.0,,0.2,,desarrollo+rendimiento,73.33
Javi Montero,2024-25,Racing Santander,,25.0,Central,libre,libre,0.0,0.0,0.0,1500000.0,20.0,300000.0,,0.35,,0.7,mercado+progresion,48.12
Jon Karrikaburu,2024-25,Racing Santander,,21.0,Delantero,cesion,cesion,0.0,0.0,0.0,2500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
