jugador,temporada,club,entrenador,edad,posicion,tipo_operacion,tipo_suceso,minutos,goles,xg,valor_mercado,revalorizacion_porcentual,revalorizacion_absoluta,comp_desarrollo,comp_mercado,comp_rendimiento,comp_progresion,dimensiones_usadas,operation_success_score
Fran Gámez,2021-22,Real Zaragoza,Juan Ignacio Martínez,29.0,Lateral,libre,libre,0.0,0.0,0.0,500000.0,-20.0,-100000.0,,0.15,,0.0,mercado+progresion,9.38
Jaume Grau,2021-22,Real Zaragoza,Juan Ignacio Martínez,24.0,Centrocampista,libre,libre,0.0,0.0,0.0,800000.0,-12.5,-100000.0,,0.1875,,0.0,mercado+progresion,11.72
Lluís López,2021-22,Real Zaragoza,Juan Ignacio Martínez,24.0,Central,libre,libre,0.0,0.0,0.0,800000.0,-37.5,-300000.0,,0.0625,,0.0,mercado+progresion,3.91
Nano Mesa,2021-22,Real Zaragoza,Juan Ignacio Martínez,26.0,Delantero,cesion,cesion,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Radosav Petrovic,2021-22,Real Zaragoza,Juan Ignacio Martínez,32.0,Central,libre,libre,0.0,0.0,0.0,400000.0,-50.0,-200000.0,,0.0,,0.0,mercado+progresion,0.0
Sabin Merino,2021-22,Real Zaragoza,Juan Ignacio Martínez,30.0,Delantero,libre,libre,0.0,0.0,0.0,1200000.0,-66.67,-800000.0,,0.0,,0.0,mercado+progresion,0.0
Valentín Vada,2021-22,Real Zaragoza,Juan Ignacio Martínez,25.0,Centrocampista,libre,libre,0.0,0.0,0.0,1000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Álvaro Giménez,2021-22,Real Zaragoza,Juan Ignacio Martínez,30.0,Delantero,cesion,cesion,0.0,0.0,0.0,1500000.0,-33.33,-500000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Iker Amorrortu,2021-22,SD Amorebieta,Íñigo Vélez,25.0,Extremo,libre,libre,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Ager Aketxe,2021-22,SD Eibar,Gaizka Garitano,27.0,Extremo,libre,libre,0.0,0.0,0.0,800000.0,125.0,1000000.0,,0.875,,0.9249999999999999,mercado+progresion,89.38
Ander Cantero,2021-22,SD Eibar,Gaizka Garitano,26.0,Portero,traspaso,traspaso,0.0,0.0,0.0,500000.0,20.0,100000.0,,0.35,,0.7,mercado+progresion,48.12
Antonio Glauder,2021-22,SD Eibar,Gaizka Garitano,25.0,Central,libre,libre,0.0,0.0,0.0,800000.0,-25.0,-200000.0,,0.125,,0.0,mercado+progresion,7.81
Chema Rodríguez,2021-22,SD Eibar,Gaizka Garitano,29.0,Central,cesion,cesion,0.0,0.0,0.0,800000.0,-75.0,-600000.0,,0.0,,0.0,mercado+progresion,0.0
Fernando Llorente,2021-22,SD Eibar,Gaizka Garitano,36.0,Delantero,otro,otro,0.0,0.0,0.0,1000000.0,-70.0,-700000.0,,0.0,,0.0,mercado+progresion,0.0
Fran Sol,2021-22,SD Eibar,Gaizka Garitano,29.0,Delantero,cesion,cesion,0.0,0.0,0.0,800000.0,25.0,200000.0,,0.375,,0.7,mercado+progresion,49.69
Franchu,2021-22,SD Eibar,Gaizka Garitano,23.0,Mediapunta,libre,libre,0.0,0.0,0.0,600000.0,-16.67,-100000.0,,0.16665,,0.0,mercado+progresion,10.42
Frederico Venâncio,2021-22,SD Eibar,Gaizka Garitano,28.0,Central,libre,libre,0.0,0.0,0.0,800000.0,-12.5,-100000.0,,0.1875,,0.0,mercado+progresion,11.72
Gustavo Blanco Leschuk,2021-22,SD Eibar,Gaizka Garitano,29.0,Delantero,cesion,cesion,0.0,0.0,0.0,800000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Javi Muñoz,2021-22,SD Eibar,Gaizka Garitano,26.0,Centrocampista,libre,libre,0.0,0.0,0.0,700000.0,42.86,300000.0,,0.4643,,0.7,mercado+progresion,55.27
José Corpas,2021-22,SD Eibar,Gaizka Garitano,29.0,Mediapunta,traspaso,traspaso,3259.0,8.0,9.5,1000000.0,,,1.0,,0.47200000000000003,,desarrollo+rendimiento,82.4
Stoichkov,2021-22,SD Eibar,Gaizka Garitano,27.0,Delantero,traspaso,traspaso,0.0,0.0,0.0,1000000.0,300.0,3000000.0,,1.0,,1.0,mercado+progresion,100.0
Toño García,2021-22,SD Eibar,Gaizka Garitano,31.0,Lateral,libre,libre,0.0,0.0,0.0,800000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Xabi Etxeita,2021-22,SD Eibar,Gaizka Garitano,33.0,Central,libre,libre,0.0,0.0,0.0,800000.0,-37.5,-300000.0,,0.0625,,0.0,mercado+progresion,3.91
Yanis Rahmani,2021-22,SD Eibar,Gaizka Garitano,26.0,Extremo,traspaso,traspaso,0.0,0.0,0.0,1000000.0,-30.0,-300000.0,,0.1,,0.0,mercado+progresion,6.25
Óscar Sielva,2021-22,SD Eibar,Gaizka Garitano,29.0,Centrocampista,traspaso,traspaso,0.0,0.0,0.0,1000000.0,-40.0,-400000.0,,0.05,,0.0,mercado+progresion,3.12
Adolfo Gaich,2021-22,SD Huesca,Nacho Ambriz,22.0,Delantero,cesion,cesion,0.0,0.0,0.0,8000000.0,-62.5,-5000000.0,,0.0,,0.0,mercado+progresion,0.0
Andrei Rațiu,2021-22,SD Huesca,Nacho Ambriz,23.0,Lateral,traspaso,traspaso,0.0,0.0,0.0,300000.0,400.0,1200000.0,,1.0,,1.0,mercado+progresion,100.0
Cristian Salvador,2021-22,SD Huesca,Nacho Ambriz,26.0,Centrocampista,libre,libre,0.0,0.0,0.0,400000.0,50.0,200000.0,,0.5,,0.7,mercado+progresion,57.5
Darío Poveda,2021-22,SD Huesca,Nacho Ambriz,24.0,Delantero,cesion,cesion,0.0,0.0,0.0,600000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
David Timor,2021-22,SD Huesca,Nacho Ambriz,32.0,Centrocampista,libre,libre,0.0,0.0,0.0,1200000.0,-33.33,-400000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Enzo Lombardo,2021-22,SD Huesca,Nacho Ambriz,24.0,Extremo,libre,libre,0.0,0.0,0.0,400000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Florian Miguel,2021-22,SD Huesca,Nacho Ambriz,24.0,Lateral,libre,libre,0.0,0.0,0.0,1800000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Gerard Valentín,2021-22,SD Huesca,Nacho Ambriz,28.0,Extremo,traspaso,traspaso,0.0,0.0,0.0,600000.0,33.33,200000.0,,0.41664999999999996,,0.7,mercado+progresion,52.29
Ignasi Miquel,2021-22,SD Huesca,Nacho Ambriz,28.0,Central,cesion,cesion,0.0,0.0,0.0,1000000.0,20.0,200000.0,,0.35,,0.7,mercado+progresion,48.12
Isidro Pitta,2021-22,SD Huesca,Nacho Ambriz,22.0,Delantero,traspaso,traspaso,0.0,0.0,0.0,1000000.0,100.0,1000000.0,,0.75,,0.85,mercado+progresion,78.75
Julio Buffarini,2021-22,SD Huesca,Nacho Ambriz,32.0,Lateral,libre,libre,0.0,0.0,0.0,1000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Lago Júnior,2021-22,SD Huesca,Nacho Ambriz,31.0,Extremo,cesion,cesion,0.0,0.0,0.0,1400000.0,-14.29,-200000.0,,0.17855000000000001,,0.0,mercado+progresion,11.16
Marc Mateu,2021-22,SD Huesca,Nacho Ambriz,31.0,Lateral,libre,libre,0.0,0.0,0.0,500000.0,140.0,700000.0,,0.95,,0.97,mercado+progresion,95.75
Miguel San Román,2021-22,SD Huesca,Nacho Ambriz,24.0,Portero,otro,otro,0.0,0.0,0.0,700000.0,-28.57,-200000.0,,0.10715,,0.0,mercado+progresion,6.7
Pablo Martínez,2021-22,SD Huesca,Nacho Ambriz,23.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,1500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Alexandru Pașcanu,2021-22,SD Ponferradina,Juan Antonio Anquela,23.0,Central,traspaso,traspaso,0.0,0.0,0.0,800000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Cristian Rodríguez,2021-22,SD Ponferradina,Juan Antonio Anquela,25.0,Centrocampista,libre,libre,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
José Copete,2021-22,SD Ponferradina,Juan Antonio Anquela,21.0,Central,libre,libre,0.0,0.0,0.0,250000.0,220.0,550000.0,,1.0,,1.0,mercado+progresion,100.0
Juan Camilo Becerra,2021-22,SD Ponferradina,Juan Antonio Anquela,23.0,Delantero,cesion,cesion,0.0,0.0,0.0,350000.0,-14.29,-50000.0,,0.17855000000000001,,0.0,mercado+progresion,11.16
Juan Hernández,2021-22,SD Ponferradina,Juan Antonio Anquela,27.0,Extremo,libre,libre,0.0,0.0,0.0,400000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Kike Saverio,2021-22,SD Ponferradina,Juan Antonio Anquela,22.0,Extremo,cesion,cesion,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Kuki Zalazar,2021-22,SD Ponferradina,Juan Antonio Anquela,23.0,Mediapunta,libre,libre,0.0,0.0,0.0,250000.0,-20.0,-50000.0,,0.15,,0.0,mercado+progresion,9.38
Lucho García,2021-22,SD Ponferradina,Juan Antonio Anquela,23.0,Portero,libre,libre,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Miguel Baeza,2021-22,SD Ponferradina,Juan Antonio Anquela,21.0,Mediapunta,cesion,cesion,0.0,0.0,0.0,2000000.0,-50.0,-1000000.0,,0.0,,0.0,mercado+progresion,0.0
Paul Anton,2021-22,SD Ponferradina,Juan Antonio Anquela,30.0,Centrocampista,libre,libre,0.0,0.0,0.0,1100000.0,-27.27,-300000.0,,0.11365,,0.0,mercado+progresion,7.1
Ricard Pujol,2021-22,SD Ponferradina,Juan Antonio Anquela,23.0,Central,libre,libre,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Sergi Enrich,2021-22,SD Ponferradina,Juan Antonio Anquela,31.0,Delantero,otro,otro,0.0,0.0,0.0,1800000.0,-16.67,-300000.0,,0.16665,,0.0,mercado+progresion,10.42
Sergi Puig,2021-22,SD Ponferradina,Juan Antonio Anquela,22.0,Portero,libre,libre,0.0,0.0,0.0,100000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Berto,2021-22,Sporting Gijón,Abelardo Fernández,23.0,Extremo,otro,otro,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Christian Rivera,2021-22,Sporting Gijón,Abelardo Fernández,24.0,Centrocampista,libre,libre,0.0,0.0,0.0,700000.0,-28.57,-200000.0,,0.10715,,0.0,mercado+progresion,6.7
Eric Ramírez,2021-22,Sporting Gijón,Abelardo Fernández,23.0,Delantero,cesion,cesion,0.0,0.0,0.0,1500000.0,-33.33,-500000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Fran Villalba,2021-22,Sporting Gijón,Abelardo Fernández,23.0,Mediapunta,cesion,cesion,0.0,0.0,0.0,1500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Iván Cuéllar,2021-22,Sporting Gijón,Abelardo Fernández,37.0,Portero,libre,libre,0.0,0.0,0.0,100000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Jony,2021-22,Sporting Gijón,Abelardo Fernández,30.0,Extremo,cesion,cesion,0.0,0.0,0.0,1000000.0,-50.0,-500000.0,,0.0,,0.0,mercado+progresion,0.0
Jordi Calavera,2021-22,Sporting Gijón,Abelardo Fernández,26.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,600000.0,-16.67,-100000.0,,0.16665,,0.0,mercado+progresion,10.42
José Luis Rodríguez,2021-22,Sporting Gijón,Abelardo Fernández,23.0,Extremo,cesion,cesion,0.0,0.0,0.0,500000.0,60.0,300000.0,,0.55,,0.73,mercado+progresion,61.75
Juan Berrocal,2021-22,Sporting Gijón,Abelardo Fernández,22.0,Central,cesion,cesion,0.0,0.0,0.0,1500000.0,-33.33,-500000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Vasyl Kravets,2021-22,Sporting Gijón,Abelardo Fernández,23.0,Lateral,cesion,cesion,0.0,0.0,0.0,800000.0,25.0,200000.0,,0.375,,0.7,mercado+progresion,49.69
Arnau Puigmal,2021-22,UD Almería,Rubi,20.0,Centrocampista,libre,libre,1520.0,5.0,4.4,900000.0,,,0.562962962962963,,0.5680000000000001,,desarrollo+rendimiento,56.46
Manu Morlanes,2021-22,UD Almería,Rubi,22.0,Centrocampista,traspaso,traspaso,0.0,0.0,0.0,5000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Samú Costa,2021-22,UD Almería,Rubi,20.0,Centrocampista,traspaso,traspaso,0.0,0.0,0.0,5000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Sergio Akieme,2021-22,UD Almería,Rubi,23.0,Lateral,traspaso,traspaso,0.0,0.0,0.0,5000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Álex Pozo,2021-22,UD Almería,Rubi,22.0,Extremo,cesion,cesion,0.0,0.0,0.0,4000000.0,-62.5,-2500000.0,,0.0,,0.0,mercado+progresion,0.0
Alejandro Gálvez,2021-22,UD Ibiza,Pep Lluís Martí,32.0,Central,libre,libre,0.0,0.0,0.0,1300000.0,-84.62,-1100000.0,,0.0,,0.0,mercado+progresion,0.0
Mateusz Bogusz,2021-22,UD Ibiza,Pep Lluís Martí,19.0,Mediapunta,cesion,cesion,0.0,0.0,0.0,1000000.0,50.0,500000.0,,0.5,,0.7,mercado+progresion,57.5
Miguel Cifuentes,2021-22,UD Ibiza,Pep Lluís Martí,30.0,Centrocampista,libre,libre,0.0,0.0,0.0,600000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Miguel Ángel Guerrero,2021-22,UD Ibiza,Pep Lluís Martí,31.0,Delantero,libre,libre,0.0,0.0,0.0,800000.0,-37.5,-300000.0,,0.0625,,0.0,mercado+progresion,3.91
Miki Villar,2021-22,UD Ibiza,Pep Lluís Martí,24.0,Extremo,libre,libre,0.0,0.0,0.0,150000.0,33.33,50000.0,,0.41664999999999996,,0.7,mercado+progresion,52.29
Nono,2021-22,UD Ibiza,Pep Lluís Martí,30.0,Centrocampista,libre,libre,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Raúl Sánchez,2021-22,UD Ibiza,Pep Lluís Martí,24.0,Extremo,traspaso,traspaso,0.0,0.0,0.0,400000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Sergio Castel,2021-22,UD Ibiza,Pep Lluís Martí,26.0,Delantero,libre,libre,0.0,0.0,0.0,600000.0,16.67,100000.0,,0.33335000000000004,,0.7,mercado+progresion,47.08
Álex Domínguez,2021-22,UD Ibiza,Pep Lluís Martí,22.0,Portero,cesion,cesion,0.0,0.0,0.0,400000.0,-25.0,-100000.0,,0.125,,0.0,mercado+progresion,7.81
Álvaro Jiménez,2021-22,UD Ibiza,Pep Lluís Martí,26.0,Extremo,cesion,cesion,0.0,0.0,0.0,600000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Adalberto Peñaranda,2021-22,UD Las Palmas,García Pimienta,24.0,Extremo,cesion,cesion,0.0,0.0,0.0,400000.0,100.0,400000.0,,0.75,,0.85,mercado+progresion,78.75
Alberto Moleiro,2021-22,UD Las Palmas,García Pimienta,17.0,Extremo,otro,otro,0.0,0.0,0.0,100000.0,24900.0,24900000.0,,1.0,,1.0,mercado+progresion,100.0
Ale García,2021-22,UD Las Palmas,García Pimienta,18.0,Mediapunta,otro,sub23_wyscout,74.0,0.0,0.0,250000.0,,,0.027407407407407408,,0.0,,desarrollo+rendimiento,1.83
Armando Sadiku,2021-22,UD Las Palmas,García Pimienta,30.0,Delantero,libre,libre,0.0,0.0,0.0,350000.0,-14.29,-50000.0,,0.17855000000000001,,0.0,mercado+progresion,11.16
Clau Mendes,2021-22,UD Las Palmas,García Pimienta,20.0,Delantero,otro,otro,0.0,0.0,0.0,450000.0,-33.33,-150000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Erick Ferigra,2021-22,UD Las Palmas,García Pimienta,22.0,Central,libre,libre,0.0,0.0,0.0,400000.0,100.0,400000.0,,0.75,,0.85,mercado+progresion,78.75
Hernâni,2021-22,UD Las Palmas,García Pimienta,30.0,Extremo,otro,otro,0.0,0.0,0.0,1000000.0,-30.0,-300000.0,,0.1,,0.0,mercado+progresion,6.25
Jonathan Viera,2021-22,UD Las Palmas,García Pimienta,31.0,Centrocampista,libre,libre,2991.0,14.0,12.53,2200000.0,,,1.0,,0.808,,desarrollo+rendimiento,93.6
Rafa Mujica,2021-22,UD Las Palmas,García Pimienta,22.0,Delantero,libre,libre,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Raúl Navas,2021-22,UD Las Palmas,García Pimienta,33.0,Central,traspaso,traspaso,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Rober González,2021-22,UD Las Palmas,García Pimienta,21.0,Extremo,cesion,cesion,0.0,0.0,0.0,2000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Unai Veiga,2021-22,UD Las Palmas,García Pimienta,22.0,Centrocampista,libre,libre,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Óscar Pinchi,2021-22,UD Las Palmas,García Pimienta,25.0,Extremo,libre,libre,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Antonio Glauder,2022-23,Albacete Balompié,Alejandro Menéndez,26.0,Central,libre,libre,0.0,0.0,0.0,600000.0,50.0,300000.0,,0.5,,0.7,mercado+progresion,57.5
Carlos Isaac,2022-23,Albacete Balompié,Alejandro Menéndez,24.0,Lateral,otro,otro,0.0,0.0,0.0,300000.0,66.67,200000.0,,0.58335,,0.75001,mercado+progresion,64.58
Dani Escriche,2022-23,Albacete Balompié,Alejandro Menéndez,24.0,Delantero,cesion,cesion,0.0,0.0,0.0,1500000.0,-66.67,-1000000.0,,0.0,,0.0,mercado+progresion,0.0
Diego Altube,2022-23,Albacete Balompié,Alejandro Menéndez,22.0,Portero,libre,libre,0.0,0.0,0.0,800000.0,-25.0,-200000.0,,0.125,,0.0,mercado+progresion,7.81
Higinio Marín,2022-23,Albacete Balompié,Alejandro Menéndez,28.0,Delantero,libre,libre,2853.0,11.0,11.67,700000.0,,,1.0,,0.716,,desarrollo+rendimiento,90.53
Javi Martínez,2022-23,Albacete Balompié,Alejandro Menéndez,22.0,Mediapunta,cesion,cesion,0.0,0.0,0.0,2500000.0,-60.0,-1500000.0,,0.0,,0.0,mercado+progresion,0.0
Jonathan Dubasin,2022-23,Albacete Balompié,Alejandro Menéndez,22.0,Extremo,traspaso,traspaso,0.0,0.0,0.0,500000.0,200.0,1000000.0,,1.0,,1.0,mercado+progresion,100.0
Jovanny Bolívar,2022-23,Albacete Balompié,Alejandro Menéndez,21.0,Delantero,otro,otro,0.0,0.0,0.0,700000.0,-14.29,-100000.0,,0.17855000000000001,,0.0,mercado+progresion,11.16
Juan Antonio Ros,2022-23,Albacete Balompié,Alejandro Menéndez,26.0,Central,libre,libre,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Juan María Alcedo,2022-23,Albacete Balompié,Alejandro Menéndez,21.0,Lateral,libre,libre,0.0,0.0,0.0,200000.0,150.0,300000.0,,1.0,,1.0,mercado+progresion,100.0
Juanma García,2022-23,Albacete Balompié,Alejandro Menéndez,29.0,Extremo,libre,libre,0.0,0.0,0.0,600000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Lander Olaetxea,2022-23,Albacete Balompié,Alejandro Menéndez,29.0,Centrocampista,libre,libre,0.0,0.0,0.0,500000.0,20.0,100000.0,,0.35,,0.7,mercado+progresion,48.12
Maikel Mesa,2022-23,Albacete Balompié,Alejandro Menéndez,31.0,Mediapunta,libre,libre,0.0,0.0,0.0,300000.0,166.67,500000.0,,1.0,,1.0,mercado+progresion,100.0
Rodri Alonso,2022-23,Albacete Balompié,Alejandro Menéndez,20.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,100000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Tomás Reymão,2022-23,Albacete Balompié,Alejandro Menéndez,24.0,Centrocampista,libre,libre,0.0,0.0,0.0,300000.0,-33.33,-100000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Álvaro Rodríguez,2022-23,Albacete Balompié,Alejandro Menéndez,27.0,Lateral,libre,libre,0.0,0.0,0.0,600000.0,-33.33,-200000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Borja González,2022-23,Burgos CF,Julián Calero,26.0,Lateral,libre,libre,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Curro Sánchez,2022-23,Burgos CF,Julián Calero,26.0,Extremo,libre,libre,2943.0,9.0,7.41,800000.0,,,1.0,,0.52,,desarrollo+rendimiento,84.0
Dani Barrio,2022-23,Burgos CF,Julián Calero,35.0,Portero,libre,libre,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
David Goldar,2022-23,Burgos CF,Julián Calero,28.0,Central,libre,libre,0.0,0.0,0.0,800000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Gaspar Campos,2022-23,Burgos CF,Julián Calero,22.0,Extremo,cesion,cesion,0.0,0.0,0.0,1500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Javi Pérez,2022-23,Burgos CF,Julián Calero,27.0,Centrocampista,libre,libre,0.0,0.0,0.0,400000.0,-25.0,-100000.0,,0.125,,0.0,mercado+progresion,7.81
Jesús Areso,2022-23,Burgos CF,Julián Calero,23.0,Lateral,cesion,cesion,0.0,0.0,0.0,800000.0,50.0,400000.0,,0.5,,0.7,mercado+progresion,57.5
Juan Artola,2022-23,Burgos CF,Julián Calero,22.0,Delantero,cesion,cesion,0.0,0.0,0.0,700000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Juan Hernández,2022-23,Burgos CF,Julián Calero,27.0,Extremo,libre,libre,0.0,0.0,0.0,400000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Miguel Atienza,2022-23,Burgos CF,Julián Calero,23.0,Centrocampista,otro,otro,3357.0,1.0,1.59,600000.0,,,1.0,,0.068,,desarrollo+rendimiento,68.93
Mourad El Ghezouani,2022-23,Burgos CF,Julián Calero,24.0,Delantero,cesion,cesion,0.0,0.0,0.0,600000.0,16.67,100000.0,,0.33335000000000004,,0.7,mercado+progresion,47.08
Sergio Castel,2022-23,Burgos CF,Julián Calero,27.0,Delantero,libre,libre,0.0,0.0,0.0,700000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Álex Bermejo,2022-23,Burgos CF,Julián Calero,23.0,Extremo,libre,libre,0.0,0.0,0.0,600000.0,33.33,200000.0,,0.41664999999999996,,0.7,mercado+progresion,52.29
Dani Raba,2022-23,CD Leganés,Asier Garitano,26.0,Delantero,libre,libre,0.0,0.0,0.0,900000.0,177.78,1600000.0,,1.0,,1.0,mercado+progresion,100.0
Diego García,2022-23,CD Leganés,Asier Garitano,22.0,Delantero,otro,otro,0.0,0.0,0.0,150000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Enric Franquesa,2022-23,CD Leganés,Asier Garitano,25.0,Lateral,cesion,cesion,1652.0,0.0,0.26,800000.0,0.0,0.0,0.6118518518518519,0.25,0.008,0.0,desarrollo+mercado+progresion+rendimiento,30.88
Félix Ofoli,2022-23,CD Leganés,Asier Garitano,22.0,Central,otro,otro,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Javier Belman,2022-23,CD Leganés,Asier Garitano,24.0,Portero,otro,otro,0.0,0.0,0.0,400000.0,-25.0,-100000.0,,0.125,,0.0,mercado+progresion,7.81
Jon Karrikaburu,2022-23,CD Leganés,Asier Garitano,20.0,Delantero,cesion,cesion,0.0,0.0,0.0,5000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Jorge Sáenz,2022-23,CD Leganés,Asier Garitano,25.0,Central,cesion,cesion,3550.0,0.0,2.81,700000.0,42.86,300000.0,1.0,0.4643,0.05600000000000001,0.7,desarrollo+mercado+progresion+rendimiento,63.23
Josema,2022-23,CD Leganés,Asier Garitano,26.0,Central,libre,libre,0.0,0.0,0.0,800000.0,-25.0,-200000.0,,0.125,,0.0,mercado+progresion,7.81
Juanjo Narváez,2022-23,CD Leganés,Asier Garitano,27.0,Delantero,cesion,cesion,0.0,0.0,0.0,1200000.0,-33.33,-400000.0,,0.08335000000000001,,0.0,mercado+progresion,5.21
Piotr Parzyszek,2022-23,CD Leganés,Asier Garitano,28.0,Delantero,libre,libre,0.0,0.0,0.0,400000.0,-25.0,-100000.0,,0.125,,0.0,mercado+progresion,7.81
Riza Durmisi,2022-23,CD Leganés,Asier Garitano,28.0,Lateral,cesion,cesion,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Yvan Neyou,2022-23,CD Leganés,Asier Garitano,25.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,3000000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Álex Masogo,2022-23,CD Leganés,Asier Garitano,21.0,Centrocampista,libre,libre,0.0,0.0,0.0,50000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Moctar El Hacen,2022-23,CD Lugo,Míchel Alonso,24.0,Centrocampista,libre,libre,0.0,0.0,0.0,200000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Neyder Lozano,2022-23,CD Lugo,Míchel Alonso,28.0,Central,libre,libre,0.0,0.0,0.0,200000.0,50.0,100000.0,,0.5,,0.7,mercado+progresion,57.5
Alfonso Herrero,2022-23,CD Mirandés,Sergio Pellicer,28.0,Portero,libre,libre,0.0,0.0,0.0,500000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Beñat Prados,2022-23,CD Mirandés,Sergio Pellicer,21.0,Centrocampista,cesion,cesion,0.0,0.0,0.0,500000.0,20.0,100000.0,,0.35,,0.7,mercado+progresion,48.12
David Vicente,2022-23,CD Mirandés,Sergio Pellicer,23.0,Lateral,traspaso,traspaso,0.0,0.0,0.0,150000.0,33.33,50000.0,,0.41664999999999996,,0.7,mercado+progresion,52.29
Javi Llabrés,2022-23,CD Mirandés,Sergio Pellicer,20.0,Extremo,cesion,cesion,0.0,0.0,0.0,300000.0,0.0,0.0,,0.25,,0.0,mercado+progresion,15.62
Jofre Carreras,2022-23,CD Mirandés,Sergio Pellicer,21.0,Extremo,cesion,cesion,0.0,0.0,0.0,100000.0,100.0,100000.0,,0.75,,0.85,mercado+progresion,78.75
José Salinas,2022-23,CD Mirandés,Sergio Pellicer,21.0,Lateral,cesion,cesion,0.0,0.0,0.0,500000.0,100.0,500000.0,,0.75,,0.85,mercado+progresion,78.75
Juanlu Sánchez,2022-23,CD Mirandés,Sergio Pellicer,18.0,Lateral,cesion,cesion,0.0,0.0,0.0,500000.0,60.0,300000.0,,0.55,,0.73,mercado+progresion,61.75
