jugador,club,posicion,nacionalidad,edad_llegada,temporada_llegada,temporada_salida,vm_llegada,vm_salida,revalorizacion_abs,revalorizacion_pct,importe_compra,importe_venta
Aarón Escandell,FC Cartagena,Goalkeeper,Spain,26,2022-23,2023-24,1000000.0,1000000.0,0.0,0.0,,400000.0
Aarón Martin,CD Tenerife,Central Midfield,Spain,18,2024-25,2024-25,1000000.0,1000000.0,0.0,0.0,,1400000.0
Abdallahi Mahmoud,Deportivo Alavés,Attacking Midfield,Mauritania,22,2022-23,2022-23,600000.0,600000.0,0.0,0.0,,
Abde Rebbach,Granada CF,Left Winger,Algeria,26,2024-25,2025-26,700000.0,700000.0,0.0,0.0,,
Abdel Al Badaoui,AD Alcorcón,Attacking Midfield,Spain,25,2021-22,2021-22,250000.0,200000.0,-50000.0,-20.0,,
Abel Bretones,Real Oviedo,Left-Back,Spain,22,2022-23,2024-25,400000.0,1800000.0,1400000.0,350.0,,2800000.0
Abou Kanté,SD Huesca,Centre-Forward,The Gambia,27,2022-23,2023-24,500000.0,500000.0,0.0,0.0,,
Aboubacar Bassinga,CD Mirandés,Central Midfield,Burkina Faso,19,2024-25,2024-25,,100000.0,,,,
Aboubacar Bassinga,UD Las Palmas,Central Midfield,Burkina Faso,19,2025-26,2025-26,100000.0,100000.0,0.0,0.0,,
Adalberto Carrasquilla,FC Cartagena,Central Midfield,Panama,23,2022-23,2022-23,1000000.0,1000000.0,0.0,0.0,,1800000.0
Adalberto Peñaranda,UD Las Palmas,Left Winger,Venezuela,24,2021-22,2022-23,400000.0,800000.0,400000.0,100.0,,
Adam Arvelo,UD Las Palmas,Right Winger,Spain,20,2025-26,2025-26,,25000.0,,,,
Adolfo Gaich,SD Huesca,Centre-Forward,Argentina,22,2021-22,2022-23,8000000.0,3000000.0,-5000000.0,-62.5,600000.0,
Adri Herrera,CD Tenerife,Centre-Forward,Spain,22,2021-22,2021-22,50000.0,50000.0,0.0,0.0,,
Adrián Arnu,Real Valladolid CF,Centre-Forward,Spain,18,2025-26,2025-26,500000.0,500000.0,0.0,0.0,,
Adrián Butzke,CD Mirandés,Centre-Forward,Spain,25,2024-25,2025-26,300000.0,300000.0,0.0,0.0,,
Adrián Butzke,Granada CF,Centre-Forward,Spain,23,2022-23,2022-23,300000.0,300000.0,0.0,0.0,,
Adrián Embarba,UD Almería,Right Winger,Spain,33,2025-26,2024-25,1200000.0,1800000.0,600000.0,50.0,,
Adrián Fuentes,CD Castellón,Centre-Forward,Spain,27,2024-25,2024-25,200000.0,200000.0,0.0,0.0,,
Adrián Liso,Real Zaragoza,Left Winger,Spain,19,2024-25,2025-26,600000.0,2000000.0,1400000.0,233.33,,
Adrián López,Málaga CF,Centre-Forward,Spain,34,2021-22,2022-23,700000.0,400000.0,-300000.0,-42.86,,
Adrián Marín,Granada CF,Left-Back,Spain,25,2022-23,2022-23,1500000.0,1500000.0,0.0,0.0,,
Adrián Pérez,CD Eldense,Central Midfield,Spain,25,2023-24,2023-24,100000.0,100000.0,0.0,0.0,,
Adrián Ruiz,Cultural Leonesa,Central Midfield,Spain,21,2025-26,2025-26,,,,,,
Adu Ares,Real Zaragoza,Right Winger,Spain,22,2024-25,2025-26,2000000.0,1600000.0,-400000.0,-20.0,,
Ager Aketxe,Real Zaragoza,Right Winger,Spain,30,2024-25,2025-26,1800000.0,800000.0,-1000000.0,-55.56,,
Ager Aketxe,SD Eibar,Right Winger,Spain,27,2021-22,2024-25,800000.0,1800000.0,1000000.0,125.0,,
Agus Alonso,CD Leganés,Centre-Forward,Uruguay,26,2021-22,2021-22,300000.0,300000.0,0.0,0.0,,
Aitor Buñuel,CD Tenerife,Right-Back,Spain,24,2022-23,2024-25,700000.0,600000.0,-100000.0,-14.29,,
Aitor Gelardo,Villarreal CF B,Central Midfield,Spain,21,2023-24,2022-23,250000.0,200000.0,-50000.0,-20.0,,
Aitor González,AD Alcorcón,Central Midfield,Spain,20,2021-22,2021-22,,,,,,
Aitor Uzkudun,FC Andorra,Centre-Forward,Spain,24,2025-26,2025-26,200000.0,200000.0,0.0,0.0,,
Akim Zedadka,Real Zaragoza,Right-Back,Algeria,28,2023-24,2024-25,2000000.0,2000000.0,0.0,0.0,,
Alan Godoy,CD Eldense,Centre-Forward,Spain,21,2024-25,2024-25,250000.0,300000.0,50000.0,20.0,75000.0,150000.0
Alan Godoy,CD Mirandés,Centre-Forward,Spain,20,2023-24,2023-24,150000.0,200000.0,50000.0,33.33,,
Albert Luque,CD Eldense,Right Winger,Spain,21,2023-24,2024-25,100000.0,150000.0,50000.0,50.0,,
Alberto Dadie,CD Mirandés,Right-Back,Spain,22,2024-25,2025-26,250000.0,200000.0,-50000.0,-20.0,,
Alberto Jiménez,CD Tenerife,Centre-Back,Spain,29,2022-23,2022-23,200000.0,200000.0,0.0,0.0,,
Alberto Marí,Real Zaragoza,Centre-Forward,Spain,23,2024-25,2025-26,1500000.0,1000000.0,-500000.0,-33.33,,
Alberto Moleiro,UD Las Palmas,Left Winger,Spain,17,2021-22,2025-26,100000.0,25000000.0,24900000.0,24900.0,,16000000.0
Alberto Quiles,Albacete Balompié,Centre-Forward,Spain,28,2023-24,2024-25,600000.0,1200000.0,600000.0,100.0,,1000000.0
Alberto Reina,CD Mirandés,Central Midfield,Spain,25,2023-24,2025-26,300000.0,1500000.0,1200000.0,400.0,,
Alberto Solís,FC Andorra,Attacking Midfield,Spain,28,2025-26,2025-26,150000.0,200000.0,50000.0,33.33,,
Alberto Soro,Granada CF,Right Winger,Spain,25,2024-25,2024-25,700000.0,700000.0,0.0,0.0,,
Alberto Vaquero,Real Zaragoza,Central Midfield,Spain,20,2024-25,2025-26,150000.0,200000.0,50000.0,33.33,,
Alberto de la Bella,FC Cartagena,Left-Back,Spain,35,2021-22,2022-23,100000.0,100000.0,0.0,0.0,,
Alberto de la Bella,UD Las Palmas,Left-Back,Spain,35,2021-22,2021-22,100000.0,100000.0,0.0,0.0,,
Alberto del Moral,Córdoba CF,Central Midfield,Spain,24,2024-25,2025-26,800000.0,800000.0,0.0,0.0,,
Alberto del Moral,Real Oviedo,Central Midfield,Spain,23,2024-25,2024-25,800000.0,800000.0,0.0,0.0,,
Aldair,SD Ponferradina,Right-Back,Portugal,22,2022-23,2022-23,,200000.0,,,200000.0,
Ale García,UD Las Palmas,Right Winger,Spain,18,2021-22,2021-22,,300000.0,,,,
Aleix Febas,Málaga CF,Central Midfield,Spain,25,2021-22,2022-23,1000000.0,1000000.0,0.0,0.0,,
Alejandro Gálvez,UD Ibiza,Centre-Back,Spain,32,2021-22,2022-23,1300000.0,200000.0,-1100000.0,-84.62,,
Alejandro Ibarrondo,FC Andorra,Right Winger,Spain,24,2025-26,2025-26,200000.0,200000.0,0.0,0.0,,
Alejandro Marqués,CD Mirandés,Centre-Forward,Venezuela,21,2021-22,2022-23,500000.0,800000.0,300000.0,60.0,30000.0,
Alex Escardó,AD Alcorcón,Second Striker,Spain,23,2021-22,2021-22,150000.0,150000.0,0.0,0.0,,
Alex Rey,CD Lugo,Central Midfield,Spain,23,2021-22,2021-22,150000.0,150000.0,0.0,0.0,,
Alexandru Pașcanu,SD Ponferradina,Centre-Back,Romania,23,2021-22,2021-22,800000.0,800000.0,0.0,0.0,800000.0,
Alexandru Pașcanu,Sporting Gijón,Centre-Back,Romania,24,2023-24,2024-25,1000000.0,1000000.0,0.0,0.0,100000.0,
Alfon González,Racing Santander,Left Winger,Spain,23,2022-23,2022-23,300000.0,300000.0,0.0,0.0,,
Alfonso Herrero,Burgos CF,Goalkeeper,Spain,27,2021-22,2022-23,250000.0,500000.0,250000.0,100.0,,
Alfonso Herrero,CD Mirandés,Goalkeeper,Spain,28,2022-23,2023-24,500000.0,500000.0,0.0,0.0,,
Alfonso Martín,AD Alcorcón,Central Midfield,Spain,27,2021-22,2021-22,200000.0,200000.0,0.0,0.0,,
Alfredo Pedraza,SD Ponferradina,Centre-Back,Spain,21,2021-22,2022-23,200000.0,200000.0,0.0,0.0,,
Alonso Aceves,Real Oviedo,Left-Back,Mexico,21,2022-23,2022-23,1500000.0,1200000.0,-300000.0,-20.0,,
Alpha Diounkou,Granada CF,Right-Back,Senegal,20,2022-23,2024-25,300000.0,600000.0,300000.0,100.0,,
Ander Cantero,Racing Ferrol,Goalkeeper,Spain,28,2023-24,2024-25,600000.0,1000000.0,400000.0,66.67,,
Ander Cantero,SD Eibar,Goalkeeper,Spain,26,2021-22,2023-24,500000.0,600000.0,100000.0,20.0,500000.0,
Ander Capa,Levante UD,Right-Back,Spain,31,2023-24,2024-25,1800000.0,800000.0,-1000000.0,-55.56,,
Ander Martín,Burgos CF,Right Winger,Spain,22,2023-24,2025-26,400000.0,400000.0,0.0,0.0,,
Ander Martín,CD Mirandés,Right Winger,Spain,23,2024-25,2025-26,400000.0,400000.0,0.0,0.0,,
Ander Yoldi,Córdoba CF,Left Winger,Spain,23,2024-25,2025-26,400000.0,400000.0,0.0,0.0,,
Anderson Arroyo,Burgos CF,Right-Back,Colombia,24,2023-24,2025-26,800000.0,1000000.0,200000.0,25.0,,1000000.0
Anderson Arroyo,CD Mirandés,Right-Back,Colombia,21,2021-22,2022-23,150000.0,800000.0,650000.0,433.33,,
Anderson Arroyo,FC Andorra,Right-Back,Colombia,23,2023-24,2023-24,800000.0,800000.0,0.0,0.0,,
Andoni López,CD Tenerife,Left-Back,Spain,26,2022-23,2022-23,300000.0,300000.0,0.0,0.0,,
Andoni Zubiaurre,CD Eldense,Goalkeeper,Spain,26,2023-24,2024-25,300000.0,300000.0,0.0,0.0,,
Andoni Zubiaurre,CD Mirandés,Goalkeeper,Spain,27,2023-24,2024-25,500000.0,300000.0,-200000.0,-40.0,,
Andrei Rațiu,SD Huesca,Right-Back,Romania,23,2021-22,2023-24,300000.0,1500000.0,1200000.0,400.0,5000000.0,5500000.0
Andreu Arasa,Albacete Balompié,Centre-Forward,Spain,23,2022-23,2022-23,50000.0,50000.0,0.0,0.0,,
André Ferreira,Granada CF,Goalkeeper,Portugal,26,2022-23,2024-25,900000.0,800000.0,-100000.0,-11.11,750000.0,1000000.0
André Ferreira,Real Valladolid CF,Goalkeeper,Portugal,27,2023-24,2025-26,800000.0,700000.0,-100000.0,-12.5,,
Andrés Borge,Real Zaragoza,Right-Back,Spain,21,2023-24,2025-26,50000.0,300000.0,250000.0,500.0,,
Andrés Caro,Málaga CF,Centre-Back,Spain,20,2024-25,2024-25,100000.0,100000.0,0.0,0.0,,
Andrés García,Levante UD,Right-Back,Spain,20,2023-24,2024-25,,1200000.0,,,,7000000.0
Andrés Martín,CD Tenerife,Right Winger,Spain,22,2021-22,2022-23,1200000.0,1200000.0,0.0,0.0,,
Andrés Martín,Racing Santander,Right Winger,Spain,24,2023-24,2024-25,1000000.0,1200000.0,200000.0,20.0,,
Andy Kawaya,FC Cartagena,Left Winger,Belgium,24,2021-22,2021-22,250000.0,200000.0,-50000.0,-20.0,,
Andy Rodríguez,Burgos CF,Central Midfield,Spain,31,2021-22,2023-24,300000.0,200000.0,-100000.0,-33.33,,
Antal Yaakobishvili,FC Andorra,Centre-Back,Hungary,21,2025-26,2025-26,,500000.0,,,,
Antonino La Gumina,CD Mirandés,Centre-Forward,Italy,27,2023-24,2024-25,700000.0,500000.0,-200000.0,-28.57,,
Antonio David,Albacete Balompié,Central Midfield,Spain,19,2025-26,2025-26,100000.0,100000.0,0.0,0.0,,
Antonio Espigares,Villarreal CF B,Centre-Back,Spain,17,2022-23,2022-23,,,,,,
Antonio Glauder,Albacete Balompié,Centre-Back,Philippines,26,2022-23,2024-25,600000.0,900000.0,300000.0,50.0,,
Antonio Glauder,Cádiz CF,Centre-Back,Philippines,28,2024-25,2024-25,900000.0,900000.0,0.0,0.0,,
Antonio Glauder,SD Eibar,Centre-Back,Philippines,25,2021-22,2022-23,800000.0,600000.0,-200000.0,-25.0,,
Antonio Jesús,Villarreal CF B,Central Midfield,Spain,21,2022-23,2023-24,,,,,,
Antonio Luna,FC Cartagena,Left-Back,Spain,30,2021-22,2022-23,900000.0,400000.0,-500000.0,-55.56,,
Antonio Moyano,AD Alcorcón,Attacking Midfield,Spain,21,2021-22,2023-24,50000.0,300000.0,250000.0,500.0,,
Antonio Puertas,SD Eibar,Right Winger,Spain,32,2024-25,2025-26,2000000.0,1000000.0,-1000000.0,-50.0,,
Antoñito Cordero,Málaga CF,Left Winger,Spain,17,2024-25,2025-26,200000.0,2000000.0,1800000.0,900.0,,
Antoñín,Granada CF,Centre-Forward,Spain,22,2022-23,2022-23,800000.0,800000.0,0.0,0.0,,
Antoñín,Málaga CF,Centre-Forward,Spain,21,2021-22,2022-23,1500000.0,1000000.0,-500000.0,-33.33,,
Anuar,Real Valladolid CF,Right Winger,Morocco,26,2021-22,2025-26,1200000.0,900000.0,-300000.0,-25.0,,
Aridane Hernández,UD Almería,Centre-Back,Spain,36,2025-26,2025-26,300000.0,200000.0,-100000.0,-33.33,,
Armando Sadiku,FC Cartagena,Centre-Forward,Albania,31,2022-23,2023-24,300000.0,700000.0,400000.0,133.33,,
Armando Sadiku,UD Las Palmas,Centre-Forward,Albania,30,2021-22,2022-23,350000.0,300000.0,-50000.0,-14.29,,
Armando Shashoua,UD Ibiza,Left Winger,England,21,2022-23,2022-23,300000.0,300000.0,0.0,0.0,,
Armin Hodzic,AD Alcorcón,Central Midfield,Bosnia-Herzegovina,21,2021-22,2021-22,100000.0,100000.0,0.0,0.0,,
Arnau Comas,SD Eibar,Centre-Back,Spain,24,2024-25,2025-26,500000.0,500000.0,0.0,0.0,,
Arnau Ortiz,CD Eldense,Left Winger,Spain,21,2023-24,2023-24,200000.0,200000.0,0.0,0.0,,
Arnau Ortiz,FC Cartagena,Left Winger,Spain,22,2023-24,2024-25,200000.0,400000.0,200000.0,100.0,,
Arnau Prat,FC Andorra,Left Winger,Spain,19,2023-24,2023-24,,,,,,
Arnau Puigmal,Elche CF,Central Midfield,Spain,23,2023-24,2024-25,2000000.0,1800000.0,-200000.0,-10.0,,
Arnau Solà,FC Cartagena,Left-Back,Spain,20,2023-24,2024-25,250000.0,400000.0,150000.0,60.0,,
Arnau Solà,UD Almería,Left-Back,Spain,21,2024-25,2025-26,400000.0,400000.0,0.0,0.0,,500000.0
Arturo Molina,CF Fuenlabrada,Attacking Midfield,Spain,25,2021-22,2021-22,300000.0,300000.0,0.0,0.0,,
Arvin Appiah,CD Tenerife,Left-Back,England,21,2022-23,2022-23,600000.0,600000.0,0.0,0.0,,
Arvin Appiah,UD Almería,Left-Back,England,20,2021-22,2025-26,600000.0,500000.0,-100000.0,-16.67,,
Asier Benito,SD Eibar,Centre-Forward,Spain,26,2021-22,2021-22,400000.0,400000.0,0.0,0.0,,
Asier Córdoba,AD Alcorcón,Attacking Midfield,Spain,21,2021-22,2021-22,200000.0,200000.0,0.0,0.0,,
Axel Bamba,Sporting Gijón,Centre-Back,Cote d'Ivoire,23,2022-23,2024-25,1300000.0,400000.0,-900000.0,-69.23,,
Ayman Arguigue,SD Huesca,Centre-Forward,Morocco,19,2024-25,2025-26,,200000.0,,,,
Bebé,Racing Ferrol,Left Winger,Cape Verde,34,2024-25,2024-25,600000.0,400000.0,-200000.0,-33.33,,
Bebé,Real Zaragoza,Left Winger,Cape Verde,32,2022-23,2023-24,800000.0,800000.0,0.0,0.0,,
Benjamin Pauwels,CD Leganés,Left Winger,Belgium,20,2025-26,2025-26,650000.0,1000000.0,350000.0,53.85,1300000.0,
Bernardo Vital,Real Zaragoza,Centre-Back,Portugal,23,2024-25,2025-26,2500000.0,1200000.0,-1300000.0,-52.0,600000.0,300000.0
Berto,Sporting Gijón,Left Winger,Spain,23,2021-22,2022-23,300000.0,300000.0,0.0,0.0,,
Berto Rosas,FC Andorra,Centre-Forward,Andorra,19,2022-23,2025-26,,200000.0,,,,
Beñat Prados,CD Mirandés,Central Midfield,Spain,21,2022-23,2023-24,500000.0,600000.0,100000.0,20.0,,
Bilal Achhiba,FC Andorra,Right Winger,Spain,20,2025-26,2025-26,,,,,,
Bojan Kovacevic,Cádiz CF,Centre-Back,Serbia,20,2024-25,2025-26,1500000.0,1200000.0,-300000.0,-20.0,,
Borja Bastón,Granada CF,Centre-Forward,Spain,32,2024-25,2025-26,1500000.0,600000.0,-900000.0,-60.0,,
Borja Bastón,Real Oviedo,Centre-Forward,Spain,28,2021-22,2024-25,2000000.0,2500000.0,500000.0,25.0,,
Borja Garcés,CD Leganés,Centre-Forward,Spain,22,2021-22,2022-23,2700000.0,2600000.0,-100000.0,-3.7,,
Borja Garcés,CD Tenerife,Centre-Forward,Spain,22,2022-23,2023-24,2600000.0,2200000.0,-400000.0,-15.38,,
Borja Garcés,Elche CF,Centre-Forward,Spain,24,2023-24,2024-25,2200000.0,2000000.0,-200000.0,-9.09,,
Borja González,Burgos CF,Right-Back,Spain,26,2022-23,2024-25,500000.0,500000.0,0.0,0.0,,
Borja Sainz,Deportivo Alavés,Left Winger,Spain,21,2022-23,2022-23,2200000.0,2200000.0,0.0,0.0,,
Borja Sainz,Real Zaragoza,Left Winger,Spain,20,2021-22,2022-23,2000000.0,2200000.0,200000.0,10.0,,
Borja Sánchez,Burgos CF,Left Winger,Spain,28,2024-25,2025-26,1000000.0,1000000.0,0.0,0.0,,
Borja Sánchez,Real Oviedo,Left Winger,Spain,27,2023-24,2024-25,1000000.0,1000000.0,0.0,0.0,,
Borja Valle,FC Cartagena,Centre-Forward,Spain,29,2022-23,2023-24,300000.0,500000.0,200000.0,66.67,,
Braian Cufré,Málaga CF,Left-Back,Argentina,24,2021-22,2022-23,3000000.0,1200000.0,-1800000.0,-60.0,,
Brandon Thomas,Málaga CF,Left Winger,Spain,26,2021-22,2022-23,600000.0,1200000.0,600000.0,100.0,,
Bruno González,CD Leganés,Centre-Back,Spain,31,2021-22,2022-23,1000000.0,1000000.0,0.0,0.0,,
Bruno González,Sporting Gijón,Centre-Back,Spain,32,2022-23,2023-24,700000.0,500000.0,-200000.0,-28.57,,
Bruno Langa,UD Almería,Left-Back,Mozambique,26,2024-25,2025-26,1500000.0,1200000.0,-300000.0,-20.0,1200000.0,200000.0
Bryan Zaragoza,Granada CF,Left Winger,Spain,20,2022-23,2024-25,200000.0,12000000.0,11800000.0,5900.0,,13000000.0
Carles Salvador,CD Castellón,Central Midfield,Spain,33,2024-25,2024-25,100000.0,100000.0,0.0,0.0,,
Carlo García,CD Mirandés,Central Midfield,Spain,23,2024-25,2025-26,400000.0,400000.0,0.0,0.0,,
Carlos Doncel,Real Valladolid CF,Left Winger,Spain,24,2021-22,2021-22,500000.0,500000.0,0.0,0.0,,
Carlos Dotor,Real Oviedo,Central Midfield,Spain,23,2024-25,2024-25,2000000.0,1200000.0,-800000.0,-40.0,,
Carlos Dotor,Sporting Gijón,Central Midfield,Spain,23,2024-25,2025-26,1200000.0,1000000.0,-200000.0,-16.67,,
Carlos Fernández,Cádiz CF,Centre-Forward,Spain,28,2024-25,2025-26,1500000.0,1000000.0,-500000.0,-33.33,,
Carlos Gutiérrez,SD Huesca,Centre-Back,Spain,32,2023-24,2024-25,300000.0,100000.0,-200000.0,-66.67,,
Carlos Isaac,Albacete Balompié,Right-Back,Spain,24,2022-23,2024-25,300000.0,500000.0,200000.0,66.67,,
Carlos Isaac,Córdoba CF,Right-Back,Spain,26,2024-25,2025-26,500000.0,600000.0,100000.0,20.0,,1000000.0
Carlos Isaac,Deportivo Alavés,Right-Back,Spain,24,2022-23,2022-23,200000.0,200000.0,0.0,0.0,,
Carlos Isaac,Real Oviedo,Right-Back,Spain,23,2021-22,2022-23,200000.0,200000.0,0.0,0.0,,
Carlos Izquierdoz,Sporting Gijón,Centre-Back,Argentina,33,2022-23,2024-25,3000000.0,800000.0,-2200000.0,-73.33,,
Carlos Martín,CD Mirandés,Left Winger,Spain,21,2023-24,2024-25,500000.0,3500000.0,3000000.0,600.0,,
Carlos Pérez,Villarreal CF B,Attacking Midfield,Spain,22,2022-23,2022-23,50000.0,50000.0,0.0,0.0,,
Cedric Omoigui,Racing Santander,Centre-Forward,Nigeria,29,2024-25,2024-25,400000.0,400000.0,0.0,0.0,,
Cedric Teguia,FC Cartagena,Left Winger,Spain,22,2024-25,2024-25,500000.0,500000.0,0.0,0.0,,
Charly Musonda Jr.,Levante UD,Left Winger,Belgium,25,2022-23,2023-24,900000.0,600000.0,-300000.0,-33.33,,
Cheick Doukouré,CD Leganés,Defensive Midfield,Cote d'Ivoire,28,2021-22,2021-22,600000.0,600000.0,0.0,0.0,,
Cheick Timite,CF Fuenlabrada,Right Winger,Cote d'Ivoire,23,2021-22,2021-22,1000000.0,700000.0,-300000.0,-30.0,,
Chema Rodríguez,SD Eibar,Centre-Back,Spain,29,2021-22,2025-26,800000.0,200000.0,-600000.0,-75.0,,
Chico Geraldes,CD Eldense,Attacking Midfield,Portugal,29,2024-25,2024-25,2000000.0,1000000.0,-1000000.0,-50.0,,
Chris Ramos,CD Lugo,Centre-Forward,Spain,24,2021-22,2022-23,200000.0,1000000.0,800000.0,400.0,,1500000.0
Chris Ramos,Real Valladolid CF,Centre-Forward,Spain,24,2021-22,2021-22,200000.0,200000.0,0.0,0.0,,
Christian Joel,Sporting Gijón,Goalkeeper,Cuba,22,2022-23,2022-23,500000.0,500000.0,0.0,0.0,,
Christian Kofane,Albacete Balompié,Centre-Forward,Cameroon,18,2024-25,2025-26,,5000000.0,,,,5250000.0
Christian Rivera,Sporting Gijón,Central Midfield,Spain,24,2021-22,2024-25,700000.0,500000.0,-200000.0,-28.57,,
Christos Almpanis,FC Andorra,Left Winger,Greece,27,2022-23,2025-26,600000.0,250000.0,-350000.0,-58.33,,
Chuca,Racing Ferrol,Attacking Midfield,Spain,26,2023-24,2024-25,500000.0,500000.0,0.0,0.0,,
Clau Mendes,UD Las Palmas,Centre-Forward,Guinea-Bissau,20,2021-22,2022-23,450000.0,300000.0,-150000.0,-33.33,,
Clément Grenier,Racing Santander,Central Midfield,France,32,2023-24,2024-25,800000.0,400000.0,-400000.0,-50.0,,
Clément Michelin,Racing Santander,Right-Back,France,27,2024-25,2025-26,1200000.0,1500000.0,300000.0,25.0,,
Cosimo da Graça,SD Amorebieta,Centre-Forward,Italy,21,2023-24,2023-24,800000.0,500000.0,-300000.0,-37.5,,
Cote,Sporting Gijón,Left-Back,Spain,32,2022-23,2025-26,1500000.0,200000.0,-1300000.0,-86.67,,
Cristian Delgado,Córdoba CF,Central Midfield,Spain,22,2024-25,2024-25,100000.0,100000.0,0.0,0.0,,
Cristian Gutiérrez,SD Eibar,Left-Back,Spain,22,2023-24,2025-26,300000.0,1200000.0,900000.0,300.0,550000.0,800000.0
Cristian Rivero,Albacete Balompié,Goalkeeper,Spain,26,2024-25,2025-26,200000.0,100000.0,-100000.0,-50.0,,
Cristian Rodríguez,SD Ponferradina,Central Midfield,Spain,25,2021-22,2022-23,500000.0,500000.0,0.0,0.0,,
Cristian Salvador,Elche CF,Defensive Midfield,Spain,28,2023-24,2024-25,600000.0,800000.0,200000.0,33.33,250000.0,250000.0
Cristian Salvador,SD Huesca,Defensive Midfield,Spain,26,2021-22,2023-24,400000.0,600000.0,200000.0,50.0,,250000.0
Cristo,Sporting Gijón,Left Winger,Spain,24,2022-23,2023-24,1500000.0,1500000.0,0.0,0.0,,
Cristo Romero,Málaga CF,Left-Back,Spain,22,2022-23,2022-23,300000.0,300000.0,0.0,0.0,,
Cyle Larin,Real Valladolid CF,Centre-Forward,Canada,28,2023-24,2023-24,8000000.0,8000000.0,0.0,0.0,1500000.0,7500000.0
César Gelabert,CD Mirandés,Attacking Midfield,Spain,20,2021-22,2023-24,700000.0,700000.0,0.0,0.0,,
César Gelabert,Sporting Gijón,Attacking Midfield,Spain,23,2024-25,2025-26,1500000.0,2000000.0,500000.0,33.33,,
César Yanis,Real Zaragoza,Right Winger,Panama,25,2021-22,2021-22,175000.0,100000.0,-75000.0,-42.86,,
Damian Kądzior,SD Eibar,Attacking Midfield,Poland,29,2021-22,2021-22,1700000.0,1700000.0,0.0,0.0,,500000.0
Damián Musto,FC Cartagena,Defensive Midfield,Argentina,35,2022-23,2024-25,75000.0,,,,,
Dani Barrio,Burgos CF,Goalkeeper,Spain,35,2022-23,2023-24,200000.0,200000.0,0.0,0.0,,
Dani Escriche,Albacete Balompié,Centre-Forward,Spain,24,2022-23,2025-26,1500000.0,500000.0,-1000000.0,-66.67,,
Dani Escriche,SD Huesca,Centre-Forward,Spain,25,2023-24,2023-24,1000000.0,1000000.0,0.0,0.0,,400000.0
Dani Fernández,Racing Santander,Right-Back,Spain,25,2022-23,2024-25,400000.0,600000.0,200000.0,50.0,,
Dani González,Albacete Balompié,Centre-Forward,Spain,21,2023-24,2024-25,300000.0,200000.0,-100000.0,-33.33,,
Dani Gómez,Levante UD,Centre-Forward,Spain,24,2023-24,2024-25,1500000.0,1200000.0,-300000.0,-20.0,,150000.0
Dani Lorenzo,Málaga CF,Attacking Midfield,Spain,19,2022-23,2022-23,100000.0,100000.0,0.0,0.0,,
Dani Martín,Levante UD,Goalkeeper,Spain,18,2024-25,2024-25,300000.0,300000.0,0.0,0.0,100000.0,
Dani Martín,Málaga CF,Goalkeeper,Spain,23,2021-22,2022-23,3000000.0,2000000.0,-1000000.0,-33.33,,
Dani Morer,FC Andorra,Right-Back,Spain,24,2022-23,2023-24,400000.0,400000.0,0.0,0.0,,
Dani Ojeda,Burgos CF,Left Winger,Spain,28,2023-24,2025-26,900000.0,1200000.0,300000.0,33.33,,
Dani Raba,CD Leganés,Second Striker,Spain,26,2022-23,2025-26,900000.0,2500000.0,1600000.0,177.78,,
Dani Rebollo,Real Zaragoza,Goalkeeper,Spain,23,2023-24,2024-25,100000.0,200000.0,100000.0,100.0,,
Dani Romera,SD Ponferradina,Centre-Forward,Spain,26,2022-23,2022-23,300000.0,300000.0,0.0,0.0,,
Dani Selma,CD Tenerife,Centre-Forward,Spain,22,2023-24,2024-25,100000.0,150000.0,50000.0,50.0,,
Daniel Bachmann,Deportivo de La Coruña,Goalkeeper,Austria,31,2025-26,2025-26,1400000.0,600000.0,-800000.0,-57.14,,
Daniel Fuzato,SD Eibar,Goalkeeper,Brazil,27,2024-25,2024-25,900000.0,900000.0,0.0,0.0,,
Daniel Lasure,Real Zaragoza,Left-Back,Spain,27,2021-22,2022-23,400000.0,200000.0,-200000.0,-50.0,,
Daniel Lasure,SD Eibar,Left-Back,Spain,28,2022-23,2023-24,200000.0,200000.0,0.0,0.0,,
Daniel Luna,CD Mirandés,Attacking Midfield,Colombia,20,2023-24,2024-25,500000.0,300000.0,-200000.0,-40.0,,
Daniel Paraschiv,Cultural Leonesa,Centre-Forward,Romania,26,2025-26,2025-26,1000000.0,800000.0,-200000.0,-20.0,,
Darko Brasanac,CD Leganés,Central Midfield,Serbia,31,2023-24,2025-26,1500000.0,500000.0,-1000000.0,-66.67,200000.0,
Darío Poveda,CD Leganés,Centre-Forward,Spain,26,2023-24,2023-24,600000.0,500000.0,-100000.0,-16.67,,
Darío Poveda,FC Cartagena,Centre-Forward,Spain,25,2022-23,2024-25,600000.0,500000.0,-100000.0,-16.67,,
Darío Poveda,SD Huesca,Centre-Forward,Spain,24,2021-22,2022-23,600000.0,600000.0,0.0,0.0,,
Darío Poveda,UD Ibiza,Centre-Forward,Spain,25,2022-23,2022-23,600000.0,600000.0,0.0,0.0,,
David Ferreiro,FC Cartagena,Left Winger,Spain,34,2022-23,2023-24,800000.0,300000.0,-500000.0,-62.5,,
David Flakus Bosilj,CD Castellón,Centre-Forward,Slovenia,22,2024-25,2025-26,400000.0,400000.0,0.0,0.0,,500000.0
David García,Cádiz CF,Attacking Midfield,Spain,21,2025-26,2025-26,50000.0,50000.0,0.0,0.0,3000.0,
