jugador,edad,equipo_actual,posicion_jugador,posicion_original,valor_mercado_jugador,minutos_jugador,goles_jugador,xg_jugador,ranking_destino,club_destino,posicion_destino,entrenador_principal,score_evidencia,nivel_evidencia,jugadores_sub23_destino,minutos_sub23_destino,partidos_sub23_destino,goles_sub23_destino,xg_sub23_destino,valor_medio_destino,revalorizacion_media_destino,temporadas_analizadas,pct_minutos_sub23_club,razones
M. Kamara Rodriguez,22,Real Betis B,Extremo,"RW, LCB, RAMF",0,71,1,0.25,6,FC Andorra,Extremo,Ferran Costa,57.5,Alta,4,6013.0,119.0,17.0,15.31,500000.0,,3,23.19,6013 min Sub23 en Extremo; 4 jugadores Sub23 usados; entrenador principal: Ferran Costa; entrenador con 1395 min Sub23 en posicion; 17 goles Sub23; xG Sub23 15.31
M. Kamara Rodriguez,22,Real Betis B,Extremo,"RW, LCB, RAMF",0,71,1,0.25,7,Elche CF,Extremo,Sebastián Beccacece,53.25,Media,2,4751.0,76.0,4.0,7.77,1400000.0,,3,73.82,4751 min Sub23 en Extremo; 2 jugadores Sub23 usados; entrenador principal: Sebastián Beccacece; entrenador con 2421 min Sub23 en posicion; 4 goles Sub23; xG Sub23 7.77
M. Kamara Rodriguez,22,Real Betis B,Extremo,"RW, LCB, RAMF",0,71,1,0.25,8,Burgos CF,Extremo,José Alberto,44.77,Media,2,4713.0,82.0,14.0,12.61,100000.0,,2,24.89,4713 min Sub23 en Extremo; 2 jugadores Sub23 usados; entrenador principal: José Alberto; entrenador con 1690 min Sub23 en posicion; 14 goles Sub23; xG Sub23 12.61
M. Kamara Rodriguez,22,Real Betis B,Extremo,"RW, LCB, RAMF",0,71,1,0.25,9,Málaga CF,Extremo,Pellicer,41.35,Media,4,4258.0,77.0,8.0,7.46,220000.0,0.0,4,18.63,4258 min Sub23 en Extremo; 4 jugadores Sub23 usados; entrenador principal: Pellicer; entrenador con 320 min Sub23 en posicion; 8 goles Sub23; xG Sub23 7.46
M. Kamara Rodriguez,22,Real Betis B,Extremo,"RW, LCB, RAMF",0,71,1,0.25,10,CD Mirandés,Extremo,Míchel Alonso,41.05,Media,5,3997.0,62.0,8.0,7.75,450000.0,,3,12.13,3997 min Sub23 en Extremo; 5 jugadores Sub23 usados; entrenador principal: Míchel Alonso; entrenador con 14 min Sub23 en posicion; 8 goles Sub23; xG Sub23 7.75
M. Kamara Rodriguez,22,Real Betis B,Extremo,"RW, LCB, RAMF",0,71,1,0.25,11,Real Valladolid CF,Extremo,Diego Cocca,39.39,Media,3,3556.0,56.0,6.0,6.35,2341666.67,,2,16.11,3556 min Sub23 en Extremo; 3 jugadores Sub23 usados; entrenador principal: Diego Cocca; entrenador con 2705 min Sub23 en posicion; 6 goles Sub23; xG Sub23 6.35
M. Kamara Rodriguez,22,Real Betis B,Extremo,"RW, LCB, RAMF",0,71,1,0.25,12,CD Leganés,Extremo,Borja Jiménez,34.46,Media,2,3563.0,75.0,7.0,4.18,625000.0,,3,14.26,3563 min Sub23 en Extremo; 2 jugadores Sub23 usados; entrenador principal: Borja Jiménez; entrenador con 2160 min Sub23 en posicion; 7 goles Sub23; xG Sub23 4.18
Yanis Senhadji,21,Real Betis B,Delantero,"CF, RW",0,194,0,0.55,1,Málaga CF,Delantero,,65.05,Alta,6,10966.0,200.0,47.0,40.65,800000.0,,2,47.97,10966 min Sub23 en Delantero; 6 jugadores Sub23 usados; entrenador principal: nan; 47 goles Sub23; xG Sub23 40.65
Yanis Senhadji,21,Real Betis B,Delantero,"CF, RW",0,194,0,0.55,2,Granada CF,Delantero,Fran Escribá,53.99,Alta,3,9496.0,159.0,26.0,27.5,700000.0,,3,34.9,9496 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: Fran Escribá; entrenador con 2150 min Sub23 en posicion; 26 goles Sub23; xG Sub23 27.50
Yanis Senhadji,21,Real Betis B,Delantero,"CF, RW",0,194,0,0.55,3,CD Leganés,Delantero,Borja Jiménez,45.72,Media,2,5456.0,77.0,25.0,25.33,2250000.0,0.0,1,21.84,5456 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: Borja Jiménez; entrenador con 5456 min Sub23 en posicion; 25 goles Sub23; xG Sub23 25.33
Yanis Senhadji,21,Real Betis B,Delantero,"CF, RW",0,194,0,0.55,4,Cádiz CF,Delantero,Pako Ayestarán,41.54,Alta,3,5071.0,83.0,8.0,14.52,,,2,16.33,5071 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: Pako Ayestarán; entrenador con 5058 min Sub23 en posicion; 8 goles Sub23; xG Sub23 14.52
Yanis Senhadji,21,Real Betis B,Delantero,"CF, RW",0,194,0,0.55,5,Real Valladolid CF,Delantero,Diego Cocca,36.27,Media,7,2905.0,47.0,9.0,9.19,1100000.0,,3,13.16,2905 min Sub23 en Delantero; 7 jugadores Sub23 usados; entrenador principal: Diego Cocca; entrenador con 2890 min Sub23 en posicion; 9 goles Sub23; xG Sub23 9.19
Yanis Senhadji,21,Real Betis B,Delantero,"CF, RW",0,194,0,0.55,6,Real Sociedad B,Delantero,,34.44,Alta,3,5574.0,81.0,26.0,23.86,900000.0,,2,30.2,5574 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: nan; 26 goles Sub23; xG Sub23 23.86
Yanis Senhadji,21,Real Betis B,Delantero,"CF, RW",0,194,0,0.55,7,Burgos CF,Delantero,Julián Calero,32.92,Media,2,3451.0,60.0,10.0,9.83,1100000.0,,2,18.23,3451 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: Julián Calero; entrenador con 4592 min Sub23 en posicion; 10 goles Sub23; xG Sub23 9.83
Yanis Senhadji,21,Real Betis B,Delantero,"CF, RW",0,194,0,0.55,8,AD Ceuta FC,Delantero,,32.59,Media,2,3297.0,41.0,13.0,11.39,700000.0,,1,100.0,3297 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: nan; 13 goles Sub23; xG Sub23 11.39
Yanis Senhadji,21,Real Betis B,Delantero,"CF, RW",0,194,0,0.55,9,Racing Santander,Delantero,,30.73,Media,3,3037.0,46.0,15.0,13.06,262500.0,1500000.0,2,9.41,3037 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: nan; 15 goles Sub23; xG Sub23 13.06
Yanis Senhadji,21,Real Betis B,Delantero,"CF, RW",0,194,0,0.55,10,CD Mirandés,Delantero,Míchel Alonso,28.38,Media,5,3362.0,67.0,10.0,10.73,608333.33,,2,10.21,3362 min Sub23 en Delantero; 5 jugadores Sub23 usados; entrenador principal: Míchel Alonso; entrenador con 1106 min Sub23 en posicion; 10 goles Sub23; xG Sub23 10.73
Yanis Senhadji,21,Real Betis B,Delantero,"CF, RW",0,194,0,0.55,11,Levante UD,Delantero,Julián Calero,26.53,Baja,2,1744.0,58.0,8.0,10.74,800000.0,,2,12.76,1744 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: Julián Calero; entrenador con 4592 min Sub23 en posicion; 8 goles Sub23; xG Sub23 10.74
Yanis Senhadji,21,Real Betis B,Delantero,"CF, RW",0,194,0,0.55,12,Deportivo de La Coruña,Delantero,Óscar Gilsanz,26.22,Media,1,3258.0,38.0,11.0,13.44,,,1,12.87,3258 min Sub23 en Delantero; 1 jugadores Sub23 usados; entrenador principal: Óscar Gilsanz; entrenador con 3258 min Sub23 en posicion; 11 goles Sub23; xG Sub23 13.44
Ginés Sorroche,22,Real Betis B,Centrocampista,"RCMF, AMF",0,1124,1,0.74,1,Racing Santander,Mediocentro,Íñigo Vélez,64.73,Alta,9,13932.0,218.0,14.0,12.65,1171428.57,,3,43.18,13932 min Sub23 en Mediocentro; 9 jugadores Sub23 usados; entrenador principal: Íñigo Vélez; 14 goles Sub23; xG Sub23 12.65
Ginés Sorroche,22,Real Betis B,Centrocampista,"RCMF, AMF",0,1124,1,0.74,2,CD Mirandés,Mediocentro,Míchel Alonso,62.45,Alta,9,13632.0,224.0,9.0,13.58,208333.33,,4,41.38,13632 min Sub23 en Mediocentro; 9 jugadores Sub23 usados; entrenador principal: Míchel Alonso; 9 goles Sub23; xG Sub23 13.58
Ginés Sorroche,22,Real Betis B,Centrocampista,"RCMF, AMF",0,1124,1,0.74,3,Sporting Gijón,Mediocentro,Rubén Albés,62.29,Alta,9,10680.0,190.0,8.0,8.27,585714.29,500000.0,5,36.13,10680 min Sub23 en Mediocentro; 9 jugadores Sub23 usados; entrenador principal: Rubén Albés; 8 goles Sub23; xG Sub23 8.27
Ginés Sorroche,22,Real Betis B,Centrocampista,"RCMF, AMF",0,1124,1,0.74,4,SD Eibar,Mediocentro,Gaizka Garitano,49.13,Alta,6,9206.0,162.0,9.0,10.5,800000.0,-500000.0,5,66.4,9206 min Sub23 en Mediocentro; 6 jugadores Sub23 usados; entrenador principal: Gaizka Garitano; 9 goles Sub23; xG Sub23 10.50
Ginés Sorroche,22,Real Betis B,Centrocampista,"RCMF, AMF",0,1124,1,0.74,5,UD Almería,Mediocentro,Rubén Albés,48.02,Alta,4,8681.0,159.0,17.0,15.28,2125000.0,,3,63.61,8681 min Sub23 en Mediocentro; 4 jugadores Sub23 usados; entrenador principal: Rubén Albés; 17 goles Sub23; xG Sub23 15.28
Ginés Sorroche,22,Real Betis B,Centrocampista,"RCMF, AMF",0,1124,1,0.74,6,Deportivo de La Coruña,Mediocentro,Óscar Gilsanz,43.3,Alta,3,10010.0,145.0,12.0,11.33,6600000.0,,3,39.53,10010 min Sub23 en Mediocentro; 3 jugadores Sub23 usados; entrenador principal: Óscar Gilsanz; 12 goles Sub23; xG Sub23 11.33
Ginés Sorroche,22,Real Betis B,Centrocampista,"RCMF, AMF",0,1124,1,0.74,7,Córdoba CF,Mediocentro,Iván Ania,41.7,Alta,5,5807.0,93.0,8.0,8.92,575000.0,400000.0,3,36.93,5807 min Sub23 en Mediocentro; 5 jugadores Sub23 usados; entrenador principal: Iván Ania; 8 goles Sub23; xG Sub23 8.92
Ginés Sorroche,22,Real Betis B,Centrocampista,"RCMF, AMF",0,1124,1,0.74,8,FC Andorra,Mediocentro,Ferran Costa,39.83,Alta,7,7481.0,151.0,8.0,8.26,400000.0,,4,28.85,7481 min Sub23 en Mediocentro; 7 jugadores Sub23 usados; entrenador principal: Ferran Costa; 8 goles Sub23; xG Sub23 8.26
Ginés Sorroche,22,Real Betis B,Centrocampista,"RCMF, AMF",0,1124,1,0.74,9,Málaga CF,Mediocentro,José Alberto,31.79,Alta,3,7438.0,105.0,6.0,4.39,100000.0,,4,32.54,7438 min Sub23 en Mediocentro; 3 jugadores Sub23 usados; entrenador principal: José Alberto; 6 goles Sub23; xG Sub23 4.39
Ginés Sorroche,22,Real Betis B,Centrocampista,"RCMF, AMF",0,1124,1,0.74,10,Burgos CF,Mediocentro,Julián Calero,30.82,Alta,4,6776.0,108.0,3.0,2.68,850000.0,,4,35.79,6776 min Sub23 en Mediocentro; 4 jugadores Sub23 usados; entrenador principal: Julián Calero; 3 goles Sub23; xG Sub23 2.68
Ginés Sorroche,22,Real Betis B,Centrocampista,"RCMF, AMF",0,1124,1,0.74,11,Cultural Leonesa,Mediocentro,,25.33,Alta,4,5252.0,89.0,1.0,4.15,225000.0,,3,25.83,5252 min Sub23 en Mediocentro; 4 jugadores Sub23 usados; entrenador principal: nan; 1 goles Sub23; xG Sub23 4.15
Ginés Sorroche,22,Real Betis B,Centrocampista,"RCMF, AMF",0,1124,1,0.74,12,SD Huesca,Mediocentro,Antonio Hidalgo,24.13,Media,5,3283.0,76.0,6.0,4.13,366666.67,,4,29.4,3283 min Sub23 en Mediocentro; 5 jugadores Sub23 usados; entrenador principal: Antonio Hidalgo; 6 goles Sub23; xG Sub23 4.13
Jorge Luis,20,Real Betis B,Delantero,CF,0,739,0,0.97,1,Málaga CF,Delantero,,65.05,Alta,6,10966.0,200.0,47.0,40.65,800000.0,,2,47.97,10966 min Sub23 en Delantero; 6 jugadores Sub23 usados; entrenador principal: nan; 47 goles Sub23; xG Sub23 40.65
Jorge Luis,20,Real Betis B,Delantero,CF,0,739,0,0.97,2,Granada CF,Delantero,Fran Escribá,53.99,Alta,3,9496.0,159.0,26.0,27.5,700000.0,,3,34.9,9496 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: Fran Escribá; entrenador con 2150 min Sub23 en posicion; 26 goles Sub23; xG Sub23 27.50
Jorge Luis,20,Real Betis B,Delantero,CF,0,739,0,0.97,3,CD Leganés,Delantero,Borja Jiménez,45.72,Media,2,5456.0,77.0,25.0,25.33,2250000.0,0.0,1,21.84,5456 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: Borja Jiménez; entrenador con 5456 min Sub23 en posicion; 25 goles Sub23; xG Sub23 25.33
Jorge Luis,20,Real Betis B,Delantero,CF,0,739,0,0.97,4,Cádiz CF,Delantero,Pako Ayestarán,41.54,Alta,3,5071.0,83.0,8.0,14.52,,,2,16.33,5071 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: Pako Ayestarán; entrenador con 5058 min Sub23 en posicion; 8 goles Sub23; xG Sub23 14.52
Jorge Luis,20,Real Betis B,Delantero,CF,0,739,0,0.97,5,Real Valladolid CF,Delantero,Diego Cocca,36.27,Media,7,2905.0,47.0,9.0,9.19,1100000.0,,3,13.16,2905 min Sub23 en Delantero; 7 jugadores Sub23 usados; entrenador principal: Diego Cocca; entrenador con 2890 min Sub23 en posicion; 9 goles Sub23; xG Sub23 9.19
Jorge Luis,20,Real Betis B,Delantero,CF,0,739,0,0.97,6,Real Sociedad B,Delantero,,34.44,Alta,3,5574.0,81.0,26.0,23.86,900000.0,,2,30.2,5574 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: nan; 26 goles Sub23; xG Sub23 23.86
Jorge Luis,20,Real Betis B,Delantero,CF,0,739,0,0.97,7,Burgos CF,Delantero,Julián Calero,32.92,Media,2,3451.0,60.0,10.0,9.83,1100000.0,,2,18.23,3451 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: Julián Calero; entrenador con 4592 min Sub23 en posicion; 10 goles Sub23; xG Sub23 9.83
Jorge Luis,20,Real Betis B,Delantero,CF,0,739,0,0.97,8,AD Ceuta FC,Delantero,,32.59,Media,2,3297.0,41.0,13.0,11.39,700000.0,,1,100.0,3297 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: nan; 13 goles Sub23; xG Sub23 11.39
Jorge Luis,20,Real Betis B,Delantero,CF,0,739,0,0.97,9,Racing Santander,Delantero,,30.73,Media,3,3037.0,46.0,15.0,13.06,262500.0,1500000.0,2,9.41,3037 min Sub23 en Delantero; 3 jugadores Sub23 usados; entrenador principal: nan; 15 goles Sub23; xG Sub23 13.06
Jorge Luis,20,Real Betis B,Delantero,CF,0,739,0,0.97,10,CD Mirandés,Delantero,Míchel Alonso,28.38,Media,5,3362.0,67.0,10.0,10.73,608333.33,,2,10.21,3362 min Sub23 en Delantero; 5 jugadores Sub23 usados; entrenador principal: Míchel Alonso; entrenador con 1106 min Sub23 en posicion; 10 goles Sub23; xG Sub23 10.73
Jorge Luis,20,Real Betis B,Delantero,CF,0,739,0,0.97,11,Levante UD,Delantero,Julián Calero,26.53,Baja,2,1744.0,58.0,8.0,10.74,800000.0,,2,12.76,1744 min Sub23 en Delantero; 2 jugadores Sub23 usados; entrenador principal: Julián Calero; entrenador con 4592 min Sub23 en posicion; 8 goles Sub23; xG Sub23 10.74
Jorge Luis,20,Real Betis B,Delantero,CF,0,739,0,0.97,12,Deportivo de La Coruña,Delantero,Óscar Gilsanz,26.22,Media,1,3258.0,38.0,11.0,13.44,,,1,12.87,3258 min Sub23 en Delantero; 1 jugadores Sub23 usados; entrenador principal: Óscar Gilsanz; entrenador con 3258 min Sub23 en posicion; 11 goles Sub23; xG Sub23 13.44
F. Embalo Muñoz,20,Real Betis B,Central,"RCB, RB",0,824,0,0.54,1,CD Leganés,Central,Borja Jiménez,82.02,Alta,4,11583.0,132.0,0.0,4.77,400000.0,,2,46.37,11583 min Sub23 en Central; 4 jugadores Sub23 usados; entrenador principal: Borja Jiménez; entrenador con 5204 min Sub23 en posicion; xG Sub23 4.77
F. Embalo Muñoz,20,Real Betis B,Central,"RCB, RB",0,824,0,0.54,2,Girona FC,Central,Michel,78.3,Alta,2,8936.0,94.0,4.0,4.42,4000000.0,,3,44.23,8936 min Sub23 en Central; 2 jugadores Sub23 usados; entrenador principal: Michel; entrenador con 5381 min Sub23 en posicion; 4 goles Sub23; xG Sub23 4.42
F. Embalo Muñoz,20,Real Betis B,Central,"RCB, RB",0,824,0,0.54,3,Cultural Leonesa,Central,,69.87,Alta,4,10123.0,114.0,4.0,5.97,466666.67,,2,49.79,10123 min Sub23 en Central; 4 jugadores Sub23 usados; entrenador principal: nan; 4 goles Sub23; xG Sub23 5.97
F. Embalo Muñoz,20,Real Betis B,Central,"RCB, RB",0,824,0,0.54,4,Real Valladolid CF,Central,Diego Cocca,57.38,Alta,3,6995.0,78.0,1.0,2.13,125000.0,,2,31.7,6995 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Diego Cocca; entrenador con 4971 min Sub23 en posicion; 1 goles Sub23; xG Sub23 2.13
F. Embalo Muñoz,20,Real Betis B,Central,"RCB, RB",0,824,0,0.54,5,Deportivo de La Coruña,Central,Óscar Gilsanz,56.57,Alta,3,5927.0,70.0,3.0,3.12,150000.0,,2,23.41,5927 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Óscar Gilsanz; entrenador con 5927 min Sub23 en posicion; 3 goles Sub23; xG Sub23 3.12
F. Embalo Muñoz,20,Real Betis B,Central,"RCB, RB",0,824,0,0.54,6,Cádiz CF,Central,Pako Ayestarán,52.18,Alta,3,5706.0,63.0,1.0,2.72,275000.0,,2,18.37,5706 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Pako Ayestarán; entrenador con 5706 min Sub23 en posicion; 1 goles Sub23; xG Sub23 2.72
F. Embalo Muñoz,20,Real Betis B,Central,"RCB, RB",0,824,0,0.54,7,Racing Santander,Central,,50.59,Alta,4,5649.0,67.0,4.0,8.28,1300000.0,,2,17.51,5649 min Sub23 en Central; 4 jugadores Sub23 usados; entrenador principal: nan; 4 goles Sub23; xG Sub23 8.28
F. Embalo Muñoz,20,Real Betis B,Central,"RCB, RB",0,824,0,0.54,8,Sporting Gijón,Central,Rubén Albés,44.73,Media,4,4918.0,59.0,1.0,1.31,450000.0,,3,16.64,4918 min Sub23 en Central; 4 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 2707 min Sub23 en posicion; 1 goles Sub23; xG Sub23 1.31
F. Embalo Muñoz,20,Real Betis B,Central,"RCB, RB",0,824,0,0.54,9,Granada CF,Central,Fran Escribá,43.7,Media,3,4150.0,53.0,3.0,1.76,375000.0,,1,15.25,4150 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Fran Escribá; entrenador con 4150 min Sub23 en posicion; 3 goles Sub23; xG Sub23 1.76
F. Embalo Muñoz,20,Real Betis B,Central,"RCB, RB",0,824,0,0.54,10,CD Mirandés,Central,Míchel Alonso,43.38,Alta,3,6303.0,78.0,1.0,1.66,400000.0,,3,19.13,6303 min Sub23 en Central; 3 jugadores Sub23 usados; entrenador principal: Míchel Alonso; entrenador con 1642 min Sub23 en posicion; 1 goles Sub23; xG Sub23 1.66
F. Embalo Muñoz,20,Real Betis B,Central,"RCB, RB",0,824,0,0.54,11,Villarreal CF B,Central,,32.91,Media,2,3478.0,41.0,2.0,2.63,,,1,36.94,3478 min Sub23 en Central; 2 jugadores Sub23 usados; entrenador principal: nan; 2 goles Sub23; xG Sub23 2.63
F. Embalo Muñoz,20,Real Betis B,Central,"RCB, RB",0,824,0,0.54,12,FC Andorra,Central,,32.24,Media,2,4959.0,57.0,2.0,2.44,150000.0,,1,19.13,4959 min Sub23 en Central; 2 jugadores Sub23 usados; entrenador principal: nan; 2 goles Sub23; xG Sub23 2.44
G. Bouare Samake,21,Real Betis B,Mediocentro,"DMF, LDMF",0,2783,2,1.54,1,Sporting Gijón,Mediocentro,Rubén Albés,77.29,Alta,9,10680.0,190.0,8.0,8.27,585714.29,500000.0,5,36.13,10680 min Sub23 en Mediocentro; 9 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 10561 min Sub23 en posicion; 8 goles Sub23; xG Sub23 8.27
G. Bouare Samake,21,Real Betis B,Mediocentro,"DMF, LDMF",0,2783,2,1.54,2,CD Mirandés,Mediocentro,Míchel Alonso,68.94,Alta,9,13632.0,224.0,9.0,13.58,208333.33,,4,41.38,13632 min Sub23 en Mediocentro; 9 jugadores Sub23 usados; entrenador principal: Míchel Alonso; entrenador con 4573 min Sub23 en posicion; 9 goles Sub23; xG Sub23 13.58
G. Bouare Samake,21,Real Betis B,Mediocentro,"DMF, LDMF",0,2783,2,1.54,3,Racing Santander,Mediocentro,Íñigo Vélez,67.87,Alta,9,13932.0,218.0,14.0,12.65,1171428.57,,3,43.18,13932 min Sub23 en Mediocentro; 9 jugadores Sub23 usados; entrenador principal: Íñigo Vélez; entrenador con 2207 min Sub23 en posicion; 14 goles Sub23; xG Sub23 12.65
G. Bouare Samake,21,Real Betis B,Mediocentro,"DMF, LDMF",0,2783,2,1.54,4,UD Almería,Mediocentro,Rubén Albés,63.02,Alta,4,8681.0,159.0,17.0,15.28,2125000.0,,3,63.61,8681 min Sub23 en Mediocentro; 4 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 10561 min Sub23 en posicion; 17 goles Sub23; xG Sub23 15.28
G. Bouare Samake,21,Real Betis B,Mediocentro,"DMF, LDMF",0,2783,2,1.54,5,SD Eibar,Mediocentro,Gaizka Garitano,62.2,Alta,6,9206.0,162.0,9.0,10.5,800000.0,-500000.0,5,66.4,9206 min Sub23 en Mediocentro; 6 jugadores Sub23 usados; entrenador principal: Gaizka Garitano; entrenador con 9206 min Sub23 en posicion; 9 goles Sub23; xG Sub23 10.50
G. Bouare Samake,21,Real Betis B,Mediocentro,"DMF, LDMF",0,2783,2,1.54,6,Deportivo de La Coruña,Mediocentro,Óscar Gilsanz,52.65,Alta,3,10010.0,145.0,12.0,11.33,6600000.0,,3,39.53,10010 min Sub23 en Mediocentro; 3 jugadores Sub23 usados; entrenador principal: Óscar Gilsanz; entrenador con 6583 min Sub23 en posicion; 12 goles Sub23; xG Sub23 11.33
G. Bouare Samake,21,Real Betis B,Mediocentro,"DMF, LDMF",0,2783,2,1.54,7,Córdoba CF,Mediocentro,Iván Ania,44.56,Alta,5,5807.0,93.0,8.0,8.92,575000.0,400000.0,3,36.93,5807 min Sub23 en Mediocentro; 5 jugadores Sub23 usados; entrenador principal: Iván Ania; entrenador con 2012 min Sub23 en posicion; 8 goles Sub23; xG Sub23 8.92
G. Bouare Samake,21,Real Betis B,Mediocentro,"DMF, LDMF",0,2783,2,1.54,8,FC Andorra,Mediocentro,Ferran Costa,41.69,Alta,7,7481.0,151.0,8.0,8.26,400000.0,,4,28.85,7481 min Sub23 en Mediocentro; 7 jugadores Sub23 usados; entrenador principal: Ferran Costa; entrenador con 1310 min Sub23 en posicion; 8 goles Sub23; xG Sub23 8.26
G. Bouare Samake,21,Real Betis B,Mediocentro,"DMF, LDMF",0,2783,2,1.54,9,Málaga CF,Mediocentro,José Alberto,36.73,Alta,3,7438.0,105.0,6.0,4.39,100000.0,,4,32.54,7438 min Sub23 en Mediocentro; 3 jugadores Sub23 usados; entrenador principal: José Alberto; entrenador con 3481 min Sub23 en posicion; 6 goles Sub23; xG Sub23 4.39
G. Bouare Samake,21,Real Betis B,Mediocentro,"DMF, LDMF",0,2783,2,1.54,10,Albacete Balompié,Mediocentro,Rubén Albés,36.2,Media,4,3833.0,86.0,1.0,2.45,425000.0,,3,25.59,3833 min Sub23 en Mediocentro; 4 jugadores Sub23 usados; entrenador principal: Rubén Albés; entrenador con 10561 min Sub23 en posicion; 1 goles Sub23; xG Sub23 2.45
G. Bouare Samake,21,Real Betis B,Mediocentro,"DMF, LDMF",0,2783,2,1.54,11,Burgos CF,Mediocentro,Julián Calero,35.86,Alta,4,6776.0,108.0,3.0,2.68,850000.0,,4,35.79,6776 min Sub23 en Mediocentro; 4 jugadores Sub23 usados; entrenador principal: Julián Calero; entrenador con 3552 min Sub23 en posicion; 3 goles Sub23; xG Sub23 2.68
G. Bouare Samake,21,Real Betis B,Mediocentro,"DMF, LDMF",0,2783,2,1.54,12,Cultural Leonesa,Mediocentro,,25.33,Alta,4,5252.0,89.0,1.0,4.15,225000.0,,3,25.83,5252 min Sub23 en Mediocentro; 4 jugadores Sub23 usados; entrenador principal: nan; 1 goles Sub23; xG Sub23 4.15
José Morante,18,Real Betis B,Extremo,"RW, RAMF, LW",0,2248,6,4.49,1,Cádiz CF,Extremo,Pako Ayestarán,70.85,Alta,5,6199.0,113.0,12.0,13.6,2000000.0,,2,19.96,6199 min Sub23 en Extremo; 5 jugadores Sub23 usados; entrenador principal: Pako Ayestarán; entrenador con 6199 min Sub23 en posicion; 12 goles Sub23; xG Sub23 13.60
José Morante,18,Real Betis B,Extremo,"RW, RAMF, LW",0,2248,6,4.49,2,Sporting Gijón,Extremo,David Gallego,69.3,Alta,3,7021.0,133.0,16.0,12.85,1225000.0,0.0,3,23.75,7021 min Sub23 en Extremo; 3 jugadores Sub23 usados; entrenador principal: David Gallego; entrenador con 5714 min Sub23 en posicion; 16 goles Sub23; xG Sub23 12.85
José Morante,18,Real Betis B,Extremo,"RW, RAMF, LW",0,2248,6,4.49,3,Deportivo de La Coruña,Extremo,Óscar Gilsanz,66.27,Media,2,6125.0,73.0,21.0,22.43,,,1,24.19,6125 min Sub23 en Extremo; 2 jugadores Sub23 usados; entrenador principal: Óscar Gilsanz; entrenador con 6125 min Sub23 en posicion; 21 goles Sub23; xG Sub23 22.43
José Morante,18,Real Betis B,Extremo,"RW, RAMF, LW",0,2248,6,4.49,4,Levante UD,Extremo,Julián Calero,60.87,Alta,2,5701.0,72.0,10.0,8.15,1200000.0,,2,41.73,5701 min Sub23 en Extremo; 2 jugadores Sub23 usados; entrenador principal: Julián Calero; entrenador con 5701 min Sub23 en posicion; 10 goles Sub23; xG Sub23 8.15
José Morante,18,Real Betis B,Extremo,"RW, RAMF, LW",0,2248,6,4.49,5,Villarreal CF B,Extremo,Miguel Álvarez,60.58,Alta,2,5529.0,95.0,3.0,9.37,,,3,58.73,5529 min Sub23 en Extremo; 2 jugadores Sub23 usados; entrenador principal: Miguel Álvarez; entrenador con 5058 min Sub23 en posicion; 3 goles Sub23; xG Sub23 9.37
José Morante,18,Real Betis B,Extremo,"RW, RAMF, LW",0,2248,6,4.49,6,FC Andorra,Extremo,Ferran Costa,57.5,Alta,4,6013.0,119.0,17.0,15.31,500000.0,,3,23.19,6013 min Sub23 en Extremo; 4 jugadores Sub23 usados; entrenador principal: Ferran Costa; entrenador con 1395 min Sub23 en posicion; 17 goles Sub23; xG Sub23 15.31
José Morante,18,Real Betis B,Extremo,"RW, RAMF, LW",0,2248,6,4.49,7,Elche CF,Extremo,Sebastián Beccacece,53.25,Media,2,4751.0,76.0,4.0,7.77,1400000.0,,3,73.82,4751 min Sub23 en Extremo; 2 jugadores Sub23 usados; entrenador principal: Sebastián Beccacece; entrenador con 2421 min Sub23 en posicion; 4 goles Sub23; xG Sub23 7.77
José Morante,18,Real Betis B,Extremo,"RW, RAMF, LW",0,2248,6,4.49,8,Burgos CF,Extremo,José Alberto,44.77,Media,2,4713.0,82.0,14.0,12.61,100000.0,,2,24.89,4713 min Sub23 en Extremo; 2 jugadores Sub23 usados; entrenador principal: José Alberto; entrenador con 1690 min Sub23 en posicion; 14 goles Sub23; xG Sub23 12.61
