jugador,edad,equipo_actual,posicion_jugador,posicion_original,valor_mercado_jugador,minutos_jugador,goles_jugador,xg_jugador,ranking_destino,club_destino,posicion_destino,entrenador_principal,score_evidencia,nivel_evidencia,jugadores_sub23_destino,minutos_sub23_destino,partidos_sub23_destino,goles_sub23_destino,xg_sub23_destino,valor_medio_destino,revalorizacion_media_destino,temporadas_analizadas,pct_minutos_sub23_club,razones
R. Gomez,19,Real Betis B,Centrocampista,"RCMF, LCMF, RW",0,159,0,0.02,4,SD Eibar,Mediocentro,Gaizka Garitano,49.13,Alta,6,9206.0,162.0,9.0,10.5,800000.0,-500000.0,5,66.4,9206 min Sub23 en Mediocentro; 6 jugadores Sub23 usados; entrenador principal: Gaizka Garitano; 9 goles Sub23; xG Sub23 10.50
R. Gomez,19,Real Betis B,Centrocampista,"RCMF, LCMF, RW",0,159,0,0.02,5,UD Almería,Mediocentro,Rubén Albés,48.02,Alta,4,8681.0,159.0,17.0,15.28,2125000.0,,3,63.61,8681 min Sub23 en Mediocentro; 4 jugadores Sub23 usados; entrenador principal: Rubén Albés; 17 goles Sub23; xG Sub23 15.28
R. Gomez,19,Real Betis B,Centrocampista,"RCMF, LCMF, RW",0,159,0,0.02,6,Deportivo de La Coruña,Mediocentro,Óscar Gilsanz,43.3,Alta,3,10010.0,145.0,12.0,11.33,6600000.0,,3,39.53,10010 min Sub23 en Mediocentro; 3 jugadores Sub23 usados; entrenador principal: Óscar Gilsanz; 12 goles Sub23; xG Sub23 11.33
R. Gomez,19,Real Betis B,Centrocampista,"RCMF, LCMF, RW",0,159,0,0.02,7,Córdoba CF,Mediocentro,Iván Ania,41.7,Alta,5,5807.0,93.0,8.0,8.92,575000.0,400000.0,3,36.93,5807 min Sub23 en Mediocentro; 5 jugadores Sub23 usados; entrenador principal: Iván Ania; 8 goles Sub23; xG Sub23 8.92
R. Gomez,19,Real Betis B,Centrocampista,"RCMF, LCMF, RW",0,159,0,0.02,8,FC Andorra,Mediocentro,Ferran Costa,39.83,Alta,7,7481.0,151.0,8.0,8.26,400000.0,,4,28.85,7481 min Sub23 en Mediocentro; 7 jugadores Sub23 usados; entrenador principal: Ferran Costa; 8 goles Sub23; xG Sub23 8.26
R. Gomez,19,Real Betis B,Centrocampista,"RCMF, LCMF, RW",0,159,0,0.02,9,Málaga CF,Mediocentro,José Alberto,31.79,Alta,3,7438.0,105.0,6.0,4.39,100000.0,,4,32.54,7438 min Sub23 en Mediocentro; 3 jugadores Sub23 usados; entrenador principal: José Alberto; 6 goles Sub23; xG Sub23 4.39
R. Gomez,19,Real Betis B,Centrocampista,"RCMF, LCMF, RW",0,159,0,0.02,10,Burgos CF,Mediocentro,Julián Calero,30.82,Alta,4,6776.0,108.0,3.0,2.68,850000.0,,4,35.79,6776 min Sub23 en Mediocentro; 4 jugadores Sub23 usados; entrenador principal: Julián Calero; 3 goles Sub23; xG Sub23 2.68
R. Gomez,19,Real Betis B,Centrocampista,"RCMF, LCMF, RW",0,159,0,0.02,11,Cultural Leonesa,Mediocentro,,25.33,Alta,4,5252.0,89.0,1.0,4.15,225000.0,,3,25.83,5252 min Sub23 en Mediocentro; 4 jugadores Sub23 usados; entrenador principal: nan; 1 goles Sub23; xG Sub23 4.15
R. Gomez,19,Real Betis B,Centrocampista,"RCMF, LCMF, RW",0,159,0,0.02,12,SD Huesca,Mediocentro,Antonio Hidalgo,24.13,Media,5,3283.0,76.0,6.0,4.13,366666.67,,4,29.4,3283 min Sub23 en Mediocentro; 5 jugadores Sub23 usados; entrenador principal: Antonio Hidalgo; 6 goles Sub23; xG Sub23 4.13
Iván Corralejo,19,Real Betis B,Centrocampista,"RCMF, LCMF",0,1345,2,1.87,1,Racing Santander,Mediocentro,Íñigo Vélez,64.73,Alta,9,13932.0,218.0,14.0,12.65,1171428.57,,3,43.18,13932 min Sub23 en Mediocentro; 9 jugadores Sub23 usados; entrenador principal: Íñigo Vélez; 14 goles Sub23; xG Sub23 12.65
Iván Corralejo,19,Real Betis B,Centrocampista,"RCMF, LCMF",0,1345,2,1.87,2,CD Mirandés,Mediocentro,Míchel Alonso,62.45,Alta,9,13632.0,224.0,9.0,13.58,208333.33,,4,41.38,13632 min Sub23 en Mediocentro; 9 jugadores Sub23 usados; entrenador principal: Míchel Alonso; 9 goles Sub23; xG Sub23 13.58
Iván Corralejo,19,Real Betis B,Centrocampista,"RCMF, LCMF",0,1345,2,1.87,3,Sporting Gijón,Mediocentro,Rubén Albés,62.29,Alta,9,10680.0,190.0,8.0,8.27,585714.29,500000.0,5,36.13,10680 min Sub23 en Mediocentro; 9 jugadores Sub23 usados; entrenador principal: Rubén Albés; 8 goles Sub23; xG Sub23 8.27
Iván Corralejo,19,Real Betis B,Centrocampista,"RCMF, LCMF",0,1345,2,1.87,4,SD Eibar,Mediocentro,Gaizka Garitano,49.13,Alta,6,9206.0,162.0,9.0,10.5,800000.0,-500000.0,5,66.4,9206 min Sub23 en Mediocentro; 6 jugadores Sub23 usados; entrenador principal: Gaizka Garitano; 9 goles Sub23; xG Sub23 10.50
Iván Corralejo,19,Real Betis B,Centrocampista,"RCMF, LCMF",0,1345,2,1.87,5,UD Almería,Mediocentro,Rubén Albés,48.02,Alta,4,8681.0,159.0,17.0,15.28,2125000.0,,3,63.61,8681 min Sub23 en Mediocentro; 4 jugadores Sub23 usados; entrenador principal: Rubén Albés; 17 goles Sub23; xG Sub23 15.28
Iván Corralejo,19,Real Betis B,Centrocampista,"RCMF, LCMF",0,1345,2,1.87,6,Deportivo de La Coruña,Mediocentro,Óscar Gilsanz,43.3,Alta,3,10010.0,145.0,12.0,11.33,6600000.0,,3,39.53,10010 min Sub23 en Mediocentro; 3 jugadores Sub23 usados; entrenador principal: Óscar Gilsanz; 12 goles Sub23; xG Sub23 11.33
Iván Corralejo,19,Real Betis B,Centrocampista,"RCMF, LCMF",0,1345,2,1.87,7,Córdoba CF,Mediocentro,Iván Ania,41.7,Alta,5,5807.0,93.0,8.0,8.92,575000.0,400000.0,3,36.93,5807 min Sub23 en Mediocentro; 5 jugadores Sub23 usados; entrenador principal: Iván Ania; 8 goles Sub23; xG Sub23 8.92
Iván Corralejo,19,Real Betis B,Centrocampista,"RCMF, LCMF",0,1345,2,1.87,8,FC Andorra,Mediocentro,Ferran Costa,39.83,Alta,7,7481.0,151.0,8.0,8.26,400000.0,,4,28.85,7481 min Sub23 en Mediocentro; 7 jugadores Sub23 usados; entrenador principal: Ferran Costa; 8 goles Sub23; xG Sub23 8.26
Iván Corralejo,19,Real Betis B,Centrocampista,"RCMF, LCMF",0,1345,2,1.87,9,Málaga CF,Mediocentro,José Alberto,31.79,Alta,3,7438.0,105.0,6.0,4.39,100000.0,,4,32.54,7438 min Sub23 en Mediocentro; 3 jugadores Sub23 usados; entrenador principal: José Alberto; 6 goles Sub23; xG Sub23 4.39
Iván Corralejo,19,Real Betis B,Centrocampista,"RCMF, LCMF",0,1345,2,1.87,10,Burgos CF,Mediocentro,Julián Calero,30.82,Alta,4,6776.0,108.0,3.0,2.68,850000.0,,4,35.79,6776 min Sub23 en Mediocentro; 4 jugadores Sub23 usados; entrenador principal: Julián Calero; 3 goles Sub23; xG Sub23 2.68
Iván Corralejo,19,Real Betis B,Centrocampista,"RCMF, LCMF",0,1345,2,1.87,11,Cultural Leonesa,Mediocentro,,25.33,Alta,4,5252.0,89.0,1.0,4.15,225000.0,,3,25.83,5252 min Sub23 en Mediocentro; 4 jugadores Sub23 usados; entrenador principal: nan; 1 goles Sub23; xG Sub23 4.15
Iván Corralejo,19,Real Betis B,Centrocampista,"RCMF, LCMF",0,1345,2,1.87,12,SD Huesca,Mediocentro,Antonio Hidalgo,24.13,Media,5,3283.0,76.0,6.0,4.13,366666.67,,4,29.4,3283 min Sub23 en Mediocentro; 5 jugadores Sub23 usados; entrenador principal: Antonio Hidalgo; 6 goles Sub23; xG Sub23 4.13
