temporada,club,jugador,movimiento,club_origen,club_destino,pais_club,fecha,importe_original,importe_numerico,tipo_operacion,valor_mercado,posicion,edad,nacionalidad
2024-25,CD Eldense,Cris Montes,baja,CD Eldense,Unión Española,Chile,-,free transfer,0.0,libre,€400k,Attacking Midfield,27,Spain
2024-25,CD Eldense,Derick Poloni,baja,CD Eldense,SC Farense,Portugal,-,free transfer,0.0,libre,€300k,Left-Back,30,Brazil
2024-25,CD Eldense,Florin Andone,baja,CD Eldense,Without Club,-,-,-,,desconocido,€600k,Centre-Forward,31,Romania
2024-25,CD Eldense,Guillermo Vallejo,baja,CD Eldense,AD Ceuta FC,Spain,-,free transfer,0.0,libre,€400k,Goalkeeper,29,Spain
2024-25,CD Eldense,Jesús Clemente,baja,CD Eldense,FC Andorra,Spain,-,free transfer,0.0,libre,€600k,Right-Back,23,Spain
2024-25,CD Eldense,Joel Jorquera,baja,CD Eldense,Moreirense FC,Portugal,-,free transfer,0.0,libre,€200k,Left Winger,24,Spain
2024-25,CD Eldense,Marc-Olivier Doué,baja,CD Eldense,SD Ponferradina,Spain,-,free transfer,0.0,libre,€200k,Central Midfield,23,France
2024-25,CD Eldense,Mario Soberón,baja,CD Eldense,Real Zaragoza,Spain,-,free transfer,0.0,libre,€900k,Centre-Forward,27,Spain
2024-25,CD Eldense,Mario da Costa,baja,CD Eldense,AD Alcorcón,Spain,-,loan transfer,0.0,cesión,€150k,Left Winger,23,Spain
2024-25,CD Eldense,Miguel Llambrich,baja,CD Eldense,Without Club,-,-,-,,desconocido,€200k,Right-Back,28,Spain
2024-25,CD Eldense,Miguel Marí,baja,CD Eldense,CD Teruel,Spain,-,free transfer,0.0,libre,€200k,Central Midfield,27,Spain
2024-25,CD Eldense,Mo Dauda,baja,CD Eldense,CD Tenerife,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€800k,Left Winger,26,Ghana
2024-25,CD Eldense,Pedro Capó,baja,CD Eldense,Bengaluru FC,India,-,free transfer,0.0,libre,€100k,Central Midfield,33,Spain
2024-25,CD Eldense,Ricardo Grigore,baja,CD Eldense,Without Club,-,-,-,,desconocido,€200k,Centre-Back,25,Romania
2024-25,CD Eldense,Sixtus Ogbuehi,baja,CD Eldense,CA Osasuna Promesas,Spain,-,loan transfer,0.0,cesión,€100k,Centre-Forward,21,Nigeria
2024-25,CD Eldense,Toni Abad,baja,CD Eldense,SD Huesca,Spain,-,free transfer,0.0,libre,€600k,Right-Back,27,Spain
2024-25,CD Eldense,Youness Lachhab,baja,CD Eldense,AD Ceuta FC,Spain,-,free transfer,0.0,libre,€200k,Central Midfield,25,Morocco
2024-25,CD Eldense,Álex Martínez,baja,CD Eldense,Atlético Sanluqueño CF,Spain,-,free transfer,0.0,libre,€100k,Left-Back,33,Spain
2024-25,CD Eldense,Álvaro Aceves,baja,CD Eldense,Real Valladolid Promesas,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€600k,Goalkeeper,20,Spain
2024-25,CD Mirandés,Aboubacar Bassinga,alta,Las Palmas Atlético,CD Mirandés,Spain,-,loan transfer,0.0,cesión,-,Central Midfield,19,Burkina Faso
2024-25,CD Mirandés,Adrián Butzke,alta,Vitória Guimarães SC,CD Mirandés,Portugal,-,loan transfer,0.0,cesión,€300k,Centre-Forward,25,Spain
2024-25,CD Mirandés,Alberto Dadie,alta,Real Sociedad B,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€250k,Right-Back,22,Spain
2024-25,CD Mirandés,Ander Martín,alta,Burgos CF,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€400k,Right Winger,23,Spain
2024-25,CD Mirandés,Carlo García,alta,Villarreal CF B,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€400k,Central Midfield,23,Spain
2024-25,CD Mirandés,Hugo Rincón,alta,Athletic Bilbao,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€250k,Right-Back,21,Spain
2024-25,CD Mirandés,Iker Benito,alta,CA Osasuna,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€800k,Right Winger,22,Spain
2024-25,CD Mirandés,Joaquín Panichelli,alta,Deportivo Alavés,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€300k,Centre-Forward,21,Argentina
2024-25,CD Mirandés,Joel Roca,alta,Girona FC,CD Mirandés,Spain,-,loan transfer,0.0,cesión,-,Left Winger,19,Spain
2024-25,CD Mirandés,Jon Gorrotxategi,alta,Real Sociedad,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€500k,Defensive Midfield,22,Spain
2024-25,CD Mirandés,Juan Gutiérrez,alta,Racing Santander,CD Mirandés,Spain,-,free transfer,0.0,libre,€200k,Centre-Back,24,Spain
2024-25,CD Mirandés,Julio Alonso,alta,Albacete Balompié,CD Mirandés,Spain,-,free transfer,0.0,libre,€600k,Left-Back,25,Spain
2024-25,CD Mirandés,Nikolaos Michelis,alta,CA Osasuna Promesas,CD Mirandés,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€300k,Centre-Back,23,Greece
2024-25,CD Mirandés,Raúl Fernández,alta,Granada CF,CD Mirandés,Spain,-,free transfer,0.0,libre,€200k,Goalkeeper,36,Spain
2024-25,CD Mirandés,Santiago Homenchenko,alta,-,CD Mirandés,Mexico,-,loan transfer,0.0,cesión,€500k,Defensive Midfield,20,Uruguay
2024-25,CD Mirandés,Sergio Postigo,alta,Levante UD,CD Mirandés,Spain,-,free transfer,0.0,libre,€400k,Centre-Back,35,Spain
2024-25,CD Mirandés,Unai Egiluz,alta,Athletic Bilbao,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€100k,Centre-Back,22,Spain
2024-25,CD Mirandés,Urko Izeta,alta,Athletic Bilbao,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€500k,Centre-Forward,24,Spain
2024-25,CD Mirandés,Victor Parada,alta,Deportivo Alavés,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€200k,Left-Back,22,Spain
2024-25,CD Mirandés,Álex Calvo,alta,FC Andorra,CD Mirandés,Spain,-,loan transfer,0.0,cesión,€1.00m,Right Winger,20,Spain
2024-25,CD Mirandés,Aboubacar Bassinga,baja,CD Mirandés,Las Palmas Atlético,Spain,03/02/2025,End of loan,0.0,retorno de cesión,€100k,Central Midfield,19,Burkina Faso
2024-25,CD Mirandés,Andoni Zubiaurre,baja,CD Mirandés,CD Eldense,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€300k,Goalkeeper,27,Spain
2024-25,CD Mirandés,Antonino La Gumina,baja,CD Mirandés,UC Sampdoria,Italy,30/06/2024,End of loan,0.0,retorno de cesión,€500k,Centre-Forward,28,Italy
2024-25,CD Mirandés,Carlos Martín,baja,CD Mirandés,Atlético de Madrid,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€3.50m,Left Winger,22,Spain
2024-25,CD Mirandés,Daniel Luna,baja,CD Mirandés,RCD Mallorca B,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€300k,Attacking Midfield,21,Colombia
2024-25,CD Mirandés,David Vicente,baja,CD Mirandés,Real Murcia CF,Spain,-,free transfer,0.0,libre,€200k,Right-Back,25,Spain
2024-25,CD Mirandés,Diogo Verdasca,baja,CD Mirandés,Kapaz PFK,Azerbaijan,-,free transfer,0.0,libre,€200k,Centre-Back,27,Portugal
2024-25,CD Mirandés,Gabri Martínez,baja,CD Mirandés,Girona FC,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€1.80m,Left Winger,21,Spain
2024-25,CD Mirandés,Houboulang Mendes,baja,CD Mirandés,UD Almería,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€700k,Right-Back,26,Guinea-Bissau
2024-25,CD Mirandés,Ibrahima Kébé,baja,CD Mirandés,Girona FC,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€500k,Defensive Midfield,23,Mali
2024-25,CD Mirandés,Ilyas Chaira,baja,CD Mirandés,Girona FC,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€1.60m,Left Winger,23,Morocco
2024-25,CD Mirandés,Javi Martón,baja,CD Mirandés,Athletic Bilbao,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€500k,Centre-Forward,25,Spain
2024-25,CD Mirandés,Jonathan Gómez,baja,CD Mirandés,Real Sociedad B,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€1.20m,Left-Back,20,United States
2024-25,CD Mirandés,Juan María Alcedo,baja,CD Mirandés,Albacete Balompié,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€400k,Left-Back,23,Spain
2024-25,CD Mirandés,Lautaro de León,baja,CD Mirandés,Celta de Vigo,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€300k,Centre-Forward,23,Uruguay
2024-25,CD Mirandés,Miguel Baeza,baja,CD Mirandés,Celta de Vigo,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€400k,Attacking Midfield,24,Spain
2024-25,CD Mirandés,Nikolaos Michelis,baja,CD Mirandés,Académico Viseu FC,Portugal,-,free transfer,0.0,libre,€300k,Centre-Back,23,Greece
2024-25,CD Mirandés,Pablo Ramón,baja,CD Mirandés,Real Madrid Castilla,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€800k,Centre-Back,23,Spain
2024-25,CD Mirandés,Ramón Juan,baja,CD Mirandés,UD Ibiza,Spain,-,free transfer,0.0,libre,€600k,Goalkeeper,24,Spain
2024-25,CD Mirandés,Santiago Homenchenko,baja,CD Mirandés,-,Mexico,16/01/2025,End of loan,0.0,retorno de cesión,€500k,Defensive Midfield,21,Uruguay
2024-25,CD Mirandés,Sergio Barcia,baja,CD Mirandés,Legia Warszawa,Poland,-,€450k,450000.0,traspaso,€1.00m,Centre-Back,23,Spain
2024-25,CD Mirandés,Álex Barbu,baja,CD Mirandés,CF Fuenlabrada,Spain,-,free transfer,0.0,libre,€500k,Centre-Back,23,Spain
2024-25,CD Mirandés,Álvaro Sanz,baja,CD Mirandés,Racing Ferrol,Spain,-,free transfer,0.0,libre,€800k,Defensive Midfield,23,Spain
2024-25,CD Tenerife,Aarón Martin,alta,Al-Qadsiah FC,CD Tenerife,Saudi Arabia,-,loan transfer,0.0,cesión,€1.00m,Central Midfield,18,Spain
2024-25,CD Tenerife,Adrián Guerrero,alta,FC Zürich,CD Tenerife,Switzerland,-,free transfer,0.0,libre,€800k,Left-Back,26,Spain
2024-25,CD Tenerife,Anthony Landázuri,alta,Independiente del Valle,CD Tenerife,Ecuador,-,free transfer,0.0,libre,€500k,Centre-Back,27,Ecuador
2024-25,CD Tenerife,Dani Selma,alta,CD Alcoyano,CD Tenerife,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€150k,Centre-Forward,23,Spain
2024-25,CD Tenerife,David Rodríguez,alta,Antequera CF,CD Tenerife,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€250k,Right-Back,24,Spain
2024-25,CD Tenerife,Edgar Badia,alta,Without Club,CD Tenerife,-,-,-,,desconocido,€1.00m,Goalkeeper,32,Spain
2024-25,CD Tenerife,Elady Zorrilla,alta,SD Huesca,CD Tenerife,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€500k,Left Winger,33,Spain
2024-25,CD Tenerife,Fabio González,alta,UD Las Palmas,CD Tenerife,Spain,-,free transfer,0.0,libre,€500k,Central Midfield,27,Spain
2024-25,CD Tenerife,Javi Díaz,alta,CF Fuenlabrada,CD Tenerife,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€150k,Goalkeeper,27,Spain
2024-25,CD Tenerife,Jorge Padilla,alta,CD Tenerife B,CD Tenerife,Spain,-,-,,desconocido,€150k,Centre-Forward,23,Spain
2024-25,CD Tenerife,Josep Gayá,alta,RCD Mallorca,CD Tenerife,Spain,-,free transfer,0.0,libre,€300k,Centre-Back,24,Spain
2024-25,CD Tenerife,Juande Rivas,alta,Málaga CF,CD Tenerife,Spain,-,free transfer,0.0,libre,€400k,Centre-Back,24,Spain
2024-25,CD Tenerife,Luismi Cruz,alta,Sevilla FC,CD Tenerife,Spain,-,€600k,600000.0,traspaso,€800k,Right Winger,23,Spain
2024-25,CD Tenerife,Maikel Mesa,alta,Real Zaragoza,CD Tenerife,Spain,-,€500k,500000.0,traspaso,€700k,Attacking Midfield,33,Spain
2024-25,CD Tenerife,Marlos Moreno,alta,Konyaspor,CD Tenerife,Türkiye,-,free transfer,0.0,libre,€850k,Left Winger,27,Colombia
2024-25,CD Tenerife,Mo Dauda,alta,CD Eldense,CD Tenerife,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€800k,Left Winger,26,Ghana
2024-25,CD Tenerife,Pablo Hernández,alta,UD Melilla,CD Tenerife,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€100k,Central Midfield,23,Spain
2024-25,CD Tenerife,Rubén Alves,alta,Racing Santander,CD Tenerife,Spain,-,free transfer,0.0,libre,€800k,Centre-Back,29,Spain
2024-25,CD Tenerife,Rubén Díez,alta,UD Ibiza,CD Tenerife,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€300k,Attacking Midfield,30,Spain
2024-25,CD Tenerife,Salvi Carrasco,alta,SD Tarazona,CD Tenerife,Spain,-,free transfer,0.0,libre,€300k,Goalkeeper,24,Spain
2024-25,CD Tenerife,Yanis Senhadji,alta,Betis Deportivo Balompié,CD Tenerife,Spain,-,loan transfer,0.0,cesión,€300k,Centre-Forward,19,Spain
2024-25,CD Tenerife,Yussi Diarra,alta,Córdoba CF,CD Tenerife,Spain,-,free transfer,0.0,libre,€350k,Central Midfield,25,Mali
2024-25,CD Tenerife,Álex Cantero,alta,Levante UD,CD Tenerife,Spain,-,free transfer,0.0,libre,€1.40m,Left Winger,24,Spain
2024-25,CD Tenerife,Aarón Martin,baja,CD Tenerife,Al-Qadsiah FC,Saudi Arabia,-,€1.40m,1400000.0,traspaso,€1.00m,Central Midfield,18,Spain
2024-25,CD Tenerife,Aitor Buñuel,baja,CD Tenerife,Racing Ferrol,Spain,-,free transfer,0.0,libre,€600k,Right-Back,26,Spain
2024-25,CD Tenerife,Dani Selma,baja,CD Tenerife,SD Amorebieta,Spain,-,free transfer,0.0,libre,€150k,Centre-Forward,23,Spain
2024-25,CD Tenerife,Elady Zorrilla,baja,CD Tenerife,CF Intercity,Spain,-,free transfer,0.0,libre,€500k,Left Winger,34,Spain
2024-25,CD Tenerife,Javi Alonso,baja,CD Tenerife,Algeciras CF,Spain,-,loan transfer,0.0,cesión,€200k,Central Midfield,25,Spain
2024-25,CD Tenerife,Javi Díaz,baja,CD Tenerife,Inter Club d'Escaldes,Andorra,-,free transfer,0.0,libre,€150k,Goalkeeper,27,Spain
2024-25,CD Tenerife,Jorge Padilla,baja,CD Tenerife,CD Tenerife B,Spain,-,-,,desconocido,€150k,Centre-Forward,23,Spain
2024-25,CD Tenerife,Josep Gayá,baja,CD Tenerife,FC Zimbru Chisinau,Moldova,-,free transfer,0.0,libre,€300k,Centre-Back,24,Spain
2024-25,CD Tenerife,Juan Soriano,baja,CD Tenerife,CD Leganés,Spain,-,free transfer,0.0,libre,€1.50m,Goalkeeper,26,Spain
2024-25,CD Tenerife,Loïc Williams,baja,CD Tenerife,Granada CF,Spain,-,€600k,600000.0,traspaso,€500k,Centre-Back,22,Spain
2024-25,CD Tenerife,Luismi Cruz,baja,CD Tenerife,Sevilla FC,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€800k,Right Winger,23,Spain
2024-25,CD Tenerife,Mo Dauda,baja,CD Tenerife,UD Ibiza,Spain,-,loan transfer,0.0,cesión,€800k,Left Winger,26,Ghana
2024-25,CD Tenerife,Nacho Martínez,baja,CD Tenerife,Without Club,-,-,-,,desconocido,€500k,Left-Back,35,Spain
2024-25,CD Tenerife,Nikola Sipcic,baja,CD Tenerife,FC Cartagena,Spain,-,loan transfer,0.0,cesión,€600k,Centre-Back,29,Montenegro
2024-25,CD Tenerife,Pablo Hernández,baja,CD Tenerife,CF Badalona Futur,Spain,-,free transfer,0.0,libre,€100k,Central Midfield,23,Spain
2024-25,CD Tenerife,Roberto López,baja,CD Tenerife,Real Sociedad,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€2.50m,Attacking Midfield,24,Spain
2024-25,CD Tenerife,Rubén Alves,baja,CD Tenerife,Córdoba CF,Spain,-,loan transfer,0.0,cesión,€800k,Centre-Back,30,Spain
2024-25,CD Tenerife,Rubén Díez,baja,CD Tenerife,AD Ceuta FC,Spain,-,free transfer,0.0,libre,€300k,Attacking Midfield,30,Spain
2024-25,CD Tenerife,Tomeu Nadal,baja,CD Tenerife,Burgos CF,Spain,-,free transfer,0.0,libre,€200k,Goalkeeper,35,Spain
2024-25,CD Tenerife,Yanis Rahmani,baja,CD Tenerife,SD Eibar,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€700k,Left Winger,29,France
2024-25,CD Tenerife,Yanis Senhadji,baja,CD Tenerife,Betis Deportivo Balompié,Spain,28/01/2025,End of loan,0.0,retorno de cesión,€300k,Centre-Forward,20,Spain
2024-25,CD Tenerife,Àlex Corredera,baja,CD Tenerife,-,Russia,-,€500k,500000.0,traspaso,€1.00m,Central Midfield,28,Spain
2024-25,CD Tenerife,Álvaro Jiménez,baja,CD Tenerife,Cádiz CF,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€600k,Right Winger,29,Spain
2024-25,CD Tenerife,Álvaro Romero,baja,CD Tenerife,Zamora CF,Spain,-,free transfer,0.0,libre,€300k,Left Winger,28,Spain
2024-25,Cádiz CF,Antonio Glauder,alta,Albacete Balompié,Cádiz CF,Spain,-,free transfer,0.0,libre,€900k,Centre-Back,28,Philippines
2024-25,Cádiz CF,Bojan Kovacevic,alta,FK Partizan Belgrade,Cádiz CF,Serbia,-,loan transfer,0.0,cesión,€1.50m,Centre-Back,20,Serbia
2024-25,Cádiz CF,Carlos Fernández,alta,Real Sociedad,Cádiz CF,Spain,-,loan transfer,0.0,cesión,€1.50m,Centre-Forward,28,Spain
2024-25,Cádiz CF,Francisco Mwepu,alta,Atlético Sanluqueño CF,Cádiz CF,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€300k,Centre-Forward,24,Zambia
2024-25,Cádiz CF,Iker Recio,alta,Antequera CF,Cádiz CF,Spain,-,€100k,100000.0,traspaso,€200k,Centre-Back,23,Spain
2024-25,Cádiz CF,Javi Ontiveros,alta,Villarreal CF B,Cádiz CF,Spain,-,free transfer,0.0,libre,€1.40m,Left Winger,26,Spain
2024-25,Cádiz CF,José Antonio Caro,alta,Burgos CF,Cádiz CF,Spain,-,free transfer,0.0,libre,€1.50m,Goalkeeper,30,Spain
2024-25,Cádiz CF,José Antonio de la Rosa,alta,Recreativo Huelva,Cádiz CF,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€300k,Right Winger,19,Spain
2024-25,Cádiz CF,José Matos,alta,Burgos CF,Cádiz CF,Spain,-,free transfer,0.0,libre,€1.20m,Left-Back,29,Spain
2024-25,Cádiz CF,Mario Climent,alta,Mérida AD,Cádiz CF,Spain,-,€100k,100000.0,traspaso,€150k,Left-Back,22,Spain
2024-25,Cádiz CF,Martín Calderón,alta,Atlético Sanluqueño CF,Cádiz CF,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€200k,Central Midfield,25,Spain
2024-25,Cádiz CF,Moussa Diakité,alta,Cádiz CF Mirandilla,Cádiz CF,Spain,-,-,,desconocido,€150k,Central Midfield,21,Mali
2024-25,Cádiz CF,Santiago Arzamendia,alta,Club Cerro Porteño,Cádiz CF,Paraguay,30/06/2024,End of loan,0.0,retorno de cesión,€1.20m,Left-Back,26,Paraguay
2024-25,Cádiz CF,Tomás Alarcón,alta,FC Cartagena,Cádiz CF,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€1.00m,Defensive Midfield,25,Chile
2024-25,Cádiz CF,Youba Diarra,alta,Cádiz CF Mirandilla,Cádiz CF,Spain,-,-,,desconocido,€300k,Central Midfield,26,Mali
2024-25,Cádiz CF,Álvaro Jiménez,alta,CD Tenerife,Cádiz CF,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€600k,Right Winger,29,Spain
2024-25,Cádiz CF,Óscar Melendo,alta,Granada CF,Cádiz CF,Spain,-,€1.00m,1000000.0,traspaso,€2.00m,Attacking Midfield,27,Spain
2024-25,Cádiz CF,Aiham Ousou,baja,Cádiz CF,SK Slavia Prague,Czech Republic,30/06/2024,End of loan,0.0,retorno de cesión,€1.80m,Centre-Back,24,Syria
2024-25,Cádiz CF,Antonio Glauder,baja,Cádiz CF,Without Club,-,-,-,,desconocido,€900k,Centre-Back,29,Philippines
2024-25,Cádiz CF,Conan Ledesma,baja,Cádiz CF,CA River Plate,Argentina,-,€2.60m,2600000.0,traspaso,€5.00m,Goalkeeper,31,Argentina
2024-25,Cádiz CF,Darwin Machís,baja,Cádiz CF,Real Valladolid CF,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€2.00m,Left Winger,31,Venezuela
2024-25,Cádiz CF,Diadié Samassékou,baja,Cádiz CF,TSG 1899 Hoffenheim,Germany,30/06/2024,End of loan,0.0,retorno de cesión,€2.00m,Defensive Midfield,28,Mali
2024-25,Cádiz CF,Iván Alejo,baja,Cádiz CF,APOEL Nicosia,Cyprus,-,loan transfer,0.0,cesión,€1.50m,Right-Back,29,Spain
2024-25,Cádiz CF,Javi Hernández,baja,Cádiz CF,CD Leganés,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€2.50m,Left-Back,26,Spain
2024-25,Cádiz CF,Jorge Meré,baja,Cádiz CF,CF América,Mexico,30/06/2024,End of loan,0.0,retorno de cesión,€1.00m,Centre-Back,27,Spain
2024-25,Cádiz CF,José Mari,baja,Cádiz CF,Retired,-,-,-,,desconocido,€200k,Defensive Midfield,36,Spain
2024-25,Cádiz CF,Juanmi,baja,Cádiz CF,Real Betis Balompié,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€6.00m,Left Winger,31,Spain
2024-25,Cádiz CF,Lucas Pires,baja,Cádiz CF,Santos FC,Brazil,30/06/2024,End of loan,0.0,retorno de cesión,€2.00m,Left-Back,23,Brazil
2024-25,Cádiz CF,Martín Calderón,baja,Cádiz CF,Atlético Sanluqueño CF,Spain,-,free transfer,0.0,libre,€200k,Central Midfield,25,Spain
2024-25,Cádiz CF,Maxi Gómez,baja,Cádiz CF,Trabzonspor,Türkiye,30/06/2024,End of loan,0.0,retorno de cesión,€2.00m,Centre-Forward,27,Uruguay
2024-25,Cádiz CF,Momo Mbaye,baja,Cádiz CF,FC Vizela,Portugal,-,free transfer,0.0,libre,€400k,Centre-Back,26,Senegal
2024-25,Cádiz CF,Robert Navarro,baja,Cádiz CF,Real Sociedad,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€6.00m,Right Winger,22,Spain
2024-25,Cádiz CF,Rominigue Kouamé,baja,Cádiz CF,Chicago Fire FC,United States,-,loan transfer,0.0,cesión,€2.00m,Central Midfield,28,Mali
2024-25,Cádiz CF,Santiago Arzamendia,baja,Cádiz CF,-,Argentina,-,€1.40m,1400000.0,traspaso,€1.20m,Left-Back,26,Paraguay
2024-25,Cádiz CF,Sergi Guardiola,baja,Cádiz CF,Without Club,-,-,-,,desconocido,€800k,Centre-Forward,33,Spain
2024-25,Cádiz CF,Tomás Alarcón,baja,Cádiz CF,CSD Colo-Colo,Chile,-,free transfer,0.0,libre,€600k,Defensive Midfield,26,Chile
2024-25,Cádiz CF,Youba Diarra,baja,Cádiz CF,TSV Hartberg,Austria,-,loan transfer,0.0,cesión,€300k,Central Midfield,26,Mali
2024-25,Cádiz CF,Álvaro Jiménez,baja,Cádiz CF,Without Club,-,-,-,,desconocido,€600k,Right Winger,29,Spain
2024-25,Córdoba CF,Alberto del Moral,alta,Real Oviedo,Córdoba CF,Spain,-,loan transfer,0.0,cesión,€800k,Central Midfield,24,Spain
2024-25,Córdoba CF,Ander Yoldi,alta,CA Osasuna Promesas,Córdoba CF,Spain,-,loan transfer,0.0,cesión,€400k,Left Winger,23,Spain
2024-25,Córdoba CF,Carlos Isaac,alta,Albacete Balompié,Córdoba CF,Spain,-,free transfer,0.0,libre,€500k,Right-Back,26,Spain
2024-25,Córdoba CF,Cristian Delgado,alta,CD Numancia,Córdoba CF,Spain,30/06/2024,End of loan,0.0,retorno de cesión,€100k,Central Midfield,22,Spain
2024-25,Córdoba CF,Gabriele Corbo,alta,CF Montréal,Córdoba CF,United States,-,free transfer,0.0,libre,€800k,Centre-Back,25,Italy
2024-25,Córdoba CF,Genaro Rodríguez,alta,Málaga CF,Córdoba CF,Spain,-,free transfer,0.0,libre,€500k,Defensive Midfield,26,Spain
2024-25,Córdoba CF,Jacobo González,alta,AD Alcorcón,Córdoba CF,Spain,-,free transfer,0.0,libre,€900k,Left Winger,27,Spain
