temporada,club,jugador,movimiento,club_origen,club_destino,pais_club,fecha,importe_original,importe_numerico,tipo_operacion,valor_mercado,posicion,edad,nacionalidad
2021-22,SD Eibar,Roberto Olabe,alta,CD Tondela,SD Eibar,Portugal,30/06/2021,End of loan,0.0,retorno de cesión,€700k,Central Midfield,25,Spain
2021-22,SD Eibar,Sergio Cubero,alta,CD Vitoria,SD Eibar,Spain,-,-,,desconocido,-,Right-Back,21,Spain
2021-22,SD Eibar,Stoichkov,alta,RCD Mallorca,SD Eibar,Spain,-,€1.00m,1000000.0,traspaso,€1.00m,Second Striker,27,Spain
2021-22,SD Eibar,Toño García,alta,Levante UD,SD Eibar,Spain,-,free transfer,0.0,libre,€800k,Left-Back,31,Spain
2021-22,SD Eibar,Xabi Etxeita,alta,Getafe CF,SD Eibar,Spain,-,free transfer,0.0,libre,€800k,Centre-Back,33,Spain
2021-22,SD Eibar,Yanis Rahmani,alta,UD Almería,SD Eibar,Spain,-,€1.50m,1500000.0,traspaso,€1.00m,Left Winger,26,France
2021-22,SD Eibar,Álvaro Tejero,alta,Real Zaragoza,SD Eibar,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€1.00m,Right-Back,24,Spain
2021-22,SD Eibar,Óscar Sielva,alta,SD Ponferradina,SD Eibar,Spain,-,€600k,600000.0,traspaso,€1.00m,Central Midfield,29,Spain
2021-22,SD Eibar,Aleix García,baja,SD Eibar,Girona FC,Spain,-,free transfer,0.0,libre,€1.80m,Central Midfield,24,Spain
2021-22,SD Eibar,Asier Benito,baja,SD Eibar,-,Greece,-,free transfer,0.0,libre,€400k,Centre-Forward,26,Spain
2021-22,SD Eibar,Bryan Gil,baja,SD Eibar,Sevilla FC,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€30.00m,Left Winger,20,Spain
2021-22,SD Eibar,Cote,baja,SD Eibar,CA Osasuna,Spain,-,free transfer,0.0,libre,€1.50m,Left-Back,31,Spain
2021-22,SD Eibar,Damian Kądzior,baja,SD Eibar,-,Poland,-,€500k,500000.0,traspaso,€1.70m,Attacking Midfield,29,Poland
2021-22,SD Eibar,Kike García,baja,SD Eibar,CA Osasuna,Spain,-,free transfer,0.0,libre,€2.80m,Centre-Forward,31,Spain
2021-22,SD Eibar,Kévin Rodrigues,baja,SD Eibar,Real Sociedad,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€3.50m,Left-Back,27,Portugal
2021-22,SD Eibar,Marko Dmitrovic,baja,SD Eibar,Sevilla FC,Spain,-,free transfer,0.0,libre,€8.00m,Goalkeeper,29,Serbia
2021-22,SD Eibar,Pape Diop,baja,SD Eibar,UD Ibiza,Spain,-,free transfer,0.0,libre,€800k,Defensive Midfield,35,Senegal
2021-22,SD Eibar,Paulo Oliveira,baja,SD Eibar,SC Braga,Portugal,-,free transfer,0.0,libre,€4.00m,Centre-Back,29,Portugal
2021-22,SD Eibar,Pedro Bigas,baja,SD Eibar,Elche CF,Spain,-,free transfer,0.0,libre,€1.20m,Centre-Back,31,Spain
2021-22,SD Eibar,Pedro León,baja,SD Eibar,CF Fuenlabrada,Spain,-,free transfer,0.0,libre,€1.00m,Right Winger,34,Spain
2021-22,SD Eibar,Rafa Soares,baja,SD Eibar,Vitória Guimarães SC,Portugal,30/06/2021,End of loan,0.0,retorno de cesión,€1.60m,Left-Back,26,Portugal
2021-22,SD Eibar,Recio,baja,SD Eibar,CD Leganés,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€1.20m,Central Midfield,30,Spain
2021-22,SD Eibar,Roberto Olabe,baja,SD Eibar,AD Alcorcón,Spain,-,free transfer,0.0,libre,€400k,Central Midfield,25,Spain
2021-22,SD Eibar,Sergi Enrich,baja,SD Eibar,Without Club,-,-,-,,desconocido,€1.80m,Centre-Forward,31,Spain
2021-22,SD Eibar,Sergio Cubero,baja,SD Eibar,SD Logroñés,Spain,-,loan transfer,0.0,cesión,-,Right-Back,21,Spain
2021-22,SD Eibar,Takashi Inui,baja,SD Eibar,Without Club,-,-,-,,desconocido,€1.50m,Left Winger,33,Japan
2021-22,SD Eibar,Yoshinori Muto,baja,SD Eibar,Newcastle United,England,30/06/2021,End of loan,0.0,retorno de cesión,€2.50m,Centre-Forward,28,Japan
2021-22,SD Eibar,Álex Pozo,baja,SD Eibar,Sevilla FC,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€4.00m,Right Winger,22,Spain
2021-22,SD Huesca,Adolfo Gaich,alta,CSKA Moscow,SD Huesca,Russia,-,Loan fee: €600k,600000.0,cesión,€8.00m,Centre-Forward,22,Argentina
2021-22,SD Huesca,Andrei Rațiu,alta,Villarreal CF,SD Huesca,Spain,-,€5.00m,5000000.0,traspaso,€300k,Right-Back,23,Romania
2021-22,SD Huesca,Cristian Salvador,alta,Sporting Gijón,SD Huesca,Spain,-,free transfer,0.0,libre,€400k,Defensive Midfield,26,Spain
2021-22,SD Huesca,Darío Poveda,alta,Getafe CF,SD Huesca,Spain,-,loan transfer,0.0,cesión,€600k,Centre-Forward,24,Spain
2021-22,SD Huesca,David Timor,alta,Getafe CF,SD Huesca,Spain,-,free transfer,0.0,libre,€1.20m,Central Midfield,32,Spain
2021-22,SD Huesca,Enzo Lombardo,alta,RCD Mallorca,SD Huesca,Spain,-,free transfer,0.0,libre,€400k,Left Winger,24,Philippines
2021-22,SD Huesca,Florian Miguel,alta,Nîmes Olympique,SD Huesca,France,-,free transfer,0.0,libre,€1.80m,Left-Back,24,France
2021-22,SD Huesca,Gerard Valentín,alta,CD Lugo,SD Huesca,Spain,-,€300k,300000.0,traspaso,€600k,Right Winger,28,Spain
2021-22,SD Huesca,Ignasi Miquel,alta,Getafe CF,SD Huesca,Spain,-,loan transfer,0.0,cesión,€1.00m,Centre-Back,28,Spain
2021-22,SD Huesca,Isidro Pitta,alta,Olimpia Asunción,SD Huesca,Paraguay,-,€1.00m,1000000.0,traspaso,€1.00m,Centre-Forward,22,Paraguay
2021-22,SD Huesca,Joaquín Muñoz,alta,Málaga CF,SD Huesca,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€600k,Left Winger,22,Spain
2021-22,SD Huesca,Juan Peñaloza,alta,Racing Ferrol,SD Huesca,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€100k,Right Winger,21,Colombia
2021-22,SD Huesca,Julio Buffarini,alta,CA Boca Juniors,SD Huesca,Argentina,-,free transfer,0.0,libre,€1.00m,Right-Back,32,Argentina
2021-22,SD Huesca,Kelechi Nwakali,alta,AD Alcorcón,SD Huesca,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€1.00m,Central Midfield,23,Nigeria
2021-22,SD Huesca,Lago Júnior,alta,RCD Mallorca,SD Huesca,Spain,-,loan transfer,0.0,cesión,€1.40m,Left Winger,31,Cote d'Ivoire
2021-22,SD Huesca,Marc Mateu,alta,CD Castellón,SD Huesca,Spain,-,free transfer,0.0,libre,€500k,Left-Back,31,Spain
2021-22,SD Huesca,Miguel San Román,alta,-,SD Huesca,Spain,-,-,,desconocido,€700k,Goalkeeper,24,Spain
2021-22,SD Huesca,Pablo Martínez,alta,Levante UD,SD Huesca,Spain,-,loan transfer,0.0,cesión,€1.50m,Central Midfield,23,Spain
2021-22,SD Huesca,Ronald Gbizie,alta,CD Numancia,SD Huesca,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€100k,Central Midfield,24,Cote d'Ivoire
2021-22,SD Huesca,Antonio Valera,baja,SD Huesca,SD Huesca B,Spain,-,-,,desconocido,€300k,Goalkeeper,25,Spain
2021-22,SD Huesca,Borja García,baja,SD Huesca,Girona FC,Spain,-,-,,desconocido,€1.50m,Attacking Midfield,30,Spain
2021-22,SD Huesca,Denis Vavro,baja,SD Huesca,SS Lazio,Italy,30/06/2021,End of loan,0.0,retorno de cesión,€4.00m,Centre-Back,25,Slovakia
2021-22,SD Huesca,Dimitrios Siovas,baja,SD Huesca,Without Club,-,-,-,,desconocido,€2.50m,Centre-Back,32,Greece
2021-22,SD Huesca,Eugeni,baja,SD Huesca,FC Arouca,Portugal,-,free transfer,0.0,libre,€800k,Central Midfield,26,Spain
2021-22,SD Huesca,Gastón Silva,baja,SD Huesca,FC Cartagena,Spain,-,free transfer,0.0,libre,€1.20m,Centre-Back,27,Uruguay
2021-22,SD Huesca,Idrissa Doumbia,baja,SD Huesca,Sporting CP,Portugal,30/06/2021,End of loan,0.0,retorno de cesión,€3.50m,Defensive Midfield,23,Cote d'Ivoire
2021-22,SD Huesca,Isidro Pitta,baja,SD Huesca,Esporte Clube Juventude,Brazil,-,loan transfer,0.0,cesión,€1.00m,Centre-Forward,22,Paraguay
2021-22,SD Huesca,Javi Galán,baja,SD Huesca,Celta de Vigo,Spain,-,€4.00m,4000000.0,traspaso,€6.00m,Left-Back,26,Spain
2021-22,SD Huesca,Javi Ontiveros,baja,SD Huesca,Villarreal CF,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€5.00m,Left Winger,23,Spain
2021-22,SD Huesca,Juan Peñaloza,baja,SD Huesca,Rionegro Águilas,Colombia,-,loan transfer,0.0,cesión,€100k,Right Winger,21,Colombia
2021-22,SD Huesca,Julio Buffarini,baja,SD Huesca,FC Cartagena,Spain,-,loan transfer,0.0,cesión,€1.00m,Right-Back,33,Argentina
2021-22,SD Huesca,Kelechi Nwakali,baja,SD Huesca,Without Club,-,-,-,,desconocido,€800k,Central Midfield,23,Nigeria
2021-22,SD Huesca,Luisinho,baja,SD Huesca,Leixões SC,Portugal,-,free transfer,0.0,libre,€200k,Left-Back,36,Portugal
2021-22,SD Huesca,Pablo Maffeo,baja,SD Huesca,VfB Stuttgart,Germany,30/06/2021,End of loan,0.0,retorno de cesión,€3.50m,Right-Back,23,Argentina
2021-22,SD Huesca,Pedro López,baja,SD Huesca,Without Club,-,-,-,,desconocido,€100k,Right-Back,37,Spain
2021-22,SD Huesca,Rafa Mir,baja,SD Huesca,Wolverhampton Wanderers,England,30/06/2021,End of loan,0.0,retorno de cesión,€12.00m,Centre-Forward,24,Spain
2021-22,SD Huesca,Ronald Gbizie,baja,SD Huesca,SD Huesca B,Spain,-,-,,desconocido,€100k,Central Midfield,24,Cote d'Ivoire
2021-22,SD Huesca,Sandro Ramírez,baja,SD Huesca,Getafe CF,Spain,-,Loan fee: €1.00m,1000000.0,cesión,€3.50m,Centre-Forward,26,Spain
2021-22,SD Huesca,Sergio Gómez,baja,SD Huesca,Borussia Dortmund,Germany,30/06/2021,End of loan,0.0,retorno de cesión,€2.50m,Left-Back,20,Spain
2021-22,SD Huesca,Shinji Okazaki,baja,SD Huesca,FC Cartagena,Spain,-,free transfer,0.0,libre,€1.00m,Centre-Forward,35,Japan
2021-22,SD Huesca,Álvaro Ferllo,baja,SD Huesca,Brentford FC,England,-,Loan fee: €1.00m,1000000.0,cesión,€4.00m,Goalkeeper,23,Spain
2021-22,SD Ponferradina,Agus Medina,alta,Birmingham City,SD Ponferradina,England,-,free transfer,0.0,libre,€300k,Central Midfield,26,Spain
2021-22,SD Ponferradina,Alexandru Pașcanu,alta,CFR Cluj,SD Ponferradina,Romania,-,€800k,800000.0,traspaso,€800k,Centre-Back,23,Romania
2021-22,SD Ponferradina,Alfredo Pedraza,alta,UD San Sebastián de los Reyes,SD Ponferradina,Spain,30/01/2022,End of loan,0.0,retorno de cesión,€200k,Centre-Back,21,Spain
2021-22,SD Ponferradina,Amir Abedzadeh,alta,CS Marítimo,SD Ponferradina,Portugal,-,free transfer,0.0,libre,€1.50m,Goalkeeper,28,Iran
2021-22,SD Ponferradina,Cristian Rodríguez,alta,Extremadura UD,SD Ponferradina,Spain,-,free transfer,0.0,libre,€500k,Central Midfield,25,Spain
2021-22,SD Ponferradina,Dani Ojeda,alta,AD Alcorcón,SD Ponferradina,Spain,-,free transfer,0.0,libre,€300k,Left Winger,26,Spain
2021-22,SD Ponferradina,Edu Espiau,alta,UD Las Palmas,SD Ponferradina,Spain,-,free transfer,0.0,libre,€300k,Centre-Forward,26,Spain
2021-22,SD Ponferradina,José Copete,alta,Villarreal CF B,SD Ponferradina,Spain,-,free transfer,0.0,libre,€250k,Centre-Back,21,Spain
2021-22,SD Ponferradina,José Naranjo,alta,CD Tenerife,SD Ponferradina,Spain,-,free transfer,0.0,libre,€700k,Left Winger,26,Spain
2021-22,SD Ponferradina,Juan Camilo Becerra,alta,RCD Espanyol B,SD Ponferradina,Spain,-,loan transfer,0.0,cesión,€350k,Centre-Forward,23,Colombia
2021-22,SD Ponferradina,Juan Hernández,alta,AD Alcorcón,SD Ponferradina,Spain,-,free transfer,0.0,libre,€400k,Left Winger,27,Spain
2021-22,SD Ponferradina,Kike Saverio,alta,CA Osasuna,SD Ponferradina,Spain,-,loan transfer,0.0,cesión,€200k,Left Winger,22,Ecuador
2021-22,SD Ponferradina,Kuki Zalazar,alta,-,SD Ponferradina,Spain,-,free transfer,0.0,libre,€250k,Attacking Midfield,23,Spain
2021-22,SD Ponferradina,Lucho García,alta,Deportivo de La Coruña,SD Ponferradina,Spain,-,free transfer,0.0,libre,€200k,Goalkeeper,23,Colombia
2021-22,SD Ponferradina,Miguel Baeza,alta,Celta de Vigo,SD Ponferradina,Spain,-,loan transfer,0.0,cesión,€2.00m,Attacking Midfield,21,Spain
2021-22,SD Ponferradina,Moussa Sidibé,alta,Córdoba CF,SD Ponferradina,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€400k,Right Winger,26,Mali
2021-22,SD Ponferradina,Paul Anton,alta,FC Dinamo 1948,SD Ponferradina,Romania,-,free transfer,0.0,libre,€1.10m,Central Midfield,30,Romania
2021-22,SD Ponferradina,Ricard Pujol,alta,RCD Espanyol B,SD Ponferradina,Spain,-,free transfer,0.0,libre,€300k,Centre-Back,23,Spain
2021-22,SD Ponferradina,Seo Ram Lee,alta,Without Club,SD Ponferradina,-,-,-,,desconocido,-,Left Winger,18,New Zealand
2021-22,SD Ponferradina,Sergi Enrich,alta,Without Club,SD Ponferradina,-,-,-,,desconocido,€1.80m,Centre-Forward,31,Spain
2021-22,SD Ponferradina,Sergi Puig,alta,Las Palmas Atlético,SD Ponferradina,Spain,-,free transfer,0.0,libre,€100k,Goalkeeper,22,Spain
2021-22,SD Ponferradina,Alejandro Viedma,baja,SD Ponferradina,Córdoba CF,Spain,-,free transfer,0.0,libre,€200k,Central Midfield,22,Spain
2021-22,SD Ponferradina,Alexandru Pașcanu,baja,SD Ponferradina,CFR Cluj,Romania,16/01/2022,End of loan,0.0,retorno de cesión,€800k,Centre-Back,23,Romania
2021-22,SD Ponferradina,Alfredo Pedraza,baja,SD Ponferradina,UD San Sebastián de los Reyes,Spain,-,loan transfer,0.0,cesión,€200k,Centre-Back,20,Spain
2021-22,SD Ponferradina,Carlos Doncel,baja,SD Ponferradina,-,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€500k,Left Winger,24,Spain
2021-22,SD Ponferradina,Curro Sánchez,baja,SD Ponferradina,UD Almería,Spain,-,free transfer,0.0,libre,€500k,Right Winger,25,Spain
2021-22,SD Ponferradina,Dani Romera,baja,SD Ponferradina,Gimnàstic de Tarragona,Spain,-,loan transfer,0.0,cesión,€200k,Centre-Forward,26,Spain
2021-22,SD Ponferradina,Edward Bolaños,baja,SD Ponferradina,Without Club,-,-,-,,desconocido,€100k,Centre-Forward,22,Colombia
2021-22,SD Ponferradina,Gaspar Panadero,baja,SD Ponferradina,Cádiz CF,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€300k,Left Winger,23,Spain
2021-22,SD Ponferradina,Gianfranco Gazzaniga,baja,SD Ponferradina,Racing Ferrol,Spain,-,free transfer,0.0,libre,€200k,Goalkeeper,27,Argentina
2021-22,SD Ponferradina,José Antonio Caro,baja,SD Ponferradina,-,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€500k,Goalkeeper,27,Spain
2021-22,SD Ponferradina,Juan Camilo Becerra,baja,SD Ponferradina,RCD Espanyol B,Spain,30/01/2022,End of loan,0.0,retorno de cesión,€300k,Centre-Forward,23,Colombia
2021-22,SD Ponferradina,Juergen Elitim,baja,SD Ponferradina,Watford FC U23,England,30/06/2021,End of loan,0.0,retorno de cesión,€500k,Defensive Midfield,21,Colombia
2021-22,SD Ponferradina,Kaxe,baja,SD Ponferradina,CE Sabadell FC,Spain,-,loan transfer,0.0,cesión,€400k,Centre-Forward,27,Spain
2021-22,SD Ponferradina,Manu García,baja,SD Ponferradina,Gimnàstic de Tarragona,Spain,-,free transfer,0.0,libre,€300k,Goalkeeper,30,Spain
2021-22,SD Ponferradina,Manu Hernando,baja,SD Ponferradina,Real Madrid Castilla,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€700k,Centre-Back,22,Spain
2021-22,SD Ponferradina,Moi Delgado,baja,SD Ponferradina,-,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€400k,Left-Back,27,Spain
2021-22,SD Ponferradina,Moussa Sidibé,baja,SD Ponferradina,Johor Darul Ta'zim,Malaysia,-,-,,desconocido,€300k,Right Winger,27,Mali
2021-22,SD Ponferradina,Pablo Larrea,baja,SD Ponferradina,CD Tenerife,Spain,-,free transfer,0.0,libre,€400k,Central Midfield,27,Spain
2021-22,SD Ponferradina,Pablo Valcarce,baja,SD Ponferradina,RCD Mallorca,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€600k,Right Winger,28,Spain
2021-22,SD Ponferradina,Sergio Aguza,baja,SD Ponferradina,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€500k,Central Midfield,28,Spain
2021-22,SD Ponferradina,Yac Diori,baja,SD Ponferradina,CD Castellón,Spain,-,free transfer,0.0,libre,€100k,Centre-Back,23,Niger
2021-22,SD Ponferradina,Óscar Sielva,baja,SD Ponferradina,SD Eibar,Spain,-,€600k,600000.0,traspaso,€1.00m,Central Midfield,29,Spain
2021-22,Sporting Gijón,Berto,alta,Real Sporting de Gijón B,Sporting Gijón,Spain,-,-,,desconocido,€300k,Left Winger,23,Spain
2021-22,Sporting Gijón,Christian Rivera,alta,UD Las Palmas,Sporting Gijón,Spain,-,free transfer,0.0,libre,€700k,Central Midfield,24,Spain
2021-22,Sporting Gijón,Eric Ramírez,alta,-,Sporting Gijón,Ukraine,-,Loan fee: €250k,250000.0,cesión,€1.50m,Centre-Forward,23,Venezuela
2021-22,Sporting Gijón,Fran Villalba,alta,Birmingham City,Sporting Gijón,England,-,loan transfer,0.0,cesión,€1.50m,Attacking Midfield,23,Spain
2021-22,Sporting Gijón,Iván Cuéllar,alta,CD Leganés,Sporting Gijón,Spain,-,free transfer,0.0,libre,€100k,Goalkeeper,37,Spain
2021-22,Sporting Gijón,Jony,alta,SS Lazio,Sporting Gijón,Italy,-,loan transfer,0.0,cesión,€1.00m,Left Winger,30,Spain
2021-22,Sporting Gijón,Jordi Calavera,alta,Girona FC,Sporting Gijón,Spain,-,loan transfer,0.0,cesión,€600k,Right Midfield,26,Spain
2021-22,Sporting Gijón,José Luis Rodríguez,alta,Deportivo Alavés,Sporting Gijón,Spain,-,loan transfer,0.0,cesión,€500k,Left Winger,23,Panama
2021-22,Sporting Gijón,Juan Berrocal,alta,Sevilla FC,Sporting Gijón,Spain,-,loan transfer,0.0,cesión,€1.50m,Centre-Back,22,Spain
2021-22,Sporting Gijón,Neftali Manzambi,alta,Mjällby AIF,Sporting Gijón,Sweden,30/06/2021,End of loan,0.0,retorno de cesión,€200k,Centre-Forward,24,Switzerland
2021-22,Sporting Gijón,Vasyl Kravets,alta,CD Leganés,Sporting Gijón,Spain,-,loan transfer,0.0,cesión,€800k,Left-Back,23,Ukraine
2021-22,Sporting Gijón,Álvaro Vázquez,alta,CE Sabadell FC,Sporting Gijón,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€400k,Centre-Forward,30,Spain
2021-22,Sporting Gijón,Carlos Carmona,baja,Sporting Gijón,CF Intercity,Spain,-,free transfer,0.0,libre,€200k,Right Winger,34,Spain
2021-22,Sporting Gijón,Christian Joel,baja,Sporting Gijón,AEK Larnaca,Cyprus,-,loan transfer,0.0,cesión,€500k,Goalkeeper,22,Cuba
2021-22,Sporting Gijón,Cristian Salvador,baja,Sporting Gijón,SD Huesca,Spain,-,free transfer,0.0,libre,€400k,Defensive Midfield,26,Spain
2021-22,Sporting Gijón,Hernán Santana,baja,Sporting Gijón,NorthEast United FC,India,-,free transfer,0.0,libre,€300k,Central Midfield,31,Spain
2021-22,Sporting Gijón,Javi Fuego,baja,Sporting Gijón,Retired,-,-,-,,desconocido,-,Defensive Midfield,37,Spain
2021-22,Sporting Gijón,Manu García,baja,Sporting Gijón,Deportivo Alavés,Spain,-,loan transfer,0.0,cesión,€4.00m,Attacking Midfield,23,Spain
2021-22,Sporting Gijón,Neftali Manzambi,baja,Sporting Gijón,FC Winterthur,Switzerland,-,free transfer,0.0,libre,€200k,Centre-Forward,24,Switzerland
2021-22,Sporting Gijón,Nikola Cumic,baja,Sporting Gijón,-,Greece,30/06/2021,End of loan,0.0,retorno de cesión,€800k,Right Winger,22,Serbia
2021-22,Sporting Gijón,Pelayo Suárez,baja,Sporting Gijón,SD Logroñés,Spain,-,loan transfer,0.0,cesión,€300k,Centre-Back,23,Spain
2021-22,Sporting Gijón,Saúl García,baja,Sporting Gijón,Deportivo Alavés,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€700k,Left-Back,26,Spain
2021-22,Sporting Gijón,Álvaro Vázquez,baja,Sporting Gijón,Kerala Blasters FC,India,-,free transfer,0.0,libre,€400k,Centre-Forward,30,Spain
2021-22,UD Almería,Arnau Puigmal,alta,Manchester United U23,UD Almería,England,-,free transfer,0.0,libre,€900k,Central Midfield,20,Spain
2021-22,UD Almería,Arvin Appiah,alta,CD Lugo,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€600k,Left-Back,20,England
2021-22,UD Almería,Curro Sánchez,alta,SD Ponferradina,UD Almería,Spain,-,free transfer,0.0,libre,€500k,Right Winger,25,Spain
2021-22,UD Almería,Daniel Carriço,alta,Wuhan Yangtze,UD Almería,China,-,free transfer,0.0,libre,€925k,Centre-Back,33,Portugal
2021-22,UD Almería,Dragan Rosic,alta,CF Fuenlabrada,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€400k,Goalkeeper,24,Serbia
2021-22,UD Almería,Dyego Sousa,alta,Shenzhen FC,UD Almería,China,-,free transfer,0.0,libre,€1.80m,Centre-Forward,31,Portugal
2021-22,UD Almería,Fran Callejón,alta,-,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€200k,Central Midfield,23,Spain
2021-22,UD Almería,Francisco Portillo,alta,Getafe CF,UD Almería,Spain,-,free transfer,0.0,libre,€1.20m,Attacking Midfield,31,Spain
2021-22,UD Almería,Iván Martos,alta,Rayo Vallecano,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€400k,Left-Back,24,Spain
2021-22,UD Almería,Iñigo Eguaras,alta,Real Zaragoza,UD Almería,Spain,-,€600k,600000.0,traspaso,€800k,Defensive Midfield,29,Spain
2021-22,UD Almería,Javi Robles,alta,UD Almería B,UD Almería,Spain,-,-,,desconocido,-,Central Midfield,20,Spain
2021-22,UD Almería,Jero Lario,alta,SD Logroñés,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€100k,Goalkeeper,26,Spain
2021-22,UD Almería,Jonathan Vieira,alta,UD Las Palmas,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€500k,Left-Back,23,Brazil
2021-22,UD Almería,Juan Ibiza,alta,CE Sabadell FC,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€500k,Centre-Back,25,Spain
2021-22,UD Almería,Juanjo Nieto,alta,Real Oviedo,UD Almería,Spain,-,free transfer,0.0,libre,€700k,Right-Back,26,Spain
2021-22,UD Almería,Manu Morlanes,alta,Villarreal CF,UD Almería,Spain,-,€3.00m,3000000.0,traspaso,€5.00m,Central Midfield,22,Spain
2021-22,UD Almería,Mathieu Peybernes,alta,Real Zaragoza,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€400k,Centre-Back,30,France
2021-22,UD Almería,Nélson Monte,alta,SC Dnipro-1,UD Almería,Ukraine,-,loan transfer,0.0,cesión,€700k,Centre-Back,26,Portugal
2021-22,UD Almería,Rodrigo Ely,alta,Without Club,UD Almería,-,-,-,,desconocido,€2.00m,Centre-Back,28,Brazil
2021-22,UD Almería,Samú Costa,alta,SC Braga,UD Almería,Portugal,-,€5.25m,5250000.0,traspaso,€5.00m,Defensive Midfield,20,Portugal
2021-22,UD Almería,Sergio Aguza,alta,SD Ponferradina,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€500k,Central Midfield,28,Spain
2021-22,UD Almería,Sergio Akieme,alta,FC Barcelona B,UD Almería,Spain,-,€4.70m,4700000.0,traspaso,€5.00m,Left-Back,23,Spain
2021-22,UD Almería,Srdjan Babic,alta,Red Star Belgrade,UD Almería,Serbia,-,Loan fee: €100k,100000.0,cesión,€1.50m,Centre-Back,25,Serbia
2021-22,UD Almería,Valentín Vada,alta,CD Tenerife,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€1.00m,Central Midfield,25,Argentina
2021-22,UD Almería,Yanis Rahmani,alta,Málaga CF,UD Almería,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€1.00m,Left Winger,26,France
2021-22,UD Almería,Álex Pozo,alta,Sevilla FC,UD Almería,Spain,-,loan transfer,0.0,cesión,€4.00m,Right Winger,22,Spain
2021-22,UD Almería,Ager Aketxe,baja,UD Almería,SD Eibar,Spain,-,free transfer,0.0,libre,€800k,Right Winger,27,Spain
2021-22,UD Almería,Brian Rodríguez,baja,UD Almería,Los Angeles FC,United States,30/06/2021,End of loan,0.0,retorno de cesión,€6.00m,Left Winger,21,Uruguay
2021-22,UD Almería,Dragan Rosic,baja,UD Almería,Albacete Balompié,Spain,-,loan transfer,0.0,cesión,€400k,Goalkeeper,24,Serbia
2021-22,UD Almería,Fran Callejón,baja,UD Almería,-,Spain,-,free transfer,0.0,libre,€200k,Central Midfield,23,Spain
2021-22,UD Almería,Fran Villalba,baja,UD Almería,Birmingham City,England,30/06/2021,End of loan,0.0,retorno de cesión,€1.50m,Attacking Midfield,23,Spain
2021-22,UD Almería,Guilherme Schettine,baja,UD Almería,SC Braga,Portugal,30/06/2021,End of loan,0.0,retorno de cesión,€1.00m,Centre-Forward,25,Brazil
2021-22,UD Almería,Ivanildo Fernandes,baja,UD Almería,Sporting CP,Portugal,30/06/2021,End of loan,0.0,retorno de cesión,€1.00m,Centre-Back,25,Cape Verde
2021-22,UD Almería,Iván Balliu,baja,UD Almería,Rayo Vallecano,Spain,-,free transfer,0.0,libre,€1.00m,Right-Back,29,Albania
2021-22,UD Almería,Jero Lario,baja,UD Almería,SD Logroñés,Spain,-,free transfer,0.0,libre,€100k,Goalkeeper,26,Spain
2021-22,UD Almería,Jonathan Vieira,baja,UD Almería,Botafogo de Futebol e Regatas,Brazil,-,loan transfer,0.0,cesión,€500k,Left-Back,23,Brazil
2021-22,UD Almería,Jordi Escobar,baja,UD Almería,FC Barcelona B,Spain,-,loan transfer,0.0,cesión,€300k,Centre-Forward,19,Spain
2021-22,UD Almería,Jorge Cuenca,baja,UD Almería,Villarreal CF,Spain,30/06/2021,End of loan,0.0,retorno de cesión,€6.00m,Centre-Back,21,Spain
2021-22,UD Almería,José Corpas,baja,UD Almería,SD Eibar,Spain,-,€1.00m,1000000.0,traspaso,€1.00m,Right Winger,29,Spain
2021-22,UD Almería,João Carvalho,baja,UD Almería,Nottingham Forest,England,30/06/2021,End of loan,0.0,retorno de cesión,€3.00m,Attacking Midfield,24,Portugal
